DETAIL_ID,EXHIBIT_ID,TYPE,NAME,VALUE,SUB_VALUE,OPEN_YN,REG_DT,REG_ID,UP_DT,UP_ID
14,5,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
15,5,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
24,8,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
25,8,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
28,10,E,국적,이집트,,Y,12-21-2015 00:00:00,superadmin,,
29,10,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
34,13,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
36,15,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
39,18,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
44,20,E,국적,스웨덴,,Y,12-21-2015 00:00:00,superadmin,,
45,20,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
50,23,E,국적,미국,,Y,12-21-2015 00:00:00,superadmin,,
51,23,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
54,25,E,국적,프랑스,,Y,12-21-2015 00:00:00,superadmin,,
55,25,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
61,28,E,제조연대,1985년,,Y,12-21-2015 00:00:00,superadmin,,
62,28,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
63,28,E,재질,철제,,Y,12-21-2015 00:00:00,superadmin,,
64,28,E,크기,13㎝×17㎝,,Y,12-21-2015 00:00:00,superadmin,,
67,30,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
73,33,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
74,33,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
78,35,E,제조연대,1555년,,Y,12-21-2015 00:00:00,superadmin,,
79,35,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
80,35,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
86,38,E,제조연대,2008년,,Y,12-21-2015 00:00:00,superadmin,,
87,38,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
90,40,E,제조연대,2008년,,Y,12-21-2015 00:00:00,superadmin,,
91,40,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
96,43,E,제조연대,2008년,,Y,12-21-2015 00:00:00,superadmin,,
97,43,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
100,45,E,제조연대,2008년,,Y,12-21-2015 00:00:00,superadmin,,
101,45,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
106,48,E,제조연대,2008년,,Y,12-21-2015 00:00:00,superadmin,,
107,48,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
110,50,E,제조연대,2008년,,Y,12-21-2015 00:00:00,superadmin,,
111,50,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
116,53,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
117,53,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
120,55,E,제조연대,1957년,,Y,12-21-2015 00:00:00,superadmin,,
121,55,E,국적,프랑스,,Y,12-21-2015 00:00:00,superadmin,,
128,60,E,제조연대,1966년,,Y,12-21-2015 00:00:00,superadmin,,
129,60,E,국적,중국,,Y,12-21-2015 00:00:00,superadmin,,
130,60,E,크기,55㎝×64㎝,,Y,12-21-2015 00:00:00,superadmin,,
139,63,E,제조연대,1969년,,Y,12-21-2015 00:00:00,superadmin,,
140,63,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
141,63,E,재질,제지,,Y,12-21-2015 00:00:00,superadmin,,
142,63,E,크기,26.4㎝×19.2㎝,,Y,12-21-2015 00:00:00,superadmin,,
146,65,E,제조연대,1850년,,Y,12-21-2015 00:00:00,superadmin,,
147,65,E,크기,34㎝×27㎝×26㎝,,Y,12-21-2015 00:00:00,superadmin,,
152,68,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
153,68,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
156,70,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
157,70,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
162,73,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
166,75,E,제조연대,1960년,,Y,12-21-2015 00:00:00,superadmin,,
167,75,E,국적,일본,,Y,12-21-2015 00:00:00,superadmin,,
168,75,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
176,78,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
177,78,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
179,80,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
180,80,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
185,83,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
186,83,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
191,85,E,국적,일본,,Y,12-21-2015 00:00:00,superadmin,,
192,85,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
199,88,E,제조연대,1962년,,Y,12-21-2015 00:00:00,superadmin,,
200,88,E,국적,일본,,Y,12-21-2015 00:00:00,superadmin,,
201,88,E,재질,철제,,Y,12-21-2015 00:00:00,superadmin,,
202,88,E,크기,42㎝×85㎝,,Y,12-21-2015 00:00:00,superadmin,,
207,90,E,제조연대,1910년,,Y,12-21-2015 00:00:00,superadmin,,
208,90,E,국적,영국,,Y,12-21-2015 00:00:00,superadmin,,
209,90,E,재질,제지,,Y,12-21-2015 00:00:00,superadmin,,
212,93,E,재질,철제,,Y,12-21-2015 00:00:00,superadmin,,
214,95,E,재질,철제,,Y,12-21-2015 00:00:00,superadmin,,
217,98,E,재질,철제,,Y,12-21-2015 00:00:00,superadmin,,
219,100,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
222,103,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
224,105,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
233,108,E,제조연대,1952년,,Y,12-21-2015 00:00:00,superadmin,,
234,108,E,국적,칠레,,Y,12-21-2015 00:00:00,superadmin,,
235,108,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
236,108,E,크기,85㎝×98㎝×18㎝,,Y,12-21-2015 00:00:00,superadmin,,
241,110,E,제조연대,1575년,,Y,12-21-2015 00:00:00,superadmin,,
242,110,E,국적,프랑스,,Y,12-21-2015 00:00:00,superadmin,,
243,110,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
244,110,E,크기,60㎝×74.2㎝×11.5㎝,,Y,12-21-2015 00:00:00,superadmin,,
252,113,E,제조연대,1787년,,Y,12-21-2015 00:00:00,superadmin,,
253,113,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
258,115,E,제조연대,1663년,,Y,12-21-2015 00:00:00,superadmin,,
259,115,E,국적,네덜란드,,Y,12-21-2015 00:00:00,superadmin,,
260,115,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
261,115,E,크기,77㎝×89㎝×19㎝,,Y,12-21-2015 00:00:00,superadmin,,
270,118,E,제조연대,1848년,,Y,12-21-2015 00:00:00,superadmin,,
271,118,E,국적,프랑스,,Y,12-21-2015 00:00:00,superadmin,,
272,118,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
273,118,E,크기,92㎝×86㎝×22㎝,,Y,12-21-2015 00:00:00,superadmin,,
278,120,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
282,123,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
283,123,E,재질,"목제, 철제",,Y,12-21-2015 00:00:00,superadmin,,
286,125,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
287,125,E,재질,"목제, 철제",,Y,12-21-2015 00:00:00,superadmin,,
292,128,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
293,128,E,재질,"목제, 철제",,Y,12-21-2015 00:00:00,superadmin,,
296,130,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
297,130,E,재질,"목제, 철제",,Y,12-21-2015 00:00:00,superadmin,,
302,133,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
303,133,E,재질,"목제, 철제",,Y,12-21-2015 00:00:00,superadmin,,
306,135,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
307,135,E,재질,"목제, 철제",,Y,12-21-2015 00:00:00,superadmin,,
312,138,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
313,138,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
326,143,E,제조사,AMT,,Y,12-21-2015 00:00:00,superadmin,,
327,143,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
328,143,E,크기,1인석 2세트,,Y,12-21-2015 00:00:00,superadmin,,
329,143,E,용도/기능,달표면을 걷는 체험,,Y,12-21-2015 00:00:00,superadmin,,
334,145,E,제조사,Lunt Solar Systems,,Y,12-21-2015 00:00:00,superadmin,,
335,145,E,국적,미국,,Y,12-21-2015 00:00:00,superadmin,,
336,145,E,크기,구경 230㎜,,Y,12-21-2015 00:00:00,superadmin,,
337,145,E,용도/기능,태양관측 망원경,,Y,12-21-2015 00:00:00,superadmin,,
346,148,E,제조사,AMT,,Y,12-21-2015 00:00:00,superadmin,,
347,148,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
348,148,E,크기,1.2m×0.5m×0.75m,,Y,12-21-2015 00:00:00,superadmin,,
349,148,E,용도/기능,각 행성의 몸무게 변화를 알수 있는 체중계,,Y,12-21-2015 00:00:00,superadmin,,
354,150,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
355,150,E,크기,11m×1.6m,,Y,12-21-2015 00:00:00,superadmin,,
356,150,E,용도/기능,투명한 유리판을 걸어 보는 우주걷기 체험,,Y,12-21-2015 00:00:00,superadmin,,
366,153,E,학명,브라키오사우루스,,Y,12-21-2015 00:00:00,superadmin,,
367,153,E,영명,Brachiosaurus,,Y,12-21-2015 00:00:00,superadmin,,
6,3,E,제조연대,1945년,,Y,12-21-2015 00:00:00,superadmin,,
7,3,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
8,3,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
9,3,E,크기,27㎝×105㎝,,Y,12-21-2015 00:00:00,superadmin,,
16,6,E,제조연대,1922년,,Y,12-21-2015 00:00:00,superadmin,,
17,6,E,국적,일본,,Y,12-21-2015 00:00:00,superadmin,,
18,6,E,재질,철제,,Y,12-21-2015 00:00:00,superadmin,,
19,6,E,크기,107㎝,,Y,12-21-2015 00:00:00,superadmin,,
30,11,E,국적,북극,,Y,12-21-2015 00:00:00,superadmin,,
31,11,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
37,16,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
46,21,E,국적,영국,,Y,12-21-2015 00:00:00,superadmin,,
47,21,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
56,26,E,제조연대,1978년,,Y,12-21-2015 00:00:00,superadmin,,
57,26,E,국적,일본,,Y,12-21-2015 00:00:00,superadmin,,
58,26,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
59,26,E,크기,42㎝×68㎝,,Y,12-21-2015 00:00:00,superadmin,,
68,31,E,제조연대,1985년,,Y,12-21-2015 00:00:00,superadmin,,
69,31,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
70,31,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
81,36,E,제조연대,1592년,,Y,12-21-2015 00:00:00,superadmin,,
82,36,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
83,36,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
92,41,E,제조연대,2008년,,Y,12-21-2015 00:00:00,superadmin,,
93,41,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
102,46,E,제조연대,2008년,,Y,12-21-2015 00:00:00,superadmin,,
103,46,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
112,51,E,제조연대,2008년,,Y,12-21-2015 00:00:00,superadmin,,
113,51,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
122,56,E,제조연대,1980년,,Y,12-21-2015 00:00:00,superadmin,,
123,56,E,국적,일본,,Y,12-21-2015 00:00:00,superadmin,,
131,61,E,제조연대,1954년,,Y,12-21-2015 00:00:00,superadmin,,
132,61,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
133,61,E,재질,제지,,Y,12-21-2015 00:00:00,superadmin,,
134,61,E,크기,13.5㎝×19.5㎝,,Y,12-21-2015 00:00:00,superadmin,,
148,66,E,제조연대,1966년,,Y,12-21-2015 00:00:00,superadmin,,
149,66,E,국적,스페인,,Y,12-21-2015 00:00:00,superadmin,,
150,66,E,크기,23㎝×67㎝,,Y,12-21-2015 00:00:00,superadmin,,
158,71,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
159,71,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
169,76,E,제조연대,1960년,,Y,12-21-2015 00:00:00,superadmin,,
170,76,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
171,76,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
181,81,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
182,81,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
193,86,E,국적,일본,,Y,12-21-2015 00:00:00,superadmin,,
194,86,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
210,91,E,재질,철제,,Y,12-21-2015 00:00:00,superadmin,,
215,96,E,재질,철제,,Y,12-21-2015 00:00:00,superadmin,,
220,101,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
225,106,E,제조연대,1912년,,Y,12-21-2015 00:00:00,superadmin,,
226,106,E,국적,영국,,Y,12-21-2015 00:00:00,superadmin,,
227,106,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
228,106,E,크기,151㎝×56㎝×18㎝,,Y,12-21-2015 00:00:00,superadmin,,
245,111,E,제조연대,1661년,,Y,12-21-2015 00:00:00,superadmin,,
246,111,E,국적,노르웨이,,Y,12-21-2015 00:00:00,superadmin,,
247,111,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
248,111,E,크기,83㎝×98㎝×22㎝,,Y,12-21-2015 00:00:00,superadmin,,
262,116,E,제조연대,1779년,,Y,12-21-2015 00:00:00,superadmin,,
263,116,E,국적,네덜란드,,Y,12-21-2015 00:00:00,superadmin,,
264,116,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
265,116,E,크기,94㎝×67㎝×16㎝,,Y,12-21-2015 00:00:00,superadmin,,
279,121,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
288,126,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
289,126,E,재질,"목제, 철제",,Y,12-21-2015 00:00:00,superadmin,,
298,131,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
299,131,E,재질,"목제, 철제",,Y,12-21-2015 00:00:00,superadmin,,
308,136,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
309,136,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
318,141,E,제조사,AMT,,Y,12-21-2015 00:00:00,superadmin,,
319,141,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
320,141,E,크기,15인석 2세트 총 30석,,Y,12-21-2015 00:00:00,superadmin,,
321,141,E,용도/기능,4D영상 관람관,,Y,12-21-2015 00:00:00,superadmin,,
338,146,E,제조사,CELESTRON,,Y,12-21-2015 00:00:00,superadmin,,
339,146,E,국적,미국,,Y,12-21-2015 00:00:00,superadmin,,
340,146,E,크기,구경 350㎜,,Y,12-21-2015 00:00:00,superadmin,,
341,146,E,용도/기능,천체관측 반사굴절 망원경,,Y,12-21-2015 00:00:00,superadmin,,
357,151,E,제조사,AMT,,Y,12-21-2015 00:00:00,superadmin,,
358,151,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
359,151,E,크기,2m×0.7m,,Y,12-21-2015 00:00:00,superadmin,,
360,151,E,용도/기능,기념촬영 후 메일 전송 기기,,Y,12-21-2015 00:00:00,superadmin,,
368,153,E,과명,용각류,,Y,12-21-2015 00:00:00,superadmin,,
369,153,E,목명,용반목,,Y,12-21-2015 00:00:00,superadmin,,
370,153,E,크기,약20m(몸길이),,Y,12-21-2015 00:00:00,superadmin,,
377,158,E,재질,TV+컴퓨터+금속 케이스,,Y,12-21-2015 00:00:00,superadmin,,
378,158,E,용도/기능,기념사진 촬영,,Y,12-21-2015 00:00:00,superadmin,,
381,160,E,재질,나무+유리+망원경,,Y,12-21-2015 00:00:00,superadmin,,
382,160,E,용도/기능,망원경 원리 이해,,Y,12-21-2015 00:00:00,superadmin,,
383,161,E,재질,나무+시트지,,Y,12-21-2015 00:00:00,superadmin,,
384,161,E,용도/기능,고천문 교육,,Y,12-21-2015 00:00:00,superadmin,,
387,163,E,재질,나무+아크릴,,Y,12-21-2015 00:00:00,superadmin,,
388,163,E,용도/기능,별자리 교육,,Y,12-21-2015 00:00:00,superadmin,,
391,165,E,재질,나무+시트지+컴퓨터,,Y,12-21-2015 00:00:00,superadmin,,
392,165,E,용도/기능,태양계 이해,,Y,12-21-2015 00:00:00,superadmin,,
393,166,E,재질,나무+시트지+컴퓨터,,Y,12-21-2015 00:00:00,superadmin,,
394,166,E,용도/기능,천체 교육,,Y,12-21-2015 00:00:00,superadmin,,
396,168,E,재질,나무+시트지,,Y,12-21-2015 00:00:00,superadmin,,
398,170,E,재질,금속+유리,,Y,12-21-2015 00:00:00,superadmin,,
399,170,E,용도/기능,자연현상 이해,,Y,12-21-2015 00:00:00,superadmin,,
400,171,E,재질,금속+유리+플라스틱,,Y,12-21-2015 00:00:00,superadmin,,
402,173,E,재질,금속+반사경+컴퓨터,,Y,12-21-2015 00:00:00,superadmin,,
403,173,E,용도/기능,밤하늘 천체 관측,,Y,12-21-2015 00:00:00,superadmin,,
406,175,E,재질,철판,,Y,12-21-2015 00:00:00,superadmin,,
407,175,E,크기,2m×2m×30㎝,,Y,12-21-2015 00:00:00,superadmin,,
408,175,E,용도/기능,관상용,,Y,12-21-2015 00:00:00,superadmin,,
409,176,E,재질,철,,Y,12-21-2015 00:00:00,superadmin,,
410,176,E,크기,3m×3m×30㎝,,Y,12-21-2015 00:00:00,superadmin,,
411,176,E,용도/기능,관상용,,Y,12-21-2015 00:00:00,superadmin,,
414,178,E,크기,20㎝×20㎝×20㎝,,Y,12-21-2015 00:00:00,superadmin,,
415,178,E,용도/기능,관상용 전시물,,Y,12-21-2015 00:00:00,superadmin,,
418,180,E,크기,100㎝×50㎝,,Y,12-21-2015 00:00:00,superadmin,,
419,180,E,용도/기능,관상용 전시물,,Y,12-21-2015 00:00:00,superadmin,,
420,181,E,용도/기능,체험용,,Y,12-21-2015 00:00:00,superadmin,,
422,183,E,크기,5m×2m,,Y,12-21-2015 00:00:00,superadmin,,
423,183,E,용도/기능,관상용 전시물,,Y,12-21-2015 00:00:00,superadmin,,
426,185,E,용도/기능,천체사진 전시,,Y,12-21-2015 00:00:00,superadmin,,
427,196,E,제조연대,2011년,,Y,12-21-2015 00:00:00,superadmin,,
428,196,E,제조사,㈜명도시스템,,Y,12-21-2015 00:00:00,superadmin,,
429,196,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
430,196,E,크기,180㎝×70㎝×110㎝,,Y,12-21-2015 00:00:00,superadmin,,
435,198,E,제조연대,2011년,,Y,12-21-2015 00:00:00,superadmin,,
436,198,E,제조사,㈜명도시스템,,Y,12-21-2015 00:00:00,superadmin,,
437,198,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
438,198,E,크기,200㎝×250㎝×320㎝,,Y,12-21-2015 00:00:00,superadmin,,
443,200,E,제조연대,2011년,,Y,12-21-2015 00:00:00,superadmin,,
444,200,E,제조사,㈜명도시스템,,Y,12-21-2015 00:00:00,superadmin,,
20,7,E,제조연대,1935년,,Y,12-21-2015 00:00:00,superadmin,,
21,7,E,국적,일본,,Y,12-21-2015 00:00:00,superadmin,,
22,7,E,재질,철제,,Y,12-21-2015 00:00:00,superadmin,,
23,7,E,크기,72㎝×42㎝,,Y,12-21-2015 00:00:00,superadmin,,
32,12,E,국적,이집트,,Y,12-21-2015 00:00:00,superadmin,,
33,12,E,재질,피모,,Y,12-21-2015 00:00:00,superadmin,,
38,17,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
48,22,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
49,22,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
60,27,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
71,32,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
72,32,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
84,37,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
85,37,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
94,42,E,제조연대,2008년,,Y,12-21-2015 00:00:00,superadmin,,
95,42,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
104,47,E,제조연대,2008년,,Y,12-21-2015 00:00:00,superadmin,,
105,47,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
114,52,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
115,52,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
124,57,E,제조연대,1980년,,Y,12-21-2015 00:00:00,superadmin,,
125,57,E,국적,일본,,Y,12-21-2015 00:00:00,superadmin,,
126,57,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
135,62,E,제조연대,1968년,,Y,12-21-2015 00:00:00,superadmin,,
136,62,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
137,62,E,재질,제지,,Y,12-21-2015 00:00:00,superadmin,,
138,62,E,크기,10㎝×14.5㎝,,Y,12-21-2015 00:00:00,superadmin,,
151,67,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
160,72,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
161,72,E,재질,철제,,Y,12-21-2015 00:00:00,superadmin,,
172,77,E,제조연대,1969년,,Y,12-21-2015 00:00:00,superadmin,,
173,77,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
174,77,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
175,77,E,크기,44㎝×38㎝,,Y,12-21-2015 00:00:00,superadmin,,
183,82,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
184,82,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
195,87,E,제조연대,1952년,,Y,12-21-2015 00:00:00,superadmin,,
196,87,E,국적,영국,,Y,12-21-2015 00:00:00,superadmin,,
197,87,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
198,87,E,크기,15㎝×74㎝,,Y,12-21-2015 00:00:00,superadmin,,
211,92,E,재질,철제,,Y,12-21-2015 00:00:00,superadmin,,
216,97,E,재질,철제,,Y,12-21-2015 00:00:00,superadmin,,
221,102,E,재질,기타,,Y,12-21-2015 00:00:00,superadmin,,
229,107,E,제조연대,1989년,,Y,12-21-2015 00:00:00,superadmin,,
230,107,E,국적,프랑스,,Y,12-21-2015 00:00:00,superadmin,,
231,107,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
232,107,E,크기,83㎝×98㎝×22㎝,,Y,12-21-2015 00:00:00,superadmin,,
249,112,E,제조연대,1787년,,Y,12-21-2015 00:00:00,superadmin,,
250,112,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
251,112,E,크기,72㎝×74㎝×16㎝,,Y,12-21-2015 00:00:00,superadmin,,
266,117,E,제조연대,1779년,,Y,12-21-2015 00:00:00,superadmin,,
267,117,E,국적,영국,,Y,12-21-2015 00:00:00,superadmin,,
268,117,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
269,117,E,크기,96㎝×85㎝×32㎝,,Y,12-21-2015 00:00:00,superadmin,,
280,122,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
281,122,E,재질,피모,,Y,12-21-2015 00:00:00,superadmin,,
290,127,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
291,127,E,재질,철제,,Y,12-21-2015 00:00:00,superadmin,,
300,132,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
301,132,E,재질,"목제, 철제",,Y,12-21-2015 00:00:00,superadmin,,
310,137,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
311,137,E,재질,목제,,Y,12-21-2015 00:00:00,superadmin,,
322,142,E,제조사,AMT,,Y,12-21-2015 00:00:00,superadmin,,
323,142,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
324,142,E,크기,4명 동시 탑승,,Y,12-21-2015 00:00:00,superadmin,,
325,142,E,용도/기능,속도 증가에 따른 중력 변화 체험,,Y,12-21-2015 00:00:00,superadmin,,
342,147,E,제조사,㈜미니로봇,,Y,12-21-2015 00:00:00,superadmin,,
343,147,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
344,147,E,크기,335㎜×200㎜×100㎜,,Y,12-21-2015 00:00:00,superadmin,,
345,147,E,용도/기능,댄스로봇 공연,,Y,12-21-2015 00:00:00,superadmin,,
361,152,E,학명,티라노사우루스 렉스,,Y,12-21-2015 00:00:00,superadmin,,
362,152,E,영명,Tyrannosaurus rex,,Y,12-21-2015 00:00:00,superadmin,,
363,152,E,과명,티라노사우루스과,,Y,12-21-2015 00:00:00,superadmin,,
364,152,E,목명,용반목 수각아목,,Y,12-21-2015 00:00:00,superadmin,,
365,152,E,크기,약12~13m(몸길이) ,,Y,12-21-2015 00:00:00,superadmin,,
376,157,E,재질,나무+금속형태 ,,Y,12-21-2015 00:00:00,superadmin,,
385,162,E,재질,나무+시트지,,Y,12-21-2015 00:00:00,superadmin,,
386,162,E,용도/기능,천문역사 교육,,Y,12-21-2015 00:00:00,superadmin,,
395,167,E,재질,나무+시트지,,Y,12-21-2015 00:00:00,superadmin,,
401,172,E,크기,13㎝×9.5㎝×6.5㎝,,Y,12-21-2015 00:00:00,superadmin,,
412,177,E,크기,20㎝×10c㎝×10㎝,,Y,12-21-2015 00:00:00,superadmin,,
413,177,E,용도/기능,관상용 전시물,,Y,12-21-2015 00:00:00,superadmin,,
421,182,E,용도/기능,관상용 전시물,,Y,12-21-2015 00:00:00,superadmin,,
431,197,E,제조연대,2011년,,Y,12-21-2015 00:00:00,superadmin,,
432,197,E,제조사,㈜명도시스템,,Y,12-21-2015 00:00:00,superadmin,,
433,197,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
434,197,E,크기,250㎝×30㎝×240㎝,,Y,12-21-2015 00:00:00,superadmin,,
445,200,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
446,200,E,크기,220㎝×90㎝×80㎝,,Y,12-21-2015 00:00:00,superadmin,,
447,201,E,제조연대,2011년,,Y,12-21-2015 00:00:00,superadmin,,
448,201,E,제조사,㈜명도시스템,,Y,12-21-2015 00:00:00,superadmin,,
449,201,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
450,201,E,크기,240㎝×80㎝×190㎝,,Y,12-21-2015 00:00:00,superadmin,,
451,202,E,제조연대,2011년,,Y,12-21-2015 00:00:00,superadmin,,
452,202,E,제조사,㈜명도시스템,,Y,12-21-2015 00:00:00,superadmin,,
453,202,E,국적,한국,,Y,12-21-2015 00:00:00,superadmin,,
454,202,E,크기,240㎝×80㎝×190㎝,,Y,12-21-2015 00:00:00,superadmin,,
455,203,E,제조연대,2011년,,Y,12-21-2015 00:00:00,superadmin,,
456,203,E,제조사,㈜명도시스템,,Y,12-21-2015 00:00:00,superadmin,,
