DETAIL_ID,EXHIBIT_ID,TYPE,NAME,VALUE,SUB_VALUE,OPEN_YN,REG_DT,REG_ID,UP_DT,UP_ID
"17,471","2,558",E,학명,Mugil cephalus Linnaeus,,Y,11-25-2016 11:15:44,scicenter,,
"17,472","2,558",E,영명,Striped mullet,,Y,11-25-2016 11:15:44,scicenter,,
"17,473","2,558",E,방언,"모치(작은놈), 모갱이",,Y,11-25-2016 11:15:44,scicenter,,
"17,474","2,558",E,분포,"우리 나라 전 연안·강의 하구, 전 세계적",,Y,11-25-2016 11:15:44,scicenter,,
"8,096","1,977",E,크기,5~18㎝,,Y,12-21-2015 00:00:00,superadmin,,
"8,097","1,977",E,용도/기능,콩단백 가공식품,,Y,12-21-2015 00:00:00,superadmin,,
"17,242","2,278",E,영명,Scope,,Y,11-22-2016 17:26:26,scicenter,,
"17,243","2,277",E,국적,한국,,Y,11-22-2016 17:26:57,scicenter,,
"14,268",465,E,채집일,41638,,,10-25-2016 10:46:59,scicenter,,
"14,269",465,E,채집지,전북 완주군,,Y,10-25-2016 10:46:59,scicenter,,
"14,270",464,E,학명,hydrilla verticllata,,Y,10-25-2016 10:47:07,scicenter,,
"14,271",464,E,과명,자라풀과,,Y,10-25-2016 10:47:07,scicenter,,
"14,272",464,E,목명,소생식물목,,Y,10-25-2016 10:47:07,scicenter,,
"14,273",464,E,채집일,41638,,,10-25-2016 10:47:07,scicenter,,
"14,274",464,E,채집지,전북 완주군,,Y,10-25-2016 10:47:07,scicenter,,
"14,275",463,E,학명,nupher subintegerrimin,,Y,10-25-2016 10:47:14,scicenter,,
"14,276",463,E,과명,수련과,,Y,10-25-2016 10:47:14,scicenter,,
"11,077","2,321",E,크기,170cmX360cmX210cm,,Y,09-09-2016 15:39:09,child,,
