기간,품목명,국가명,수출중량(톤),수출금액(천불),수입중량(톤),수입금액(천불)
2021,석회석류,파키스탄,0,0,26,5
2021,석회석류,포르투갈,0,0,0,0
2021,석회석류,프 랑 스,0,0,27,15
2021,석회석류,필 리 핀,27,6,154766,4066
2021,석회석류,헝가리,,,,
2021,석회석류,호 주,2,35,0,0
2021,석회석류,홍콩,7,1,0,0
2022,석회석류,과테말라,,,,
2022,석회석류,그 리 스,0,0,963,1123
2022,석회석류,남아프리카공화국,0,0,0,0
2022,석회석류,네덜란드,0,2,0,0
2022,석회석류,노르웨이,0,0,1099,253
2022,석회석류,뉴질랜드,,,,
2022,석회석류,대 만,,,,
2022,석회석류,독 일,0,4,237,107
2022,석회석류,레바논,0,0,0,0
2022,석회석류,말레이시아,0,0,0,0
2022,석회석류,멕시코,,,,
2022,석회석류,모 로 코,,,,
2022,석회석류,모잠비크,0,0,0,0
2022,석회석류,몽 골,33,4,0,0
2022,석회석류,미 국,48,32,1001,498
2022,석회석류,미얀마,,,,
2022,석회석류,방글라데시,0,2,0,0
2022,석회석류,베 트 남,93,32,615420,18551
2022,석회석류,브 라 질,,,,
2022,석회석류,스 웨 덴,0,0,0,0
2022,석회석류,스위스,1,2,0,0
2022,석회석류,스 페 인,0,0,11,2
2022,석회석류,싱가포르,0,1,0,0
2022,석회석류,UAE,0,0,0,0
2022,석회석류,영 국,0,0,14,17
2022,석회석류,오 만,0,0,336,200
2022,석회석류,우즈베키스탄,85,10,0,0
2022,석회석류,이 라 크,0,1,0,0
2022,석회석류,이 란,0,0,124,26
2022,석회석류,이 집 트,,,,
2022,석회석류,이탈리아,0,0,1536,475
2022,석회석류,인 도,0,0,0,0
2022,석회석류,인도네시아,67,42,0,0
2022,석회석류,일 본,301731,7067,1503042,37284
2022,석회석류,중 국,5302,633,10055,2381
2022,석회석류,캄보디아,,,,
2022,석회석류,캐 나 다,0,0,0,0
2022,석회석류,태 국,0,0,17,11
2022,석회석류,튀니지,0,0,21,6
2022,석회석류,튀르키예,6,4,0,0
2022,석회석류,파키스탄,0,0,411,57
2022,석회석류,포르투갈,,,,
2022,석회석류,프 랑 스,0,0,315,112
2022,석회석류,필 리 핀,34,5,0,0
2022,석회석류,헝가리,34,12,0,0
2022,석회석류,호 주,0,0,0,0
2022,석회석류,홍콩,0,0,0,0
2021,규석,남아프리카공화국,,,,
2021,규석,네덜란드,0,0,1006,250
2021,규석,뉴질랜드,,,,
2021,규석,대 만,31,19,881,754
2021,규석,덴마크,,,,
2021,규석,독 일,0,0,987,364
2021,규석,러시아연방,0,0,3,6
2021,규석,마다가스카르,,,,
2021,규석,말레이시아,0,0,0,0
2021,규석,몽,,,,
2021,규석,미 국,19942,7874,27,43
2021,규석,베 트 남,92,43,440,70
2021,규석,벨 기 에,0,0,1827,478
2021,규석,브라질,,,,
2021,규석,사우디아라비아,0,0,0,0
2021,규석,스리랑카,0,0,1145,262
2021,규석,스위스,,,,
2021,규석,스페인,,,,
2021,규석,싱가포르,0,0,0,0
2021,규석,영 국,0,0,0,1
2021,규석,우크라이나,0,0,0,0
2021,규석,이집트,,,,
2021,규석,이탈리아,0,0,0,1
2021,규석,인 도,0,0,57865,6755
2021,규석,인도네시아,0,0,1,1
2021,규석,일 본,2109,152,34,63
2021,규석,중 국,3433,2101,81945,25777
2021,규석,체코공화국,,,,
2021,규석,캐 나 다,0,0,0,0
2021,규석,태 국,1560,497,0,0
2021,규석,튀르키예,4,2,5340,1304
2021,규석,파키스탄,0,0,384,39
2021,규석,페루,,,,
2021,규석,프랑스,0,1,0,1
2021,규석,필리핀,,,,
2021,규석,헝가리,,,,
2021,규석,호 주,0,2,0,0
2021,규석,홍 콩,0,0,0,0
2022,규석,남아프리카공화국,0,0,0,0
2022,규석,네덜란드,0,2,684,169
2022,규석,뉴질랜드,0,1,0,0
2022,규석,대 만,39,26,887,757
2022,규석,덴마크,0,0,0,1
2022,규석,독 일,0,0,1519,522
2022,규석,러시아연방,,,,
2022,규석,마다가스카르,0,0,0,0
2022,규석,말레이시아,0,1,0,0
2022,규석,몽골,0,0,0,0
2022,규석,미 국,4598,1850,75,586
2022,규석,베 트 남,241,141,144,28
2022,규석,벨 기 에,0,0,3853,892
2022,규석,브라질,0,0,0,0
2022,규석,사우디아라비아,,,,
2022,규석,스리랑카,0,0,1660,416
2022,규석,스위스,0,1,0,0
2022,규석,스페인,0,0,0,0
2022,규석,싱가포르,13,7,0,0
2022,규석,영 국,0,0,0,2
2022,규석,우크라이나,,,,
2022,규석,이집트,0,0,0,0
2022,규석,이탈리아,1,0,50,7
2022,규석,인 도,0,0,58467,7854
2022,규석,인도네시아,0,1,0,0
2022,규석,일 본,7057,281,25,61
2022,규석,중 국,1997,1391,16986,4416
2022,규석,체코공화국,48,16,0,0
2022,규석,캐 나 다,0,0,0,0
2022,규석,태 국,1555,527,20,14
2022,규석,튀르키예,1,2,9360,2372
2022,규석,파키스탄,0,0,1255,125
2022,규석,페루,0,0,0,0
2022,규석,프랑스,0,3,0,0
2022,규석,필리핀,7678,253,0,0
2022,규석,헝가리,3,1,0,0
2022,규석,호 주,,,,
2022,규석,홍 콩,0,0,0,0
2021,마그네사이트,그리스,0,0,659,591
2021,마그네사이트,네덜란드,0,0,35,40
2021,마그네사이트,대 만,287,189,0,0
2021,마그네사이트,독 일,10,43,138,847
2021,마그네사이트,러시아연방,0,17,14,25
2021,마그네사이트,말레이시아,112,145,0,0
2021,마그네사이트,멕시코,7,26,0,0
2021,마그네사이트,미 국,1,17,669,1225
2021,마그네사이트,베트남,75,128,3,4
2021,마그네사이트,불가리아,0,0,0,4
2021,마그네사이트,브라질,,,,
2021,마그네사이트,사우디아라비아,0,0,262,162
2021,마그네사이트,사이프러스,,,,
2021,마그네사이트,스위스,0,0,0,0
2021,마그네사이트,스페인,0,0,0,9
2021,마그네사이트,싱가포르,1,10,0,0
2021,마그네사이트,UAE,5,13,0,0
2021,마그네사이트,영 국,0,0,61,151
2021,마그네사이트,오스트리아,0,0,0,0
2021,마그네사이트,이스라엘,0,0,456,998
2021,마그네사이트,이집트,,,,
2021,마그네사이트,이탈리아,0,0,7,12
2021,마그네사이트,인 도,27,46,46,147
2021,마그네사이트,인도네시아,177,218,0,0
2021,마그네사이트,일 본,60,44,8403,9922
2021,마그네사이트,중 국,58,158,237674,98537
2021,마그네사이트,체코공화국,0,0,0,0
2021,마그네사이트,쿠웨이트,,,,
2021,마그네사이트,태 국,0,0,0,0
2021,마그네사이트,튀르키예,0,0,80,45
2021,마그네사이트,파키스탄,0,0,0,0
2021,마그네사이트,폴란드,0,0,0,0
2021,마그네사이트,프랑스,0,0,46,104
2021,마그네사이트,필리핀,0,0,0,0
2021,마그네사이트,헝가리,2,3,0,0
2021,마그네사이트,호주,,,,
2021,마그네사이트,홍 콩,2,4,0,0
2022,마그네사이트,그리스,0,0,586,578
2022,마그네사이트,네덜란드,0,0,481,400
2022,마그네사이트,대 만,365,208,0,0
2022,마그네사이트,독 일,0,1,72,571
2022,마그네사이트,러시아연방,11,84,0,0
2022,마그네사이트,말레이시아,10,72,0,0
2022,마그네사이트,멕시코,0,0,0,0
2022,마그네사이트,미 국,17,39,462,1042
2022,마그네사이트,베트남,92,164,0,1
2022,마그네사이트,불가리아,0,0,0,0
2022,마그네사이트,브라질,0,0,0,0
2022,마그네사이트,사우디아라비아,0,0,225,197
2022,마그네사이트,사이프러스,0,0,0,0
2022,마그네사이트,스위스,,,,
2022,마그네사이트,스페인,0,0,1,6
2022,마그네사이트,싱가포르,0,7,0,0
2022,마그네사이트,UAE,22,89,0,0
2022,마그네사이트,영 국,0,0,83,244
2022,마그네사이트,오스트리아,,,,
2022,마그네사이트,이스라엘,0,0,326,786
2022,마그네사이트,이집트,0,0,0,0
2022,마그네사이트,이탈리아,0,0,21,45
2022,마그네사이트,인 도,6,16,9,63
2022,마그네사이트,인도네시아,116,153,0,0
2022,마그네사이트,일 본,0,0,8174,8655
2022,마그네사이트,중 국,34,79,197682,80875
2022,마그네사이트,체코공화국,0,0,0,0
2022,마그네사이트,쿠웨이트,0,0,0,0
2022,마그네사이트,태 국,,,,
2022,마그네사이트,튀르키예,0,0,120,90
2022,마그네사이트,파키스탄,,,,
2022,마그네사이트,폴란드,,,,
2022,마그네사이트,프랑스,0,0,32,148
2022,마그네사이트,필리핀,,,,
2022,마그네사이트,헝가리,0,1,0,0
2022,마그네사이트,호주,0,0,0,0
2022,마그네사이트,홍 콩,1,1,0,0
2021,무연탄,남아프리카공화국,,,,
2021,무연탄,대만,55,44,0,0
2021,무연탄,러시아연방,0,0,2617288,362847
2021,무연탄,말레이시아,34,20,0,0
2021,무연탄,멕시코,5,4,0,0
2021,무연탄,미국,,,,
2021,무연탄,미얀마,214,52,0,0
2021,무연탄,베 트 남,4,14,208280,35267
2021,무연탄,UAE,13,3,0,0
2021,무연탄,영국,,,,
2021,무연탄,인도네시아,10,30,0,0
2021,무연탄,일본,0,0,0,1
2021,무연탄,중 국,0,0,67040,14460
2021,무연탄,체코공화국,,,,
2021,무연탄,캐나다,,,,
2021,무연탄,태 국,2,2,0,0
2021,무연탄,페루,0,0,91680,8077
2021,무연탄,필 리 핀,92,38,0,0
2021,무연탄,호 주,0,0,3490636,468574
2022,무연탄,남아프리카공화국,0,0,0,0
2022,무연탄,대만,,,,
2022,무연탄,러시아연방,0,0,2107356,643188
2022,무연탄,말레이시아,44,35,0,0
2022,무연탄,멕시코,3,4,0,0
2022,무연탄,미국,0,0,0,0
2022,무연탄,미얀마,92,37,0,0
2022,무연탄,베 트 남,11,9,133510,52308
2022,무연탄,UAE,,,,
2022,무연탄,영국,0,0,0,0
2022,무연탄,인도네시아,50,65,0,1
2022,무연탄,일본,,,,
2022,무연탄,중 국,0,0,167591,60433
2022,무연탄,체코공화국,34,27,0,0
2022,무연탄,캐나다,0,0,0,0
2022,무연탄,태 국,,,,
2022,무연탄,페루,0,0,191089,59128
2022,무연탄,필 리 핀,140,74,0,0
2022,무연탄,호 주,0,0,2784568,845991
2021,유연탄,남아프리카공화국,0,0,2872362,358967
2021,유연탄,네덜란드,0,0,0,0
2021,유연탄,뉴질랜드,0,0,330077,45819
2021,유연탄,덴마크,0,0,152289,12394
2021,유연탄,러시아연방,0,0,19336265,2203388
2021,유연탄,말레이시아,,,,
2021,유연탄,모잠비크,0,0,1263719,222633
2021,유연탄,몽골,0,0,0,0
2021,유연탄,미 국,0,0,3035614,304217
2021,유연탄,브라질,,,,
2021,유연탄,사우디아라비아,,,,
2021,유연탄,스위스,,,,
2021,유연탄,싱가포르,0,0,0,0
2021,유연탄,UAE,,,,
2021,유연탄,에스토니아,,,,
2021,유연탄,영국,0,0,0,0
2021,유연탄,인도,0,0,85948,5584
2021,유연탄,인도네시아,0,0,18919109,1514197
2021,유연탄,일본,0,0,0,0
2021,유연탄,중국,0,0,248442,41740
2021,유연탄,카자흐스탄,,,,
2021,유연탄,캐나다,0,0,9991706,1172955
2021,유연탄,콜롬비아,0,0,2793417,285969
2021,유연탄,튀르키예,0,0,0,0
2021,유연탄,페루,,,,
2021,유연탄,필리핀,0,0,380506,26734
2021,유연탄,호주,0,0,57696256,7290879
2022,유연탄,남아프리카공화국,0,0,6055282,1344575
2022,유연탄,네덜란드,0,0,0,0
2022,유연탄,뉴질랜드,0,0,266863,83844
2022,유연탄,덴마크,,,,
2022,유연탄,러시아연방,0,0,24389921,5044346
2022,유연탄,말레이시아,0,0,0,0
2022,유연탄,모잠비크,0,0,1591823,548024
2022,유연탄,몽골,,,,
2022,유연탄,미 국,0,0,4612012,881128
2022,유연탄,브라질,0,0,0,2
2022,유연탄,사우디아라비아,0,0,80000,16740
2022,유연탄,스위스,0,0,79148,20548
2022,유연탄,싱가포르,0,0,61750,16303
2022,유연탄,UAE,0,0,37526,8669
2022,유연탄,에스토니아,0,0,0,0
2022,유연탄,영국,0,0,0,0
2022,유연탄,인도,,,,
2022,유연탄,인도네시아,0,0,24616912,3240179
2022,유연탄,일본,,,,
2022,유연탄,중국,0,0,353901,109612
2022,유연탄,카자흐스탄,0,0,0,0
2022,유연탄,캐나다,0,0,8627632,2623922
2022,유연탄,콜롬비아,0,0,1750612,404802
2022,유연탄,튀르키예,,,,
2022,유연탄,페루,0,0,0,1
2022,유연탄,필리핀,0,0,2028751,283954
2022,유연탄,호주,0,0,43199502,11603948
2021,갈탄,미국,0,0,0,0
2021,갈탄,인도,0,0,1,0
2021,갈탄,인도네시아,,,,
2021,갈탄,중국,,,,
2021,갈탄,캐나다,0,0,0,0
2021,갈탄,호주,0,0,25,26
2022,갈탄,미국,0,0,23,14
2022,갈탄,인도,,,,
2022,갈탄,인도네시아,0,0,0,0
2022,갈탄,중국,0,0,20,5
2022,갈탄,캐나다,0,0,63,45
2022,갈탄,호주,,,,
2021,토탄,그리스,0,0,43,22
2021,토탄,네덜란드,0,0,6561,2073
2021,토탄,네팔,0,0,0,0
2021,토탄,덴마크,0,0,21,11
2021,토탄,독일,0,0,3109,792
2021,토탄,라트비아,0,0,64260,15832
2021,토탄,러시아연방,0,0,26674,2430
2021,토탄,리투아니아,0,0,4454,1292
2021,토탄,말레이시아,,,,
2021,토탄,몽골,,,,
2021,토탄,미국,0,0,43,43
2021,토탄,미얀마,18,9,0,0
2021,토탄,베트남,1,0,0,0
2021,토탄,벨기에,0,0,1033,378
2021,토탄,벨라루스,,,,
2021,토탄,스리랑카,0,0,0,0
2021,토탄,스웨덴,,,,
2021,토탄,싱가포르,,,,
2021,토탄,UAE,0,0,0,0
2021,토탄,아일랜드,,,,
2021,토탄,에스토니아,0,0,8095,1889
2021,토탄,우크라이나,0,0,25,5
2021,토탄,이탈리아,0,0,25,16
2021,토탄,인도,19,2,0,0
2021,토탄,인도네시아,,,,
2021,토탄,일본,20,73,0,0
2021,토탄,중국,0,0,100,21
2021,토탄,캐나다,0,0,3364,1421
2021,토탄,폴란드,0,0,747,253
2021,토탄,프랑스,,,,
2021,토탄,핀란드,0,0,0,0
2021,토탄,호주,0,0,26500,2279
2022,토탄,그리스,0,0,24,10
2022,토탄,네덜란드,0,0,4842,1630
2022,토탄,네팔,,,0,0
2022,토탄,덴마크,0,0,19,7
2022,토탄,독일,0,0,663,187
2022,토탄,라트비아,0,0,56607,13998
2022,토탄,러시아연방,0,0,27100,2543
2022,토탄,리투아니아,0,0,6136,1962
2022,토탄,말레이시아,0,0,0,0
2022,토탄,몽골,5,8,0,0
2022,토탄,미국,0,0,34,46
2022,토탄,미얀마,,,,
2022,토탄,베트남,1,0,0,0
2022,토탄,벨기에,0,0,1643,556
2022,토탄,벨라루스,0,0,20,2
2022,토탄,스리랑카,,,,
2022,토탄,스웨덴,0,0,130,114
2022,토탄,싱가포르,2,0,0,0
2022,토탄,UAE,,,,
2022,토탄,아일랜드,0,0,0,0
2022,토탄,에스토니아,0,0,6745,1679
2022,토탄,우크라이나,,,,
2022,토탄,이탈리아,0,0,18,10
2022,토탄,인도,,,,
2022,토탄,인도네시아,7,6,0,0
2022,토탄,일본,7,26,2,36
2022,토탄,중국,0,0,1000,281
2022,토탄,캐나다,0,0,2891,1671
2022,토탄,폴란드,0,0,2310,592
2022,토탄,프랑스,0,0,0,0
2022,토탄,핀란드,0,0,0,0
2022,토탄,호주,,,,
2023,동,칠레,520.319,3326.336,646290.711,2740334.911
2023,동,인도네시아,5738,45709.225,431319.338,1373323.8
2023,동,호주,7276.034,67480.041,324327.66,1131833.068
2023,동,페루,5.638,55.736,323122.126,795706.863
2023,동,일본,18241.085,175212.628,46007.117,676050.117
2023,동,콩고민주공화국,0,0,75810.762,641362.869
2023,동,중국,1039044.148,4234584.589,79644.245,638777.285
2023,동,캐나다,638.215,7515.997,176424.075,623451.323
2023,동,미국,48131.316,600848.348,50461.096,434647.862
2023,동,필리핀,26238.767,234395.005,76734.294,407108.181
2023,동,멕시코,757.026,8590.114,75752.122,335494.362
2023,동,파나마,0.357,2.635,123503.945,283388.187
2023,동,대만,15209.508,203920.102,32089.649,271115.362
2023,동,아랍에미리트,2315.15,25204.389,80850.137,221317.323
2023,동,사우디아라비아,3310.647,34693.581,24659.228,197782.299
2023,동,말레이시아,45565.952,258901.152,25747.63,191635.398
2023,동,태국,34478.225,149324.19,21534.988,162563.381
2023,동,베트남,31147.434,361532.677,16590.534,144931.359
2023,동,몬테네그로,0,0,94379.33,141921.207
2023,동,남아프리카공화국,1772.626,18310.401,34423.638,137955.257
2023,동,독일,548.296,12034.368,11148.419,116539.559
2023,동,나미비아,0,0,34223.48,115919.853
2023,동,이스라엘,12.802,252.141,10316.944,80277.382
2023,동,싱가포르,6597.623,57584.317,12800.6,76313.916
2023,동,크로아티아,0,0.101,44845.919,66397.596
2023,동,나이지리아,12.501,209.173,7255.1,55241.899
2023,동,탄자니아,0.334,3.988,12582.497,51927.317
2023,동,인도,16637.814,131552.36,15771.802,50622.893
2023,동,홍콩,4270.602,80020.912,7873.562,42348.624
2023,동,잠비아,0,0,5164.756,39010.519
2023,동,불가리아,24.774,229.435,4208.822,37022.361
2023,동,영국,2810.876,27163.316,4264.463,36084.144
2023,동,루마니아,0.932,72.264,22914.611,35982.583
2023,동,콜롬비아,284.3,2784.954,4229.228,33488.166
2023,동,푸에르토리코,0,0,3805.471,30030.15
2023,동,브라질,436.071,4942.644,9409.844,26010.392
2023,동,예멘,0,0,3130.359,23633.159
2023,동,벨기에,70.576,1065.298,2627.951,22013.296
2023,동,도미니카공화국,4.22,45.715,2748.655,21613.185
2023,동,에콰도르,21.139,206.356,2704.256,21452.431
2023,동,케냐,0.975,2.036,2563.47,20043.163
2023,동,레바논,71.329,699.454,2355.54,18066.673
2023,동,룩셈부르크,14.634,247.544,1010.839,18019.894
2023,동,토고,0,0,2383.83,17977.122
2023,동,튀니지,0.06,13.065,2277.071,17799.293
2023,동,방글라데시,862.767,7389.329,1952.519,15493.722
2023,동,이탈리아,3129.054,23891.413,1600.52,14820.944
2023,동,스웨덴,786.881,14830.494,3101.193,13841.081
2023,동,세네갈,2.051,14.17,1761.47,13509.24
2023,동,폴란드,8505.312,114216.548,3503.073,13373.228
2023,동,요르단,142.843,1503.186,1666.634,12887.253
2023,동,모로코,196.76,2351.317,1581.06,12062.812
2023,동,프랑스,2261.667,30824.36,740.217,9209.223
2023,동,그리스,236.827,1942.363,1010.262,8023.214
2023,동,니카라과,0,0,954.397,7502.656
2023,동,세르비아,1.019,22.469,5060.102,7342.991
2023,동,스페인,3014.131,26840.13,1061.847,7007.742
2023,동,튀르키예공화국,2591.809,35469.083,697.212,6955.111
2023,동,과테말라,0.02,1.227,814.248,6476.91
2023,동,가나,1.366,13.214,775.2,6230.291
2023,동,뉴질랜드,790.629,7582.156,760.95,5919.021
2023,동,수단,0,0,756.27,5818.891
2023,동,모리타니아,0,0,730.25,5716.063
2023,동,볼리비아,0.279,5.068,2831.008,5573.135
2023,동,아르헨티나,9.099,85.36,1512.739,5464.809
2023,동,라이베리아,0.175,1.33,683.63,5347.041
2023,동,코스타리카,0.065,1.246,683.231,5261.219
2023,동,온두라스,0.009,0.06,659.62,5240.071
2023,동,파라과이,0.001,0.036,639.847,4930.774
2023,동,바레인,31.886,329.265,566.273,4562.156
2023,동,쿠바,0,0,529.66,4113.154
2023,동,코트디부아르,0.411,3.154,521.195,4038.797
2023,동,콩고,0.09,0.832,483.955,3805.684
2023,동,파키스탄,49.073,231.069,465.82,3572.28
2023,동,네덜란드,923.09,12588.223,434.421,3181.101
2023,동,핀란드,0.338,29.836,275.089,3148.268
2023,동,오스트리아,350.841,4965.34,295.821,3147.236
2023,동,엘살바도르,1.189,30.551,354.56,2796.114
2023,동,스위스,247.194,3844.415,21.416,2789.608
2023,동,카메룬,0,0,347.865,2659.168
2023,동,사이프러스,0,0,279.296,2278.125
2023,동,포르투갈,409.842,5196.14,293.711,2124.929
2023,동,모잠비크,17.749,174.808,472.549,1748.431
2023,동,파푸아뉴기니,0,0,214.836,1711.92
2023,동,감비아,0.175,1.981,219.71,1690.558
2023,동,기니,0.22,25.331,201.4,1566.918
2023,동,슬로베니아,3832.191,52673.464,103.139,1526.873
2023,동,도미니카연방,0,0,505.96,1305.807
2023,동,쿠웨이트,238.356,2476.438,160.99,1092.544
2023,동,아이티,0,0,137.826,1092.401
2023,동,자메이카,0,0,135.64,1050.825
2023,동,수리남,0,0,128.965,1012.624
2023,동,괌,36.539,561.823,182.531,928.999
2023,동,조지아,0,0,118.632,915.099
2023,동,베네수엘라,0,0,106.828,836.495
2023,동,피지,842.029,7339.584,115.955,789.458
2023,동,몽골,1.601,13.216,80.126,659.792
2023,동,소말리아,0,0,80.96,646.758
2023,동,노르웨이,20.657,198.319,213.289,494.016
2023,동,시에라리온,0.133,1.891,61.51,482.947
2024,동,칠레,706.448,6097.076,759885.936,2962479.85
2024,동,인도네시아,6513.07,57261.221,288457.958,1143294.141
2024,동,콩고민주공화국,18.787,215.612,102362.299,938585.185
2024,동,호주,6770.698,62753.052,146188.065,790379.896
2024,동,중국,649257.789,3334613.557,86658.254,756169.734
2024,동,캐나다,592.545,6572.357,189120.616,742800.883
2024,동,일본,19680.426,188126.918,46116.751,706674.804
2024,동,페루,20.087,203.085,260881.505,681310.541
2024,동,미국,45122.549,579066.445,46656.75,421284.397
2024,동,필리핀,29245.157,278609.801,50969.567,375692.092
2024,동,멕시코,1284.721,14408.282,64364.777,309934.767
2024,동,대만,34603.75,401253.033,30221.773,276921.212
2024,동,아랍에미리트,1703.733,21257.991,95818.169,257306.014
2024,동,태국,40617.025,170336.27,24736.467,186736.707
2024,동,사우디아라비아,3238.239,37591.165,18922.002,163928.597
2024,동,말레이시아,37571.138,183430.586,18448.335,146645.319
2024,동,파푸아뉴기니,0,0.015,39000.819,145050.412
2024,동,베트남,36592.625,439086.009,15200.044,143276.221
2024,동,싱가포르,1775.786,16037.079,17205.905,111878.184
2024,동,독일,996.792,20440.929,9246.41,100508.871
2024,동,몬테네그로,0,0,64839.654,94695.249
2024,동,콜롬비아,1269.368,12618.615,8562.906,74054.111
2024,동,인도,19288.882,160261.023,13528.06,67268.128
2024,동,영국,2579.403,26620.961,6404.388,57448.958
2024,동,나이지리아,25.042,486.585,6083.068,51184.238
2024,동,이스라엘,7.554,663.811,5161.556,43130.414
2024,동,홍콩,4350.086,78895.08,7585.715,40549.949
2024,동,불가리아,0.569,15.406,11565.075,34189.445
2024,동,세르비아,1.688,32.77,22244.682,32987.872
2024,동,폴란드,1431.266,17679.649,4394.522,32497.322
2024,동,푸에르토리코,0.186,13.057,3551.045,30103.42
2024,동,나미비아,0,0,11205.169,30013.556
2024,동,룩셈부르크,34.803,677.056,1412.62,26918.126
2024,동,요르단,263.442,2934.003,3020.095,25193.886
2024,동,예멘,0,0,2889.695,23925.925
2024,동,스페인,2158.411,26381.971,3100.417,23479.14
2024,동,에콰도르,107.16,1065.17,3330.078,21807.399
2024,동,튀니지,1.285,43.932,2465.135,20192.519
2024,동,도미니카공화국,0.002,0.203,2260.24,19055.153
2024,동,남아프리카공화국,1407.344,13431.353,2034.994,17944.571
2024,동,프랑스,2018.051,25890.677,2845.914,17609.775
2024,동,파나마,238.729,2255.608,1871.122,15840.104
2024,동,토고,0,0,1910.603,15039.61
2024,동,레바논,154.677,1574.732,1787.001,14531.151
2024,동,탄자니아,0.116,7.317,3474.654,14160.324
2024,동,카메룬,12.114,118.165,1679.44,14092.616
2024,동,잠비아,0,0,1917.206,14055.529
2024,동,이탈리아,1817.703,18715.181,1126,13014.83
2024,동,과테말라,0.429,12.383,1500.194,12904.225
2024,동,크로아티아,132.844,1526.631,6685.501,10720.111
2024,동,슬로베니아,2482.992,34494.054,5353.568,9700.087
2024,동,니카라과,0,0,1107.658,9484.322
2024,동,케냐,0.419,16.465,1019.62,8759.58
2024,동,세네갈,2.444,8.613,1003.435,8200.949
2024,동,코트디부아르,9.1,100.056,1114.195,8004.154
2024,동,뉴질랜드,788.127,8146.993,940.702,7752.728
2024,동,가나,1.731,30.043,843.325,7365.352
2024,동,조지아,2.558,103.918,4509.06,7271.201
2024,동,트리니다드토바고,0,0,866.015,6721.372
2024,동,포르투갈,429.039,4135.31,823.116,6192.74
2024,동,온두라스,0.017,0.117,670.533,5806.685
2024,동,루마니아,1.635,145.041,3288.937,5614.571
2024,동,스웨덴,1026.47,19835.445,874.71,5600.003
2024,동,바레인,182.814,2007.772,572.535,5306.667
2024,동,코스타리카,12.205,116.987,588.633,4953.449
2024,동,아르헨티나,6.475,82.217,1084.072,4945.21
2024,동,모리타니아,0,0,513.65,4167.696
2024,동,방글라데시,630.612,5605.905,514.226,4048.395
2024,동,벨기에,74.329,943.327,491.417,4036.649
2024,동,도미니카연방,0.222,4.3,1375.723,3771.638
2024,동,쿠바,0,0,405.515,3490.015
2024,동,네덜란드,675.426,9218.281,449.276,3455.313
2024,동,튀르키예공화국,4233.1,44491.42,931.135,3221.07
2024,동,핀란드,0.509,72.159,268.877,3150.438
2024,동,사이프러스,0.002,0.724,328.633,2884.931
2024,동,스위스,290.715,4582.056,15.925,2852.633
2024,동,엘살바도르,1.513,37.338,329.24,2676.432
2024,동,감비아,0,0,303.78,2459.9
2024,동,소말리아,0.085,0.765,268.85,2353.966
2024,동,수단,0,0,268.407,2175.852
2024,동,오스트리아,659.62,8790.734,116.816,2122.664
2024,동,파키스탄,74.617,137.261,310.809,2028.031
2024,동,라이베리아,0.173,2.073,247.88,1998.216
2024,동,그리스,158.671,1384.223,223.963,1880.747
2024,동,파라과이,0,0.017,225.634,1879.261
2024,동,시에라리온,0.198,2.563,181.66,1573.988
2024,동,모로코,225.205,3210.36,182.317,1364.028
2024,동,기니,2.618,29.451,137.14,1240.615
2024,동,노르웨이,40.585,570.537,352.597,1120.685
2024,동,콩고,0,0,114.58,1017.901
2024,동,괌,26.299,424.977,144.1,936.856
2024,동,브라질,502.204,6151.917,97.493,838.288
2024,동,피지,880.131,8269.47,121.479,720.112
2024,동,아제르바이잔,0.001,0.095,67.385,705.228
2024,동,볼리비아,0.203,4.719,78.35,693.231
2024,동,쿠웨이트,248.62,2736.555,84.09,582.284
2024,동,헝가리,5295.397,66534.565,60.624,453.891
2024,동,마셜제도,0,0,72.61,422.694
2024,동,수리남,0,0,48.42,395.36
2024,동,캄보디아,0.053,5.936,68.19,394.713
2023,리튬,중국,122190.218,5281821.702,418444.823,15773343.11
2023,리튬,칠레,12.585,526.807,65637.352,3168127.501
2023,리튬,미국,153699.28,5958622.515,6145.554,203880.198
2023,리튬,일본,37004.756,394282.63,4834.695,141651.153
2023,리튬,아르헨티나,0.298,20.479,2701.323,121101.008
2023,리튬,폴란드,49019.464,2223800.941,2408.87,102098.17
2023,리튬,호주,1009.479,41587.598,18355.761,62187.123
2023,리튬,베트남,3126.591,240332.272,1007.142,56154.049
2023,리튬,영국,944.45,36201.361,1229.728,45855.731
2023,리튬,러시아,372.235,24928.816,13726.02,44081.951
2023,리튬,헝가리,76637.288,3629771.686,3667.284,35754.689
2023,리튬,독일,15276.417,649397.877,492.616,21877.366
2023,리튬,인도네시아,1048.692,19063.524,1211.292,15165.96
2023,리튬,말레이시아,9359.018,441139.176,1335.737,13489.185
2023,리튬,슬로베니아,2597.37,109677.047,251.509,8923.963
2023,리튬,대만,6934.273,245863.295,141.635,8237.57
2023,리튬,남아프리카공화국,2.452,161.048,17317.628,7007.247
2023,리튬,벨기에,9668.028,285889.677,123.897,3918.973
2023,리튬,프랑스,1574.962,69536.693,191.04,2530.42
2023,리튬,싱가포르,673.314,25640.005,93.776,1773.843
2023,리튬,스웨덴,597.641,19823.847,24.947,1035.917
2023,리튬,홍콩,441.057,16948.511,6.127,793.807
2023,리튬,네덜란드,297.461,16281.602,5.954,751.226
