보고서종류,작성연도,보고서명,광산명,광종,소재지,광업지적,보고서번호
시추결과,2012,유니온노현(석회석)광산시추결과보고서,유니온노현,석회석,충청북도청원군문의면노현리,미원_130,12시-023
시추결과,2012,우전(석회석)광산시추결과보고서,우전,석회석,"강원도정선군북면,강원도정선군임계면",임계_142,12시-022
시추결과,2012,우룡(석회석)광산시추결과보고서,우룡,석회석,강원도영월군북면,"영월_003,영월_004,영월_005,영월_014",12시-021
시추결과,2012,오미아상동(석회석)광산시추결과보고서,오미아상동,석회석,강원도영월군상동면,서벽_091,12시-020
시추결과,2012,"디에프씨(구.아진,석회석)광산시추결과보고서",디에프씨,석회석,충청북도제천시자작동,영춘_124,12시-019
시추결과,2012,아세아(석회석)광산시추결과보고서,아세아,석회석,"강원도영월군서면,강원도영월군주천면","영월_115,영월_125",12시-018
시추결과,2012,쌍용하장(석회석)광산시추결과보고서,쌍용하장,석회석,강원도삼척시하장면,"호명_051,호명_061",12시-017
시추결과,2012,송학(석회석)광산시추결과보고서,송학,석회석,충청북도제천시송학면시곡리,영월_130,12시-016
시추결과,2012,성지(석회석)광산시추결과보고서,성지,석회석,충청북도제천시금성면,제천_037,12시-015
시추결과,2012,성신(석회석)광산시추결과보고서,성신,석회석,강원도정선군남면,"예미_003,예미_013,예미_014",12시-014
시추결과,2012,성경녹전(석회석)광산시추결과보고서,성경녹전,석회석,"강원도영월군중동면,강원도정선군신동면","예미_041,예미_050",12시-013
시추결과,2012,백운(석회석)광산시추결과보고서,백운,석회석,강원도삼척시하장면,호명_063,12시-012
시추결과,2012,백광화암(석회석)광산시추결과보고서,백광화암,석회석,강원도정선군화암면,"임계_129,임계_139,임계_149",12시-011
시추결과,2012,백광영천(석회석)광산시추결과보고서,백광영천,석회석,충청북도단양군매포면,"영춘_104,영춘_105,영춘_116,영춘_126",12시-010
시추결과,2012,반천(석회석)광산시추결과보고서,반천,석회석,강원도정선군임계면,"임계_103,임계_113",12시-009
시추결과,2012,대흥석병(석회석)광산시추결과보고서,대흥석병,석회석,강원도강릉시강동면,석병산_022,12시-008
시추결과,2012,대성제천(석회석)광산시추결과보고서,대성제천,석회석,충청북도제천시두학동,"영춘_122,영춘_132",12시-007
시추결과,2012,대성옥동(석회석)광산시추결과보고서,대성옥동(평창지구),석회석,"강원도평창군미탄면,강원도평창군평창면","평창_029,평창_030",12시-006
시추결과,2012,대성동해(석회석)광산시추결과보고서,대성동해,석회석,"강원도삼척시노곡면,강원도삼척시도계읍,강원도삼척시신기면","고사리_082,고사리_083,고사리_093,고사리_105,고사리_115",12시-005
시추결과,2012,대성단양(석회석)광산시추결과보고서,대성동해,석회석,충청북도단양군어상천면덕문곡리,"영춘_097,영춘_107",12시-004
시추결과,2012,금산평창(석회석)광산시추결과보고서,금산평창,석회석,강원도평창군평창면,"평창_039,평창_040",12시-003
시추결과,2012,경동(석회석)광산시추결과보고서,경동,석회석,강원도삼척시하장면어리,호명_054,12시-002
시추결과,2012,경기금산(석회석)광산시추결과보고서,경기금산,석회석,충청남도금산군진산면,금산_063,12시-001
기술조사,2012,동원영덕(고령토)광산기술조사보고서,동원영덕,고령토,경상북도영덕군지품면용덕리,"청송_005,청송_006",12의-011
기술조사,2012,"제일장수(규석,백운석)광산기술조사보고서",제일장수,"규석,석회석",전라북도장수군장계면금곡리,장계_115,12의-009
기술조사,2012,대아(석회석)광산기술조사보고서,대아,석회석,충청남도당진시대덕동,당진_069,12의-008
기술조사,2012,태광(규석)광산기술조사보고서,태광,규석,"전라남도장흥군유치면,전라남도화순군도암면우치리",능주_058,12의-007
기술조사,2012,완도(납석)광산기술조사보고서,완도,납석,전라남도완도군노화면,노화도_099,12의-006
기술조사,2012,중앙청풍(규석)광산기술조사보고서,중앙청풍,규석,"충청북도제천시청풍면단돈리,충청북도제천시청풍면부산리","제천_098,제천_099",12의-005
기술조사,2012,성경녹전(석회석)광산기술조사보고서,성경녹전,석회석,"강원도영월군중동면,강원도정선군신동면","예미_050,옥동_041",12의-004
기술조사,2012,이레(규석)광산기술조사보고서,이레,규석,"강원도춘천시사북면고성리,강원도춘천시사북면고탄리",춘천_011,12의-003
기술조사,2012,현동(석회석)광산기술조사보고서,현동,석회석,경상북도영양군수비면,현동_049,12의-002
기술조사,2012,성지(석회석)광산기술조사보고서,성지,석회석,충청북도제천시금성면양화리,제천_037,12의-001
굴진효과조사,2012,"덕용(구.만덕,규석)광산굴진효과조사보고서",덕용,규석,전라남도강진군도암면,해남_028,12굴-018
굴진효과조사,2012,한흥연풍(석회석)광산굴진효과조사보고서,한흥연풍,석회석,충청북도괴산군연풍면주진리,괴산_006,12굴-017
굴진효과조사,2012,태영삼도(석회석)광산굴진효과조사보고서,(주)태영이엠씨삼도,석회석,강원도삼척시도계읍무건리,"고사리_084,고사리_085,고사리_086,고사리_094,고사리_095,고사리_096",12굴-016
굴진효과조사,2012,청림청삼(석회석)광산굴진효과조사보고서,청림청삼,석회석,강원도삼척시도계읍차구리,"고사리_103,고사리_104",12굴-015
굴진효과조사,2012,청림영월(석회석)광산굴진효과조사보고서,청림영월,석회석,강원도영월군남면,"영춘_131,영춘_132,영춘_140,영춘_141,영춘_142",12굴-014
굴진효과조사,2012,지엠씨백운(석회석)광산굴진효과조사보고서,(주)지엠씨백운광업소,석회석,강원도삼척시하장면용연리,호명_063,12굴-013
굴진효과조사,2012,우룡(석회석)광산굴진효과조사보고서,우룡,석회석,강원도영월군북면마차리,"영월_004,영월_014",12굴-012
굴진효과조사,2012,신동(석회석)광산굴진효과조사보고서,신동,석회석,강원도정선군남면문곡리,"예미_003,예미_004",12굴-011
굴진효과조사,2012,송학(석회석)광산굴진효과조사보고서,송학,석회석,충청북도제천시송학면시곡리,영월_130,12굴-010
굴진효과조사,2012,성신미네필드(석회석)광산굴진효과조사보고서,(주)성신미네필드,석회석,강원도정선군남면유평리,"예미_003,예미_013,예미_014",12굴-009
굴진효과조사,2012,삼성옥동(석회석)광산굴진효과조사보고서,삼성옥동,석회석,강원도영월군중동면녹전리,"옥동_021,옥동_030,옥동_031",12굴-008
굴진효과조사,2012,벽암청산(석회석)광산굴진효과조사보고서,벽암청산,석회석,강원도태백시혈동,"서벽_042,서벽_043,서벽_052,서벽_053,서벽_062,서벽_063",12굴-007
굴진효과조사,2012,대성제천(석회석)광산굴진효과조사보고서,대성제천,석회석,충청북도제천시두학동,"영춘_122,영춘_123",12굴-006
굴진효과조사,2012,대성옥동(석회석)광산굴진효과조사보고서,대성옥동,석회석,강원도영월군하동면옥동리,옥동_104,12굴-005
굴진효과조사,2012,대성동해(석회석)광산굴진효과조사보고서,대성동해,석회석,강원도삼척시신기면대평리,"고사리_082,고사리_083,고사리_093,고사리_105,고사리_115",12굴-004
굴진효과조사,2012,대성단양(석회석)광산굴진효과조사보고서,대성동해,석회석,충청북도단양군어상천면덕문곡리,"영춘_055,영춘_056,영춘_057,영춘_065,영춘_097,영춘_107",12굴-003
굴진효과조사,2012,금산평창(석회석)광산굴진효과조사보고서,금산평창,석회석,강원도평창군평창면,"영월_011,평창_020,평창_039,평창_040",12굴-002
굴진효과조사,2012,금산(석회석)광산굴진효과조사보고서,금산,석회석,충청남도금산군진산면삼가리,"금산_063,금산_064",12굴-001
정밀조사,2012,"예미(금,은)지구정밀조사보고서",(예미지구),"금,동,은",강원도정선군남면,"예미_067,예미_077",12정-009
정밀조사,2012,"원동(몰리브덴,텅스텐)지구정밀조사보고서",(원동지구),"몰리브덴,텅스텐",강원도태백시원동,"호명_024,호명_025",12정-008
정밀조사,2012,양양(철)지구정밀조사보고서,(양양지구),철,강원도양양군서면장승리,양양_126,12정-007
정밀조사,2012,"홍천(금,은)지구정밀조사보고서",(홍천지구),"금,은","강원도인제군남면어론리,강원도홍천군두촌면괘석리,강원도홍천군두촌면자은리","자은_088,자은_097,자은_098,자은_107",12정-006
정밀조사,2012,정선(동)지구정밀조사보고서,(정선지구),"금,동,은","강원도정선군신동면가사리,강원도정선군신동면예미리","예미_046,예미_056",12정-005
정밀조사,2012,"밀양(연,아연)지구정밀조사보고서",국전(밀양지구),"금,동,아연,연,은","경상남도밀양시단장면국전리,경상남도밀양시단장면무릉리","밀양_051,밀양_052",12정-004
정밀조사,2012,"삼척(연,아연)지구정밀조사보고서",(삼척지구),"아연,연","강원도삼척시원덕읍기곡리,강원도삼척시원덕읍사곡리","장성_003,죽변_143",12정-003
정밀조사,2012,상주(몰리브덴)지구정밀조사보고서,(상주지구),몰리브덴,"경상북도구미시무을면,경상북도김천시감문면,경상북도상주시공성면","옥산동_065,옥산동_075",12정-002
정밀조사,2012,남해(몰리브덴)지구정밀조사보고서,삼동(남해지구),몰리브덴,경상남도남해군삼동면봉화리,"미조_133,미조_143",12정-001
시추결과,2012,하동티타늄(티탄철)광산시추결과보고서,하동티타늄,티탄철,경상남도하동군옥종면,단성_089,12시-028
시추결과,2012,관인(철)광산시추결과보고서,관인,"철,티탄철",경기도포천시관인면삼율리,"연천_003,연천_004,연천_013,연천_014,연천_015,연천_016",12시-027
시추결과,2012,용화(철)광산시추결과보고서,용화,철,강원도정선군사북읍,춘천_022,12시-026
시추결과,2012,양양(철)광산시추결과보고서,양양,철,강원도양양군서면장승리,양양_115,12시-025
시추결과,2012,신예미(철)광산시추결과보고서,신예미,"동,몰리브덴,아연,연,철",강원도정선군신동면,"예미_049,예미_050,예미_059,예미_060",12시-024
시추결과,2012,중앙예미(1)(동)광산시추결과보고서,중앙예미1,"금,동,은",강원도정선군신동면,"예미_046,예미_056",12시-023
시추결과,2012,경원(동)광산시추결과보고서,경원,"금,동,아연,연,은","강원도철원군동송면,경기도포천시관인면","연천_011,연천_021",12시-022
시추결과,2012,"금호(연,아연)광산시추결과보고서",금호,"아연,연",경상북도봉화군소천면,"현동_109,현동_110,현동_119,현동_120,현동_129",12시-021
시추결과,2012,"가곡(연,아연)광산시추결과보고서",가곡,"금,동,아연,연,은",강원도삼척시가곡면,"장성_074,장성_083,장성_084,장성_093,장성_094",12시-020
시추결과,2012,상동(텅스텐)광산시추결과보고서,상동,텅스텐,강원도영월군상동읍,"서벽_091,서벽_092,서벽_101,서벽_102",12시-019
시추결과,2012,지엔드티코리아(몰리브덴)광산시추결과보고서,지엔드티코리아,몰리브덴,"경상북도포항시남구,경상북도포항시남구장기면",연일_029,12시-018
시추결과,2012,주천(몰리브덴)광산시추결과보고서,주천,몰리브덴,강원도영월군주천면,영월_114,12시-017
시추결과,2012,"원동(몰리브덴,텅스텐)광산시추결과보고서",원동,"금,몰리브덴,아연,연,은,철,텅스텐",강원도태백시원동,"호명_014,호명_015,호명_024,호명_025",12시-016
시추결과,2012,옥산(몰리브덴)광산시추결과보고서,옥산,몰리브덴,경상북도상주시공성면,"옥산동_065,옥산동_075",12시-015
시추결과,2012,오류(몰리브덴)광산시추결과보고서,오류,"금,몰리브덴,은",경상북도경주시감포읍,감포_141,12시-014
시추결과,2012,엔엠씨몰랜드(몰리브덴)광산시추결과보고서,엔엠씨몰랜드,"금,동,몰리브덴,연,은",충청북도제천시금성면,"제천_016,제천_017,제천_026",12시-013
시추결과,2012,삼동(몰리브덴)광산시추결과보고서,삼동,몰리브덴,경상남도남해군삼동면,"미조_133,미조_143",12시-012
시추결과,2012,대화돈산(몰리브덴)광산시추결과보고서,대화,"몰리브덴,텅스텐","충청북도충주시노은면,충청북도충주시앙성면","목계_125,목계_126",12시-011
시추결과,2012,금음(몰리브덴)광산시추결과보고서,금음,몰리브덴,경상북도울진군후포면,평해_050,12시-010
시추결과,2012,"중앙예미(2)(금,은)광산시추결과보고서",중앙예미2,"금,동,은",강원도정선군신동면,예미_067,12시-009
시추결과,2012,"주천(금,은)광산시추결과보고서",주천,"금,은",강원도영월군주천면,영월_124,12시-008
시추결과,2012,"은적(금,은)광산시추결과보고서",은적,"금,은",전라남도영암군서호면,영암_123,12시-007
시추결과,2012,"은산(금,은)광산시추결과보고서",은산,"금,은",전라남도해남군황산면,우수영_066,12시-006
시추결과,2012,"월드(금,은)광산시추결과보고서",월드,"금,은",경상북도경주시천북면,연일_125,12시-005
시추결과,2012,"문명(금,은)광산시추결과보고서",문명,"금,은","경상북도영덕군강구면,경상북도영덕군달산면,경상북도영덕군지품면","영덕_105,영덕_106,영덕_115,영덕_116",12시-004
시추결과,2012,"동덕(금,은)광산시추결과보고서",동덕,"금,은","강원도춘천시서면,경기도가평군북면",춘천_076,12시-003
시추결과,2012,"당두(금,은)광산시추결과보고서",당두,"금,아연,연,은",충청북도제천시금성면,제천_038,12시-002
시추결과,2012,"금천(구.금정,금,은)광산시추결과보고서",금천,"금,은",경상북도의성군춘산면,구산동_126,12시-001
기술조사,2012,"덕암(연,아연)광산기술조사보고서",덕암,"동,아연,은",강원도정선군임계면,임계_096,12의-014
기술조사,2012,"만대산(금,은)광산기술조사보고서",만대산,"금,은",경상남도합천군율곡면,합천_042,12의-013
기술조사,2012,"해인(금,은)광산기술조사보고서",해인,"금,은",경상북도김천시부항면,설천_070,12의-012
기술조사,2012,"부국(금,은)광산기술조사보고서",부국,"금,은",전라북도군산시성산면도암리,함열_140,12의-011
기술조사,2012,"성삼(연,아연)광산기술조사보고서",성삼,"금,아연,연,은",경상북도영천시화남면용계리,신녕_084,12의-010
기술조사,2012,의정부111호(금.은)광산기술조사보고서,의정부111호,"금,은",경기도양주시,의정부_111,12의-009
기술조사,2012,개수(금.은)광산기술조사보고서,개수,"금,은","강원도평창군대화면,강원도평창군봉평면","창동_089,창동_090",12의-008
기술조사,2012,"용두리91,101호(금,은)광산기술조사보고서","용두리101호,용두리91호","금,동,아연,연,은",강원도홍천군서면길곡리,"용두리_091,용두리_101",12의-006
기술조사,2012,소림홍천(금.은)광산기술조사보고서,소림홍천,"금,은",강원도홍천군두촌면,자은_148,12의-005
기술조사,2012,둔전(금.은)광산기술조사보고서,둔전,"금,은",강원도삼척시하장면추동리,"호명_061,호명_062",12의-004
기술조사,2012,"원동삼장(몰리브덴,텅스텐)광산기술조사보고서",원동삼장,"금,몰리브덴,아연,연,은,텅스텐",강원도태백시원동,"호명_014,호명_015,호명_024,호명_025",12의-003
기술조사,2012,효령(금.은)광산기술조사보고서,효령,"금,동,아연,은","경상북도군위군효령면매곡리,경상북도칠곡군가산면용수리",대율_086,12의-002
기술조사,2012,외동(철)광산기술조사보고서,외동,철,경상북도경주시외동읍입실리,감포_087,12의-001
굴진효과조사,2012,"금호(연,아연)광산굴진효과조사보고서",금호,"아연,연",경상북도봉화군소천면,"현동_109,현동_110,현동_120",12굴-006
굴진효과조사,2012,"모이산(금,은)광산굴진효과조사보고서",모이산,"금,은",전라남도해남군황산면,"우수영_066,우수영_067,우수영_076,우수영_077,우수영_086",12굴-005
굴진효과조사,2012,NMC몰랜드(몰리브덴)광산굴진효과조사보고서,NMC몰랜드,"금,몰리브덴,은","충청북도단양군적성면,충청북도제천시금성면","제천_016,제천_017,제천_026",12굴-004
굴진효과조사,2012,양양철광(철)광산굴진효과조사보고서,양양,철,강원도양양군서면,"양양_115,양양_116,양양_126",12굴-003
굴진효과조사,2012,한덕철광(철)광산굴진효과조사보고서,한덕,철,강원도정선군신동면,"예미_049,예미_050,예미_059,예미_060",12굴-002
굴진효과조사,2012,동원리소스(티탄철)광산굴진효과조사보고서,동원리소스관인,철,경기도포천시관인면,"연천_003,연천_004,연천_013,연천_014,연천_016",12굴-001
정밀조사,2011,용유리(우라늄)지구정밀조사보고서,(용유리지구),"바나듐,우라늄","충청북도괴산군청천면귀만리,충청북도괴산군청천면후평리","용유리_142,용유리_143",11정-002
정밀조사,2011,보은(우라늄)지구정밀조사보고서,(보은지구),우라늄,"충청북도보은군회남면조곡리,충청북도보은군회남면판장리","보은_084,보은_094,보은_095,보은_105,보은_106",11정-001
정밀조사,2011,영월-중동(규석)지구정밀조사보고서,(영월-중동지구),"규석,금,몰리브덴,은,텅스텐",강원도영월군중동면,"옥동_022,옥동_032,옥동_042",11정-006
정밀조사,2011,단양-매포(백운석)지구정밀조사보고서,(단양-매포지구),"백운석,석회석","충청북도단양군매포읍,충청북도단양군적성면","영춘_117,영춘_118,영춘_126,영춘_127,영춘_128,영춘_136,영춘_137,영춘_138",11정-005
정밀조사,2011,단양-영춘(석회석)지구정밀조사보고서,(단양-영춘지구),석회석,"충청북도단양군가곡면,충청북도단양군영춘면","영춘_008,영춘_009,영춘_019,영춘_020,영춘_030,옥동_148",11정-004
정밀조사,2011,봉화-석포(석회석)지구정밀조사보고서,"대명규석(봉화-석포지구),소천석회석(봉화-석포지구),연화(봉화-석포지구)",석회석,"강원도태백시금천동,강원도태백시동점동,경상북도봉화군석포면대현리","서벽_006,서벽_016,장성_136,장성_146",11정-003
정밀조사,2011,삼척-신기(Ⅱ)(석회석)지구정밀조사보고서,(삼척-신기Ⅱ지구),석회석,강원도삼척시하장면갈전리,"임계_069,임계_078,임계_079",11정-002
정밀조사,2011,삼척-신기(Ⅰ)(석회석)지구정밀조사보고서,(삼척-신기Ⅰ지구),석회석,"강원도삼척시신기면,강원도삼척시하장면","삼척_130,삼척_140,삼척_149,삼척_150,임계_010,임계_020",11정-001
시추결과,2011,동양(벤토나이트)광산시추결과보고서,동양,고령토,경상북도경주시양북면죽전리,감포_056,11시-046
시추결과,2011,신영(석회석)광산시추결과보고서,신영,석회석,충청북도제천시두학동,영춘_133,11시-045
시추결과,2011,대유코아춘추(석회석)광산시추결과보고서,대유코아춘추,석회석,"강원도삼척시하장면,강원도정선군동면,강원도정선군임계면",임계_100,11시-044
시추결과,2011,금화(규석)광산시추결과보고서,금화,규석,강원도철원군갈말면,김화_099,11시-043
시추결과,2011,대일(연옥)광산시추결과보고서,대일,연옥,강원도춘천시동면,내평_116,11시-042
시추결과,2011,죽전(벤토나이트)광산시추결과보고서,죽전,"고령토,납석,동,운모",경상북도경주시양북면죽전리,감포_055,11시-041
시추결과,2011,성곡(벤토나이트)광산시추결과보고서,성곡,벤토나이트,경상북도경주시양북면,감포_024,11시-040
시추결과,2011,만석(도석)광산시추결과보고서,(주)만석산업,"고령토,납석,운모",부산광역시강서구지사동,"가덕_092,가덕_093,가덕_093,가덕_103",11시-039
시추결과,2011,완도(납석)광산시추결과보고서,완도,"고령토,납석",전라남도완도군노화면,"노화도_097,노화도_098",11시-038
시추결과,2011,성산(납석)광산시추결과보고서,성산,"고령토,규석,납석,명반석",전라남도해남군황산면,우수영_058,11시-037
시추결과,2011,옥동(규석)광산시추결과보고서,옥동,규석,강원도영월군중동면,옥동_032,11시-036
시추결과,2011,보명(규석)광산시추결과보고서,보명,규석,"전라남도화순군이양면,전라남도화순군춘양면",복내_144,11시-035
시추결과,2011,덕용(규석)광산시추결과보고서,덕용,"규사,규석","전라남도강진군도암면,전라남도해남군옥천면",해남_028,11시-034
시추결과,2011,한일매포(백운석)광산시추결과보고서,한일매포,석회석,충청북도단양군매포면,"영춘_099,영춘_108,영춘_109",11시-033
시추결과,2011,자성(백운석)광산시추결과보고서,자성,석회석,충청북도충주시산척면,제천_107,11시-032
시추결과,2011,삼보(백운석)광산시추결과보고서,삼보,백운석,충청북도단양군매포면,영춘_118,11시-031
시추결과,2011,현대영월(석회석)광산시추결과보고서,현대시멘트㈜영월,석회석,강원도영월군한반도면,영월_084,11시-030
시추결과,2011,태영청수(석회석)광산시추결과보고서,태영청수,석회석,강원도평창군미탄면수청리,예미_112,11시-029
시추결과,2011,태영삼도(석회석)광산시추결과보고서,태영삼도,석회석,강원도삼척시도계읍,"고사리_084,고사리_085,고사리_086,고사리_094,고사리_095,고사리_096",11시-028
시추결과,2011,태령(석회석)광산시추결과보고서,태령,석회석,강원도태백시원동,호명_035,11시-027
시추결과,2011,충무정선(석회석)광산시추결과보고서,충무정선,석회석,"강원도정선군남면,강원도정선군화암면","예미_001,예미_002,예미_011",11시-026
시추결과,2011,청산(석회석)광산시추결과보고서,청산광업소,석회석,강원도태백시혈동,"서벽_043,서벽_053",11시-025
시추결과,2011,청림청삼(석회석)광산시추결과보고서,청림청삼,석회석,강원도삼척시도계읍,고사리_104,11시-024
시추결과,2011,청림영월(석회석)광산시추결과보고서,청림영월,석회석,강원도영월군남면,영춘_131,11시-023
시추결과,2011,창성(석회석)광산시추결과보고서,창성,석회석,"충청북도제천시덕산면,충청북도제천시수산면",황강리_055,11시-022
시추결과,2011,제천양화(석회석)광산시추결과보고서,제천양화,석회석,충청북도제천시금성면,제천_016,11시-021
시추결과,2011,우진서진(석회석)광산시추결과보고서,우진서진,석회석,강원도영월군중동면,"예미_050,옥동_041",11시-020
시추결과,2011,우전석병산(석회석)광산시추결과보고서,우전석병산,석회석,강원도정선군여량면유천리,석병산_149,11시-019
시추결과,2011,우룡(석회석)광산시추결과보고서,우룡,석회석,강원도영월군북면,"영월_003,영월_004,영월_005,영월_014",11시-018
시추결과,2011,용정(석회석)광산시추결과보고서,용정,석회석,충청북도제천시두학동,영춘_132,11시-017
시추결과,2011,오미아상동(석회석)광산시추결과보고서,오미아상동,석회석,강원도영월군상동면,서벽_091,11시-016
시추결과,2011,아세아(석회석)광산시추결과보고서,아세아시멘트석회석,석회석,강원도영월군주천면,"영월_115,영월_125",11시-015
시추결과,2011,쌍용신기(석회석)광산시추결과보고서,쌍용신기,석회석,강원도삼척시미로면,삼척_109,11시-014
시추결과,2011,쌍용고사리(석회석)광산시추결과보고서,쌍용고사리,석회석,강원도삼척시도계읍,고사리_123,11시-013
시추결과,2011,송학(석회석)광산시추결과보고서,송학석회석,석회석,충청북도제천시송학면시곡리,영월_130,11시-012
시추결과,2011,성신(석회석)광산시추결과보고서,성신,석회석,강원도정선군남면,"예미_013,예미_014",11시-011
시추결과,2011,백운(석회석)광산시추결과보고서,백운,석회석,강원도삼척시하장면,호명_063,11시-010
시추결과,2011,백광영천(석회석)광산시추결과보고서,백광영천,석회석,"충청북도단양군매포면,충청북도단양군어상천면","영춘_104,영춘_105,영춘_116,영춘_126",11시-009
시추결과,2011,반천(석회석)광산시추결과보고서,반천,석회석,강원도정선군임계면,"임계_103,임계_113",11시-008
시추결과,2011,동양제이(석회석)광산시추결과보고서,동양제이,석회석,강원도삼척시근덕면,삼척_049,11시-007
시추결과,2011,대성제천(석회석)광산시추결과보고서,대성제천,석회석,충청북도제천시두학동,"영춘_122,영춘_123",11시-006
시추결과,2011,대성동해(석회석)광산시추결과보고서,대성동해,석회석,"강원도삼척시노곡면,강원도삼척시도계읍,강원도삼척시신기면","고사리_082,고사리_083,고사리_093,고사리_105,고사리_115",11시-005
시추결과,2011,대성단양(석회석)광산시추결과보고서,대성단양,석회석,충청북도단양군어상천면덕문곡리,영춘_131,11시-004
시추결과,2011,담우신흥(석회석)광산시추결과보고서,담우신흥,석회석,강원도영월군남면,영춘_121,11시-003
시추결과,2011,금산평창(석회석)광산시추결과보고서,금산평창,석회석,강원도평창군평창면,"평창_039,평창_040",11시-002
시추결과,2011,경동(석회석)광산시추결과보고서,경동,석회석,강원도삼척시하장면어리,호명_054,11시-001
기술조사,2011,신영(석회석)광산기술조사보고서,신영,석회석,충청북도제천시두학동,영춘_133,11의-018
기술조사,2011,금산평창(석회석)광산기술조사보고서,금산평창,석회석,강원도평창군평창면,평창_040,11의-017
기술조사,2011,제이케이(장석)광산기술조사보고서,제이케이,장석,경상북도경주시외동읍냉천리,감포_118,11의-016
기술조사,2011,대암(규석)광산기술조사보고서,대암,규석,충청남도태안군근흥면,"모항_058,모항_059",11의-015
기술조사,2011,자연(규석)광산기술조사보고서(2차),자연,규석,강원도고성군토성면신평리,창암점_026,11의-014
기술조사,2011,백산(석회석)광산기술조사보고서,백산,석회석,강원도태백시백산동,장성_122,11의-013
기술조사,2011,영암147호(고령토)광산기술조사보고서,영암147호,고령토,전라남도영암군삼호읍,영암_147,11의-012
기술조사,2011,영암138호(고령토)광산기술조사보고서,영암138호,고령토,전라남도영암군삼호읍,영암_138,11의-011
기술조사,2011,동양(규석)광산기술조사보고서,동양규석,규석,강원도횡성군둔내면,갑천_018,11의-010
기술조사,2011,금곡(규석)광산기술조사보고서,금곡,규석,경기도파주시법원읍,문산_058,11의-009
기술조사,2011,대남제이(규석)광산기술조사보고서,대남제이,규석,경상북도울진군서면,장성_019,11의-008
기술조사,2011,자연(규석)광산기술조사보고서(1차),자연,규석,강원도고성군토성면신평리,창암점_026,11의-007
기술조사,2011,상보(활석)광산기술조사보고서,상보,활석,충청북도제천시청풍면,제천_079,11의-006
기술조사,2011,금화(규석)광산기술조사보고서,금화,규석,강원도철원군갈말면,김화_099,11의-005
기술조사,2011,대운(흑연)광산기술조사보고서,대운,흑연,충청북도보은군마로면,청산_096,11의-004
기술조사,2011,수산(백운석)광산기술조사보고서,수산,백운석,충청북도제천시수산면,황강리_054,11의-003
기술조사,2011,용현(규석)광산기술조사보고서,용현,규석,충청남도당진시고대면,"당진_095,당진_096",11의-002
기술조사,2011,동원여주(장석)광산기술조사보고서,동원여주,장석,경기도여주시점동면,"여주_039,여주_040",11의-001
굴진효과조사,2011,한흥연풍(석회석)광산굴진효과조사보고서,한흥연풍,석회석,충청북도괴산군연풍면주진리,괴산_006,11굴-018
굴진효과조사,2011,태영삼도(석회석)광산굴진효과조사보고서,(주)태영이엠씨삼도,석회석,강원도삼척시도계읍무건리,"고사리_084,고사리_085,고사리_086,고사리_094,고사리_095,고사리_096",11굴-017
굴진효과조사,2011,청림청삼(석회석)광산굴진효과조사보고서,청림청삼,석회석,강원도삼척시도계읍차구리,"고사리_103,고사리_104",11굴-016
굴진효과조사,2011,청림영월(석회석)광산굴진효과조사보고서,청림영월,석회석,강원도영월군남면,"영춘_131,영춘_132,영춘_140,영춘_141,영춘_142",11굴-015
굴진효과조사,2011,지엠씨백운(석회석)광산굴진효과조사보고서,㈜지엠씨백운광업소,석회석,강원도삼척시하장면용연리,호명_063,11굴-014
굴진효과조사,2011,우룡(석회석)광산굴진효과조사보고서,(주)우룡,석회석,강원도영월군북면마차리,"영월_004,영월_014",11굴-013
굴진효과조사,2011,영우자원(석회석)광산굴진효과조사보고서,영우자원광업소1,석회석,충청북도충주시목벌동,"충주_003,충주_004,황강리_143,황강리_144",11굴-012
굴진효과조사,2011,신동(석회석)광산굴진효과조사보고서,신동,석회석,강원도정선군남면문곡리,"예미_003,예미_004,예미_014,예미_024,예미_025",11굴-011
굴진효과조사,2011,송학(석회석)광산굴진효과조사보고서,송학석회석,석회석,충청북도제천시송학면시곡리,영월_130,11굴-010
굴진효과조사,2011,성신미네필드(석회석)광산굴진효과조사보고서,(주)성신미네필드,석회석,강원도정선군남면유평리,"예미_003,예미_013,예미_014",11굴-009
굴진효과조사,2011,삼성옥동(석회석)광산굴진효과조사보고서,삼성옥동,석회석,강원도영월군중동면녹전리,"예미_030,옥동_021,옥동_031",11굴-008
굴진효과조사,2011,벽암청산(석회석)광산굴진효과조사보고서,청산광업소,석회석,강원도태백시혈동,"서벽_042,서벽_043,서벽_052,서벽_053,서벽_062,서벽_063",11굴-007
굴진효과조사,2011,대성제천(석회석)광산굴진효과조사보고서,대성제천,석회석,충청북도제천시두학동,"영춘_122,영춘_123",11굴-006
굴진효과조사,2011,대성옥동(석회석)광산굴진효과조사보고서,대성옥동,석회석,강원도영월군하동면옥동리,옥동_104,11굴-005
굴진효과조사,2011,대성동해(석회석)광산굴진효과조사보고서,대성동해,석회석,강원도삼척시신기면대평리,"고사리_082,고사리_083,고사리_093,고사리_105,고사리_115",11굴-004
굴진효과조사,2011,대성단양(석회석)광산굴진효과조사보고서,대성단양,석회석,충청북도단양군어상천면덕문곡리,"영춘_055,영춘_056,영춘_057,영춘_065,영춘_097,영춘_107",11굴-003
굴진효과조사,2011,금산평창(석회석)광산굴진효과조사보고서,금산평창,석회석,강원도평창군평창면,"영월_011,평창_020,평창_039,평창_040",11굴-002
