보고서종류,작성연도,보고서명,광산명,광종,소재지,광업지적,보고서번호
정밀조사,2023,해남Ⅰ지구(규석)정밀조사보고서,해남Ⅰ지구,규석,"전라남도강진군도암면,전라남도해남군옥천면","해남_028,해남_029",23정-009
정밀조사,2023,설천지구(운모)정밀조사보고서,설천지구,운모,충청북도영동군양강면,"설천_132,설천_133,설천_143,설천_144",23정-008
정밀조사,2023,해남Ⅱ지구(규석)정밀조사보고서,해남Ⅱ지구,규석,전라남도강진군도암면,"해남_006,해남_016,해남_017",23정-007
정밀조사,2023,임계지구(석회석)정밀조사보고서,임계지구,석회석,"강원도정선군임계면,강원도정선군화암면","임계_109,임계_117,임계_118,임계_119",23정-006
정밀조사,2023,문산지구(규석)정밀조사보고서,문산지구,규석,경기도파주시적성면,"문산_002,문산_012,문산_022",23정-003
정밀조사,2023,청평지구(백운석)정밀조사보고서,청평지구,백운석,경기도가평군청평면,"청평_033,청평_034",23정-002
정밀조사,2023,석병산Ⅱ지구(석회석)정밀조사보고서,석병산Ⅱ지구,석회석,강원도강릉시옥계면,"석병산_003,석병산_014,석병산_015",23정-005
정밀조사,2023,석병산Ⅰ지구(석회석)정밀조사보고서,석병산Ⅰ지구,석회석,강원도정선군임계면,"석병산_050,석병산_060",23정-004
시추결과,2023,23_내외(운모)광산시추결과보고서,내외,운모,충청북도영동군상촌면,영동_060,23시-049
시추결과,2023,23_메덱스(운모)광산시추결과보고서,메덱스,운모,충청북도영동군양강면,설천_133,23시-048
시추결과,2023,23_완도(납석)광산시추결과보고서,완도(납석),"고령토,납석",전라남도완도군노화읍,"노화도_097,노화도_098,노화도_107",23시-047
시추결과,2023,23_성산(납석)광산시추결과보고서,성산,납석,전라남도해남군황산면,"우수영_058,우수영_068,우수영_069,우수영_078,우수영_079",23시-046
시추결과,2023,23_삼성(납석)광산시추결과보고서,삼성,납석,경상북도청도군금천면,유천_031,23시-045
시추결과,2023,23_한라시멘트(석회석)광산시추결과보고서,한라시멘트,석회석,강원도강릉시옥계면,석병산_026,23시-044
시추결과,2023,23_백암(규석)광산시추결과보고서,백암,규석,"전라북도장수군장계면,전라북도진안군동향면",장계_082,23시-043
시추결과,2023,23_덕용(규석)광산시추결과보고서,덕용,규석,전라남도강진군도암면,"해남_028,해남_029",23시-042
시추결과,2023,"23_봉화(석회석,연옥)광산시추결과보고서",봉화연옥,"석회석,연옥",경상북도봉화군소천면,춘양_002,23시-041
시추결과,2023,23_성신청풍(백운석)광산시추결과보고서,성신청풍,백운석,충청북도제천시금성면,"제천_077,제천_087",23시-039
시추결과,2023,23_성신자성(백운석)광산시추결과보고서,성신자성,백운석,충청북도충주시산척면,제천_107,23시-038
시추결과,2023,23_삼보(백운석)광산시추결과보고서,삼보,백운석,충청북도단양군매포읍,"영춘_117,영춘_118",23시-037
시추결과,2023,23_태원심운(석회석)광산시추결과보고서,태원심운,석회석,강원도삼척시하장면,호명_052,23시-036
시추결과,2023,23_태영청수(석회석)광산시추결과보고서,태영청수,석회석,강원도평창군미탄면,예미_112,23시-035
시추결과,2023,23_태영삼도(석회석)광산시추결과보고서,태영삼도,석회석,"강원도삼척시노곡면,강원도삼척시도계읍","고사리_084,고사리_085,고사리_094,고사리_095",23시-034
시추결과,2023,23_태경방림(석회석)광산시추결과보고서,태경방림,석회석,강원도평창군방림면,평창_034,23시-033
시추결과,2023,23_태경화암(석회석)광산시추결과보고서,태경화암,석회석,강원도정선군화암면,"임계_128,임계_129,임계_139",23시-032
시추결과,2023,23_태민덕암(석회석)광산시추결과보고서,태민덕암,석회석,강원도삼척시하장면,임계_089,23시-031
시추결과,2023,23_충무정선(석회석)광산시추결과보고서,충무정선,석회석,강원도정선군남면,"예미_001,예미_002,예미_011",23시-030
시추결과,2023,23_청림영월(석회석)광산시추결과보고서,청림영월,석회석,강원도영월군남면,"영춘_131,영춘_132",23시-028
시추결과,2023,23_진산(석회석)광산시추결과보고서,진산,석회석,충청남도금산군진산면,금산_074,23시-027
시추결과,2023,23_용연(석회석)광산시추결과보고서,용연,석회석,강원도삼척시하장면,"호명_053,호명_062",23시-024
시추결과,2023,23_에코이엠씨(석회석)광산시추결과보고서,에코이엠씨,석회석,강원도정선군임계면,임계_099,23시-022
시추결과,2023,23_아세아영월(석회석)광산시추결과보고서,아세아영월,석회석,강원도영월군주천면,"영월_115,영월_125",23시-021
시추결과,2023,23_쌍용삼척(석회석)광산시추결과보고서,쌍용삼척(석회석),석회석,강원도삼척시조비동,"삼척_037,삼척_047,삼척_056,삼척_057,삼척_075",23시-019
시추결과,2023,23_신원삼육(석회석)광산시추결과보고서,신원삼육,석회석,강원도정선군신동읍,예미_036,23시-017
시추결과,2023,23_성신양회(석회석)광산시추결과보고서,성신,석회석,충청북도단양군매포읍,"영춘_089,영춘_090",23시-015
시추결과,2023,23_성신덕문곡(석회석)광산시추결과보고서,성신덕문곡,석회석,"충청북도단양군매포읍,충청북도단양군어상천면",영춘_098,23시-013
시추결과,2023,23_삼호(석회석)광산시추결과보고서,삼호(구마로),석회석,충청북도보은군마로면,청산_096,23시-011
시추결과,2023,23_삼표제이(석회석)광산시추결과보고서,삼표제이,석회석,강원도삼척시근덕면,"삼척_038,삼척_039,삼척_048,삼척_049,삼척_050,삼척_058,삼척_060",23시-010
시추결과,2023,23_벽암청산(석회석)광산시추결과보고서,벽암청산,석회석,강원도태백시혈동,"서벽_043,서벽_053",23시-009
시추결과,2023,23_디에프씨(석회석)광산시추결과보고서,디에프씨,석회석,"충청북도단양군어상천면,충청북도제천시자작동","영춘_114,영춘_124",23시-007
시추결과,2023,23_대성단양(석회석)광산시추결과보고서,대성단양,석회석,"충청북도단양군매포읍,충청북도단양군어상천면","영춘_097,영춘_107",23시-006
시추결과,2023,23_대성제천(석회석)광산시추결과보고서,대성제천,석회석,충청북도제천시두학동,"영춘_112,영춘_122,영춘_123,영춘_132",2023
시추결과,2023,23_대성삼척(석회석)광산시추결과보고서,대성엠디아이(주)삼척사업소,석회석,"강원도삼척시노곡면,강원도삼척시도계읍,강원도삼척시신기면","고사리_082,고사리_083,고사리_092,고사리_093,고사리_105,고사리_115",23시-004
시추결과,2023,23_대림석회(석회석)광산시추결과보고서,대림,석회석,경상북도안동시임하면,중평동_108,23시-003
시추결과,2023,23_강원머티리얼(석회석)광산시추결과보고서,강원머티리얼,석회석,강원도정선군임계면,"임계_090,임계_100,임계_109,임계_110,임계_120,호명_019,호명_091",23시-001
기술조사,2023,23_세우(석회석)광산기술조사보고서,세우,석회석,강원도삼척시도계읍,고사리_100,23기-006
기술조사,2023,23_용산(규석)광산기술조사보고서,용산,규석,강원도정선군임계면,임계_073,23기-005
기술조사,2023,23_새터(운모)광산기술조사보고서,새터,운모,"강원도횡성군공근면,강원도횡성군서원면",양덕원_059,23기-004
기술조사,2023,23_삼덕(석회석)광산기술조사보고서,삼덕,석회석,강원도삼척시원덕읍,"장성_002,장성_003",23기-003
기술조사,2023,23_대덕(규석)광산기술조사보고서,대덕,규석,"경상남도거창군웅양면,경상북도김천시대덕면",무풍_005,23기-001
정밀조사,2023,장성Ⅱ지구(티탄철)정밀조사보고서,장성Ⅱ지구,티탄철,"강원도삼척시가곡면,강원도태백시동점동,경상북도봉화군석포면","장성_085,장성_095",23정-001
시추결과,2023,23_면산(티탄철)광산시추결과보고서,면산,티탄철,"강원도삼척시가곡면,경상북도봉화군석포면","장성_085,장성_095",23시-008
시추결과,2023,23_관인(티탄철)광산시추결과보고서,관인마그네타이트,티탄철,경기도연천군,"연천_003,연천_004,연천_013,연천_014,연천_015,연천_016",23시-007
시추결과,2023,23_가곡(티탄철)광산시추결과보고서,가곡,티탄철,강원도삼척시가곡면,"장성_073,장성_074,장성_084",23시-006
시추결과,2023,23_양양(철)광산시추결과보고서,양양,철,강원도양양군서면,"양양_115,양양_116,양양_125",23시-005
시추결과,2023,23_신예미(철)광산시추결과보고서,신예미,철,강원도정선군신동읍,"예미_049,예미_059",23시-004
시추결과,2023,23_금성(몰리브덴)광산시추결과보고서,금성,몰리브덴,충청북도제천시금성면,"제천_016,제천_026",23시-003
시추결과,2023,"23_연풍(금,은)광산시추결과보고서",연풍,"동,은",충청북도괴산군연풍면,괴산_012,23시-002
시추결과,2023,"23_가사도(금,은)광산시추결과보고서","가사도(금,은)","금,은",전라남도진도군조도면,"지산_112,지산_113,지산_122,지산_123",23시-001
기술조사,2023,23_창암점42호(몰리브덴)광산기술조사보고서,창암점42호,몰리브덴,"강원도고성군간성읍,강원도고성군죽왕면",창암점_042,23기-002
정밀조사,2022,2022_정선2지구(석회석)정밀조사보고서,정선2지구,석회석,"강원도정선군정선읍광하리,강원도정선군정선읍용탄리,강원도평창군미탄면평안리","정선_118,정선_119",22정-009
정밀조사,2022,2022_정선1지구(석회석)정밀조사보고서,정선1지구,석회석,"강원도정선군북평면문곡리,강원도정선군여량면고양리,강원도정선군정선읍여탄리","정선_005,정선_006,정선_015,정선_016,정선_017",22정-08
정밀조사,2022,2022_장성지구(티탄철)정밀조사보고서,장성지구,티탄철,강원도삼척시가곡면풍곡리,"장성_074,장성_084",22정-007
정밀조사,2022,2022_장성지구(석회석)정밀조사보고서,장성지구,석회석,강원도태백시동점동,장성_126,22정-006
정밀조사,2022,2022_영춘지구(석회석)정밀조사보고서,영춘지구,석회석,"충청북도단양군가곡면,충청북도단양군매포읍","영춘_089,영춘_090",22정-005
정밀조사,2022,22년설천지구(운모)정밀조사보고서,설천지구,운모,"충청북도영동군영동읍산익리,충청북도영동군영동읍주곡리,충청북도영동군영동읍화신리","설천_101,설천_111,설천_112,설천_122",22정-004
정밀조사,2022,2022_도평지구(납석)정밀조사보고서,도평지구,납석,경상북도청송군부남면,"도평_063,도평_064",22정-003
정밀조사,2022,2022_남양지구(규석)정밀조사보고서,남양지구,규석,"경기도화성시봉담읍상기리,경기도화성시봉담읍세곡리","남양_049,남양_050",22정-002
정밀조사,2022,2022_감포지구((불석))정밀조사보고서,감포지구,불석,경상북도경주시감포읍,"감포_031,감포_041",22정-001
시추결과,2022,2022_태삼진(흑연)광산시추결과보고서,태삼진,흑연,경기도가평군상면,청평_084,22시-41
시추결과,2022,2022_주곡리(운모)광산시추결과보고서,주곡리,운모,충청북도영동군영동읍,설천_101,22시-40
시추결과,2022,2022_영동일라이트(운모)광산시추결과보고서,영동일라이트,운모,충청북도영동군영동읍,"설천_111,설천_112",22시-39
시추결과,2022,2022_메덱스(운모)광산시추결과보고서,메덱스,운모,충청북도영동군양강면,설천_133,22시-38
시추결과,2022,2022_완도(납석)광산시추결과보고서,완도(납석),"고령토,납석",전라남도완도군노화읍,"노화도_097,노화도_098,노화도_107",22시-37
시추결과,2022,2022_성산(납석)광산시추결과보고서,성산,납석,전라남도해남군황산면,"우수영_058,우수영_068,우수영_069,우수영_078,우수영_079",22시-36
시추결과,2022,2022_부남소재(납석)광산시추결과보고서,부남,"고령토,납석",경상북도청송군부남면양숙리,"도평_063,도평_064",22시-35
시추결과,2022,2022_덕용(규석)광산시추결과보고서,덕용,규석,전라남도강진군도암면,"해남_028,해남_029",22시-34
시추결과,2022,2022_성신청풍(백운석)광산시추결과보고서,성신청풍,백운석,충청북도제천시금성면,"제천_077,제천_087",22시-33
시추결과,2022,2022_삼보(백운석)광산시추결과보고서,삼보,백운석,충청북도단양군매포읍,"영춘_117,영춘_118",22시-32
시추결과,2022,2022_태원심운(석회석)광산시추결과보고서,태원심운,석회석,강원도삼척시하장면,호명_052,22시-31
시추결과,2022,2022_태영청수(석회석)광산시추결과보고서,태영청수(석회석),석회석,강원도평창군미탄면,예미_112,22시-30
시추결과,2022,2022_태영삼도(석회석)광산시추결과보고서,태영이엠씨삼도,석회석,"강원도삼척시노곡면,강원도삼척시도계읍","고사리_084,고사리_085,고사리_094,고사리_095",22시-29
시추결과,2022,2022_태령(석회석)광산시추결과보고서,태령(석회석),석회석,강원도태백시원동,호명_035,22시-28
시추결과,2022,2022_태경화암시추결과보고서,태경화암,석회석,강원도정선군화암면,"임계_128,임계_129,임계_139",22시-27
시추결과,2022,2022_충무정선(석회석)광산시추결과보고서,충무정선,석회석,강원도정선군남면,"예미_001,예미_002,예미_011",22시-26
시추결과,2022,2022_청림영월(석회석)광산시추결과보고서,청림영월(석회석),석회석,강원도영월군남면,"영천_140,영춘_131,영춘_132,영춘_141,영춘_142",22시-25
시추결과,2022,2022_진산(석회석)광산시추결과보고서,진산,석회석,충청남도금산군진산면,금산_074,22시-24
시추결과,2022,2022_장성(석회석)광산시추결과보고서,장성(석회석),석회석,전라남도장성군황룡면,"송정_134,송정_144",22시-23
시추결과,2022,2022_우룡(석회석)광산시추결과보고서,우룡(석회석),석회석,강원도영월군북면,"영월_004,영월_005,영월_014,영월_015",22시-22
시추결과,2022,2022_용연(석회석)광산시추결과보고서,용연,석회석,강원도삼척시하장면,"호명_053,호명_062",22시-21
시추결과,2022,2022_예미(석회석)광산시추결과보고서,예미,석회석,강원도정선군신동면,예미_057,22시-20
시추결과,2022,2022_에코이엠씨(석회석)시추결과보고서,(주)에코이엠씨(석회석)광산,석회석,강원도정선군임계면,임계_099,22시-19
시추결과,2022,2022_아세아영월(석회석)광산시추결과보고서,아세아영월,석회석,강원도영월군주천면,영월_115,22시-18
시추결과,2022,2022_쌍용하장(석회석)광산시추결과보고서,쌍용하장,석회석,강원도삼척시하장면,"호명_051,호명_061",22시-17
시추결과,2022,2022_쌍용삼척(석회석)광산시추결과보고서,쌍용삼척(석회석),석회석,강원도삼척시조비동,"삼척_047,삼척_056,삼척_057",22시-16
시추결과,2022,2022_쌍용동해(석회석)광산시추결과보고서,동해,석회석,강원도동해시삼화동,"삼척_113,삼척_123,삼척_124",22시-15
시추결과,2022,2022_신원삼육(석회석)광산시추결과보고서,삼육,석회석,강원도정선군신동면,예미_036,22시-14
시추결과,2022,2022!_신동(석회석)광산시추결과보고서,신동,석회석,강원도정선군남면,"예미_014,예미_024,예미_025",22시-13
시추결과,2022,2022_성신미네필드(석회석)광산시추결과보고서,성신미네필드(석회석),석회석,강원도정선군남면,"예미_003,예미_013,예미_014",22시-12
시추결과,2022,2022_삼호(석회석)광산시추결과보고서,삼호(구마로),석회석,충청북도보은군마로면,청산_096,22시-11
시추결과,2022,2022_삼표제이(석회석)광산시추결과보고서,삼표제이,석회석,강원도삼척시근덕면,"삼척_038,삼척_039,삼척_048,삼척_049,삼척_050,삼척_058,삼척_060",22시-10
시추결과,2022,2022_삼성옥동(석회석)광산시추결과보고서,삼성옥동(석회석),석회석,강원도영월군중동면,"예미_030,예미_040,옥동_021,옥동_031",22시-09
시추결과,2022,2022_벽암청산(석회석)광산시추결과보고서,벽암청산,석회석,강원도태백시혈동,"서벽_042,서벽_043,서벽_052,서벽_053,서벽_062,서벽_063",22시-08
시추결과,2022,2022_백운(석회석)광산시추결과보고서,백운(석회석),석회석,강원도삼척시하장면,호명_063,22시-07
시추결과,2022,2022_반천(석회석)광산시추결과보고서,반천,석회석,강원도정선군임계면,임계_118,22시-06
시추결과,2022,2022_디에프씨(석회석)광산시추결과보고서,디에프씨,석회석,"충청북도단양군어상천면,충청북도제천시자작동","영춘_114,영춘_124",22시-05
시추결과,2022,2022_대성제천(석회석)광산시추결과보고서,대성제천,석회석,충청북도제천시두학동,"영춘_112,영춘_122,영춘_123,영춘_132",22시-04
시추결과,2022,2022_대성삼척(석회석)광산시추결과보고서,대성엠디아이(주)삼척사업소,석회석,"강원도삼척시노곡면,강원도삼척시도계읍,강원도삼척시신기면","고사리_082,고사리_083,고사리_092,고사리_093,고사리_105,고사리_115",22시-03
시추결과,2022,2022_경기금산(석회석)광산시추결과보고서,경기금산,석회석,충청남도금산군진산면,"금산_063,금산_064",22시-02
시추결과,2022,2022_강원머티리얼(석회석)광산시추결과보고서,강원머터리얼,석회석,강원도정선군임계면,"임계_090,임계_100,임계_109,임계_110,임계_120,호명_019,호명_091",22시-01
기술조사,2022,2022_삼호제3(석회석)광산기술조사보고서,삼호제3광산,석회석,충청북도보은군마로면,청산_105,22기-04
기술조사,2022,2022_규산(규석)광산기술조사보고서,규산광산,규석,경기도파주시적성면,"문산_002,문산_012",22기-02
기술조사,2022,"2022_봉화연옥(석회석,연옥)광산기술조사보고서",봉화연옥,"석회석,연옥",경상북도봉화군소천면,춘양_002,22기-01
정밀조사,2022,2022_현동지구(텅스텐)정밀조사보고서,현동지구,텅스텐,경상북도울진군금강송면쌍전리,"현동_052,현동_062",22정-010
시추결과,2022,2022_면산(티탄철)광산시추결과보고서,면산광산,티탄철,"강원도삼척시,강원도태백시","장성_035,장성_045",22시-09
시추결과,2022,2022_관인(티탄철)광산시추결과보고서,관인마그네타이트,티탄철,경기도연천군,"연천_003,연천_004,연천_013,연천_014,연천_015,연천_016",22시-08
시추결과,2022,2022_가곡(티탄철)광산시추결과보고서,가곡,티탄철,강원도삼척시가곡면,"장성_074,장성_084",22시-07
시추결과,2022,2022_쌍전(텅스텐)광산시추결과보고서,쌍전,텅스텐,경상북도울진군금강송면,현동_062,22시-06
시추결과,2022,2022_신예미(철)광산시추결과보고서,신예미,철,강원도정선군신동읍,"예미_049,예미_059,예미_060",22시-05
시추결과,2022,2022_창대(몰리브덴)광산시추결과보고서,창대,몰리브덴,경상북도영덕군창수면,"영해_106,영해_107",22시-04
시추결과,2022,2022_금성(몰리브덴)광산시추결과보고서,금성,몰리브덴,충청북도제천시금성면,"제천_016,제천_017,제천_026",22시-03
시추결과,2022,"2022_장평(금,은)광산시추결과보고서",장평,"금,은","충청남도청양군장평면,충청남도청양군장평면,충청남도청양군장평면화산리",청양_078,22시-02
시추결과,2022,"2022_가사도(금,은)광산시추결과보고서","가사도(금,은)","금,은",전라남도진도군조도면,"지산_112,지산_113,지산_122,지산_123,지산_123",22시-01
기술조사,2022,"2022_문막29호(금,은)광산기술조사결과보고서",문막,"금,은","강원도원주시문막읍,충청북도제천시백운면","문막_029,문막_115,문막_116",22기-01
정밀조사,2021,부여지구(장석)정밀조사보고서,부여지구,장석,충청남도부여군장암면,"부여_056,부여_066,부여_067",21정-008
정밀조사,2021,단양지구(석회석)정밀조사보고서,단양지구,석회석,충청북도단양군가곡면,"단양_041,단양_042,단양_052,영춘_040,영춘_050",21정-007
정밀조사,2021,정선지구(석회석)정밀조사보고서,정선지구,석회석,강원도정선군정선읍,"정선_098,정선_099,정선_100,정선_108,정선_109",21정-006
정밀조사,2021,옥동지구(석회석)정밀조사보고서,옥동지구,석회석,강원도영월군김삿갓면,"옥동_093,옥동_094",21정-005
정밀조사,2021,고사리지구(석회석)정밀조사보고서,고사리지구,석회석,강원도삼척시신기면,"고사리_131,고사리_141,고사리_142",21정-004
시추결과,2021,21_동유자원(규석)광산시추결과보고서,동유자원,규석,"강원도원주시귀래면,강원도원주시문막읍",문막_076,21시-037
시추결과,2021,21_부여(장석)광산시추결과보고서,부여,장석,충청남도부여군장암면,부여_067,21시-042
시추결과,2021,21_내외(운모)광산시추결과보고서,내외,운모,충청북도영동군상촌면,영동_060,21시-041
시추결과,2021,21_완도(납석)광산시추결과보고서,완도(납석),납석,전라남도완도군노화읍,"노화도_097,노화도_098,노화도_107",21시-040
시추결과,2021,21_백암(납석)광산시추결과보고서,백암,납석,전라남도해남군황산면,"우수영_057,우수영_058,우수영_067,우수영_068",21시-039
시추결과,2021,21_삼표삼척(규석)광산시추결과보고서,삼표삼척,규석,강원도삼척시조비동,"삼척_056,삼척_066",21시-038
시추결과,2021,21_효종(백운석)광산시추결과보고서,효종,백운석,충청북도단양군대강면,단양_087,21시-036
시추결과,2021,21_성신청풍(백운석)광산시추결과보고서,성신청풍,백운석,충청북도제천시금성면,"제천_077,제천_087",21시-035
시추결과,2021,21_성신자성(백운석)광산시추결과보고서,자성,백운석,충청북도충주시산척면,제천_107,21시-034
시추결과,2021,21_삼보(백운석)광산시추결과보고서,삼보,백운석,충청북도단양군매포읍,"영춘_117,영춘_118",21시-033
시추결과,2021,21_백산(백운석)광산시추결과보고서,백산,백운석,충청북도단양군적성면,"단양_123,단양_124,단양_133,단양_134",21시-032
시추결과,2021,21_한일현대영월(석회석)광산시추결과보고서,현대영월,석회석,강원도영월군한반도면,영월_084,21시-031
시추결과,2021,21_한검(석회석)광산시추결과보고서,한검,석회석,경상북도청송군파천면,천지_013,21시-030
시추결과,2021,21_태원심운(석회석)광산시추결과보고서,태원심운,석회석,강원도삼척시하장면,호명_052,21시-029
시추결과,2021,21_태영청수(석회석)광산시추결과보고서,태영청수(석회석),석회석,강원도평창군미탄면,예미_112,21시-028
시추결과,2021,21_태영삼도(석회석)광산시추결과보고서,태영삼도(석회석),석회석,"강원도삼척시노곡면,강원도삼척시도계읍","고사리_084,고사리_094",21시-027
시추결과,2021,21_태민덕암(석회석)광산시추결과보고서,태민덕암,석회석,강원도삼척시하장면,임계_089,21시-026
시추결과,2021,21_태경화암(석회석)광산시추결과보고서,태경화암,석회석,강원도정선군화암면,"임계_128,임계_129,임계_139",21시-025
시추결과,2021,21_충무정선(석회석)광산시추결과보고서,충무정선,석회석,강원도정선군남면,"예미_001,예미_002,예미_011",21시-024
시추결과,2021,21_청림영월(석회석)광산시추결과보고서,청림영월,석회석,강원도영월군남면,"영천_140,영춘_131,영춘_132,영춘_141,영춘_142",21시-023
시추결과,2021,21_진산(석회석)광산시추결과보고서,진산,석회석,충청남도금산군진산면,금산_074,21시-022
시추결과,2021,21_장성(석회석)광산시추결과보고서,장성(석회석),석회석,전라남도장성군황룡면,"송정_134,송정_144",21시-021
시추결과,2021,21_우룡(석회석)광산시추결과보고서,우룡(석회석),석회석,강원도영월군북면,"영월_004,영월_005,영월_014,영월_015",21시-020
시추결과,2021,21_용연(석회석)광산시추결과보고서,용연,석회석,강원도삼척시하장면,"호명_053,호명_062",21시-019
시추결과,2021,21_에코이엠씨(석회석)광산시추결과보고서,에코이엠씨,석회석,강원도정선군임계면,임계_099,21시-018
시추결과,2021,21_아세아영월(석회석)광산시추결과보고서,아세아,석회석,강원도영월군주천면,"영월_115,영월_125",21시-017
시추결과,2021,21_쌍용신기(석회석)광산시추결과보고서,쌍용신기,석회석,강원도삼척시신기면,"삼척_109,삼척_119",21시-016
시추결과,2021,21_쌍용삼척(석회석)광산시추결과보고서,쌍용삼척(석회석),석회석,강원도삼척시조비동,"삼척_047,삼척_056,삼척_057",21시-015
시추결과,2021,21_쌍용동해(석회석)광산시추결과보고서,쌍용동해,석회석,강원도동해시효가동,"삼척_113,삼척_123,삼척_124,삼척_133",21시-014
시추결과,2021,21_신원삼육(석회석)광산시추결과보고서,신원삼육,석회석,강원도정선군신동읍,예미_036,21시-013
시추결과,2021,21_송천(석회석)광산시추결과보고서,송천,석회석,충청북도단양군매포면어의곡리,단양_111,21시-012
시추결과,2021,21_송경(석회석)광산시추결과보고서,송경,석회석,충청북도제천시송학면,영월_130,21시-011
시추결과,2021,21_성신미네필드(석회석)광산시추결과보고서,성신미네필드,석회석,강원도정선군남면,"예미_003,예미_013,예미_014",21시-010
시추결과,2021,21_성신(석회석)광산시추결과보고서,성신,석회석,충청북도단양군매포읍,"영춘_089,영춘_090",21시-009
시추결과,2021,21_삼호(석회석)광산시추결과보고서,삼호(구마로),석회석,충청북도보은군마로면,청산_096,21시-008
시추결과,2021,21_삼성옥동(석회석)광산시추결과보고서,삼성옥동(석회석),석회석,강원도영월군중동면,"예미_030,예미_040,옥동_021,옥동_031",21시-007
시추결과,2021,21_벽암청산(석회석)광산시추결과보고서,벽암청산,석회석,강원도태백시혈동,"서벽_043,서벽_053",21시-006
시추결과,2021,21_백운(석회석)광산시추결과보고서,백운(석회석),석회석,강원도삼척시하장면,호명_063,21시-005
시추결과,2021,21_디에프씨(석회석)광산시추결과보고서,디에프씨,석회석,"충청북도단양군어상천면,충청북도제천시자작동","영춘_114,영춘_124",21시-004
시추결과,2021,21_대성제천(기동)(석회석)광산시추결과보고서,대성제천,석회석,충청북도제천시두학동,"영춘_122,영춘_123",21시-003
시추결과,2021,21_대성동해(석회석)광산시추결과보고서,대성동해(석회석),석회석,강원도삼척시노곡면,"고사리_083,고사리_093",21시-002
시추결과,2021,21_경기금산(석회석)광산시추결과보고서,경기금산,석회석,충청남도금산군진산면,"금산_063,금산_064",21시-001
기술조사,2021,21_마령(규석)광산기술조사보고서,마령,규석,전라북도완주군소양면,삼례_019,21기-003
기술조사,2021,21_대진창동5호(규석)광산기술조사보고서,대진창동5호,규석,"강원도평창군대화면,강원도평창군용평면,강원도평창군진부면",창동_005,21기-002
기술조사,2021,21_대진(석회석)광산기술조사보고서,대진,석회석,강원도정선군화암면,정선_019,21기-001
정밀조사,2021,제천지구(몰리브덴)정밀조사보고서,제천지구,몰리브덴,충청북도제천시금성면,"제천_016,제천_026",21정-003
정밀조사,2021,"청양지구(금,은)정밀조사보고서",청양지구,"금,은",충청남도청양군남양면,"청양_137,청양_138",21정-002
정밀조사,2021,"임계지구(금,은,동)정밀조사보고서",임계지구,"금,동,은",강원도정선군임계면,"임계_089,임계_099",21정-001
시추결과,2021,21_관인(티탄철)광산시추결과보고서,관인마그네타이트,티탄철,경기도연천군,"연천_003,연천_004,연천_013,연천_014,연천_015,연천_016",21시-006
시추결과,2021,21_쌍전(텅스텐)광산시추결과보고서,쌍전,텅스텐,경상북도울진군금강송면,현동_062,21시-005
시추결과,2021,21_신예미(철)광산시추결과보고서,신예미,철,강원도정선군신동읍,"예미_049,예미_059,예미_060",21시-004
시추결과,2021,21_창대(몰리브덴)광산시추결과보고서,창대,몰리브덴,경상북도영덕군창수면,"영해_106,영해_107",21시-003
시추결과,2021,21_금성(몰리브덴)광산시추결과보고서,금성,몰리브덴,"충청북도단양군적성면,충청북도제천시금성면,충청북도제천시금성면","제천_016,제천_017,제천_026",21시-002
시추결과,2021,"21_가사도(금,은)광산시추결과보고서","가사도(금,은)","금,은",전라남도진도군조도면,"지산_112,지산_113,지산_122,지산_123",21시-001
기술조사,2021,21_가곡(티탄철)광산기술조사보고서,가곡,티탄철,강원도삼척시가곡면,"장성_074,장성_084",21기-001
정밀조사,2020,정선-예미지구(석회석)기획정밀조사보고서,정선-예미지구,석회석,"강원도정선군남면,강원도정선군화암면","예미_001,예미_002",20정-007
정밀조사,2020,영동지구(장석)정밀조사보고서,영동지구,장석,"충청북도영동군용산면,충청북도옥천군청산면","영동_111,영동_112,영동_121,영동_122",20정-006
정밀조사,2020,석병산지구(석회석)정밀조사보고서,석병산지구,석회석,"강원도강릉시옥계면,강원도정선군임계면","석병산_048,석병산_058",20정-005
정밀조사,2020,정선지구(석회석)정밀조사보고서,정선지구,석회석,"강원도정선군정선읍봉양리,강원도정선군정선읍용탄리","정선_075,정선_076,정선_085",20정-004
정밀조사,2020,삼척지구(규석)정밀조사보고서,삼척,규석,"강원도삼척시근산동,강원도삼척시노곡면,강원도삼척시미로면,강원도삼척시조비동","삼척_066,삼척_067,삼척_076",20정-003
정밀조사,2020,단양지구(석회석)정밀조사보고서,단양지구,석회석,"충청북도단양군단양읍마조리,충청북도단양군단양읍수촌리,충청북도단양군단양읍천동리","단양_043,단양_053,단양_054",20정-002
정밀조사,2020,제천Ⅱ지구(석회석)정밀조사보고서,제천Ⅱ지구,석회석,"충청북도제천시금성면월굴리,충청북도제천시금성면적덕리","제천_057,제천_058",20정-001
시추결과,2020,20구례(흑연)광산시추결과보고서,"구례,구례(흑연)",흑연,전라남도구례군구례읍,구례_069,20시-042
시추결과,2020,20내외(운모)광산시추결과보고서,내외,운모,충청북도영동군상촌면,영동_060,20시-041
시추결과,2020,20대일(연옥)광산시추결과보고서,대일,연옥,강원도춘천시동면월곡리,"내평_105,내평_106,내평_115,내평_116,내평_125,내평_126",20시-040
