입고연도,구분,사업명,시공연도,분류,광산명,광종,소재지,광구,번호,광업권자,시추공,시추공 좌표기준,시추공 좌표(X),시추공 좌표(Y), 심추공 심도 ,심추공 규격,암추 보고서,암추 주상도,암추 도면,암추 분석결과,암추 이미지스캔,암추 다기능스캔,암추 물성시험,암추 현미경사진,암추 보관형태
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,개발2편 우운 12-11,,,,118, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,개발2편 우운 12-12,,,,40, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,개발2편 우운 12-13,,,,110, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-01,,,,55, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-02,,,,30, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-03,,,,48, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-04,,,,52, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-05,,,,54, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-06,,,,62, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-07,,,,27, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-08,,,,55.7, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-09,,,,37.2, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-10,,,,57, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-11,,,,50, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-12,,,,48, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-13,,,,36, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-14,,,,63, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-15,,,,33, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-16,,,,44, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-17,,,,48, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-18,,,,44, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-19,,,,63, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-20,,,,61, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-21,,,,30, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-22,,,,60, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-23,,,,60, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발1편 좌운 13-24,,,,50, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발3편 주운 13-01,,,,78, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발3편 주운 13-02,,,,63, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발3편 주운 13-03,,,,55, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발3편 주운 13-04,,,,55, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발3편 주운 13-05,,,,96, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발3편 주운 13-12,,,,96, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발3편 주운 13-13,,,,115, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발3편 주운 13-14,,,,130, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발3편 주운 13-16,,,,92, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발3편 주운 13-18,,,,42, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발3편 주운 13-19,,,,57, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,개발3편 주운 13-20,,,,18, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2014,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 2014 BH-1,,,,346, NQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2014,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 2014 BH-2,,,,400, NQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2014,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 2014 BH-3,,,,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 주운 12-01,,,,66, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 주운 12-02,,,,36, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 주운 12-03,,,,75, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 주운 12-04,,,,69, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 주운 12-14,,,,70, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 주운 12-15,,,,40.6, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 주운 12-16,,,,84, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 좌운 12-06,,,,20, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 좌운 12-07,,,,32, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 좌운 12-08,,,,40, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 좌운 12-09,,,,40, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 좌운 12-10,,,,40, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 좌운 12-11,,,,45, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 좌운 12-12,,,,51, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수갱 좌운 12-13,,,,52, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 1중단 좌운 12-01,,,,56, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 1중단 좌운 12-02,,,,54, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,사수 1중단 좌운 13-01,,,,33, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,사수 1중단 좌운 13-02,,,,34, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,사수 1중단 좌운 13-03,,,,36, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,사수 1중단 좌운 13-04,,,,30, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,사수 1중단 좌운 13-05,,,,30, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,사수 1중단 좌운 13-06,,,,25.4, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2013,금속,금성,몰리브덴,충북 제천 금성,,,,사수 1중단 좌운 13-07,,,,30, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 12-03,,,,62, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 12-06,,,,45, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 12-07,,,,62, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 12-08,,,,55, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 12-09,,,,54, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 12-10,,,,48, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 12-11,,,,90, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 12-12,,,,25, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 우운 12-03,,,,129, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 우운 12-04,,,,37.3, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 우운 12-05,,,,30, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 좌운 12-14,,,,26.6, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 좌운 12-15,,,,71, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 좌운 12-16,,,,54, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 좌운 12-17,,,,48, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 좌운 12-18,,,,45, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 좌운 12-19,,,,42, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 좌운 12-20,,,,33, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 좌운 우1C 12-01,,,,20, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 좌운 우1C 12-02,,,,29, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 좌운 우1C 12-03,,,,30, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 좌운 우1C 12-04,,,,29.2, AQ ,,,,,,,,, Whole Core
2020,국고보조,민간시추,2012,금속,금성,몰리브덴,충북 제천 금성,,,,사수 2중단 좌운 우1C 12-05,,,,42, AQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,구례,흑연,전남 구례 구례,,,,2001,GRS80,235227,288984,90,NQ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,구례,흑연,전남 구례 구례,,,,2002,GRS80,256251,288920,80,NQ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,구례,흑연,전남 구례 구례,,,,2003,GRS80,256272,288864,90,NQ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,대일,연옥,강원 춘천 동,,,,2001,GRS80,271048,591136,230, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,대일,연옥,강원 춘천 동,,,,2002,GRS80,270333,591164,170, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,대일,연옥,강원 춘천 동,,,,2003,GRS80,271062,591065,300, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,삼성옥동,석회석,강원 영월 중동,,,,2001,GRS80,173948,507804,300, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,삼성옥동,석회석,강원 영월 중동,,,,2002,GRS80,174230,507733,180, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,진산,석회석,충남 금산 진산,,,,2001,GRS80,234056,389928,250, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,진산,석회석,충남 금산 진산,,,,2002,GRS80,224385,389829,81, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,진산,석회석,충남 금산 진산,,,,2003,GRS80,234440,389780,80, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,진산,석회석,충남 금산 진산,,,,2004,GRS80,234444,389780,140, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,아세아,석회석,강원 영월 주천,,,,2001,GRS80,138560,518880,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,아세아,석회석,강원 영월 주천,,,,2002,GRS80,138842,519019,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,아세아,석회석,강원 영월 주천,,,,2003,GRS80,138900,519007,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,경기금산,석회석,충남 금산 진산,,,,2001,GRS80,235275,391963,100, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,경기금산,석회석,충남 금산 진산,,,,2002,GRS80,235373,391909,140, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,경기금산,석회석,충남 금산 진산,,,,2003,GRS80,235191,391823,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,경기금산,석회석,충남 금산 진산,,,,2004,GRS80,235096,391780,120, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,청림영월,석회석,강원 영월 남,,,,2001,GRS80,135729,506415,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,청림영월,석회석,강원 영월 남,,,,2002,GRS80,135650,506418,80, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,청림영월,석회석,강원 영월 남,,,,2003,GRS80,135650,506418,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,청림영월,석회석,강원 영월 남,,,,2004,GRS80,136054,506309,80, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,효종,백운석,충북 단양 대강,,,,2001,GRS80,143120,477217,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,효종,백운석,충북 단양 대강,,,,2002,GRS80,143067,477216,220, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,효종,백운석,충북 단양 대강,,,,2003,GRS80,143084,477187,120, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,삼보,백운석,충북 단양 매포,,,,2001,GRS80,138873,494297,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,삼보,백운석,충북 단양 매포,,,,2002,GRS80,138987,493984,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,백운,석회석,강원 삼척 하장,,,,2001,GRS80,190602,521029,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,백운,석회석,강원 삼척 하장,,,,2002,GRS80,190483,520942,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,백운,석회석,강원 삼척 하장,,,,2003,GRS80,190485,520932,100, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,내외,운모,충북 영동 황간,,,,2001,GRS80,281679,397763,100, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,내외,운모,충북 영동 황간,,,,2002,GRS80,281698,397716,100, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,내외,운모,충북 영동 황간,,,,2003,GRS80,281729,397668,100, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,백산,백운석,충북 단양 적성,,,,2001,GRS80,135955,484177,96, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,비금속,백산,백운석,충북 단양 적성,,,,2002,GRS80,135975,484190,100, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,비금속,백산,백운석,충북 단양 적성,,,,2003,GRS80,136018,484059,100, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,비금속,백산,백운석,충북 단양 적성,,,,2004,GRS80,136034,484109,100, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,비금속,백산,백운석,충북 단양 적성,,,,2005,GRS80,136018,484059,100, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,비금속,케이마인,석회석,강원 정선 임계,,,,2001,GRS80,185884,529222,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,케이마인,석회석,강원 정선 임계,,,,2002,GRS80,185939,529224,100, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,케이마인,석회석,강원 정선 임계,,,,2003,GRS80,185917,529349,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,완도,납석,전남 완도 노화,,,,2001,GRS80,162347,180281,100, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,완도,납석,전남 완도 노화,,,,2002,GRS80,162346,180244,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,완도,납석,전남 완도 노화,,,,2003,GRS80,162304,180177,114, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,충무정선,석회석,강원 정선 남,,,,2001,GRS80,175012,524996,133, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,충무정선,석회석,강원 정선 남,,,,2002,GRS80,175878,524651,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,충무정선,석회석,강원 정선 남,,,,2003,GRS80,176546,524945,250, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,충무정선,석회석,강원 정선 남,,,,2004,GRS80,177305,524429,250, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,충무정선,석회석,강원 정선 남,,,,2005,GRS80,177235,524258,120, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,대성제천,석회석,충북 제천 두학,,,,2001,GRS80,135932,505728,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,대성제천,석회석,충북 제천 두학,,,,2002,GRS80,135960,505518,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,대성제천,석회석,충북 제천 두학,,,,2003,GRS80,135952,505515,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,대성제천,석회석,충북 제천 두학,,,,2004,GRS80,136073,505335,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,대성단양,석회석,충북 단양 어상천,,,,2001,GRS80,140539,396089,100, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,대성단양,석회석,충북 단양 어상천,,,,2002,GRS80,140472,395907,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,대성단양,석회석,충북 단양 어상천,,,,2003,GRS80,140487,395429,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,대성단양,석회석,충북 단양 어상천,,,,2004,GRS80,140654,395415,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,대성단양,석회석,충북 단양 어상천,,,,2005,GRS80,140684,395290,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,대성단양,석회석,충북 단양 어상천,,,,2006,GRS80,140669,395300,250, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,금속,신예미,철,강원 정선 신동,,,,2001,GRS80,170225,509441,160, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,신예미,철,강원 정선 신동,,,,2002,GRS80,170217,509430,200, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,신예미,철,강원 정선 신동,,,,2003,GRS80,170209,509426,240, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,신예미,철,강원 정선 신동,,,,2004,GRS80,170115,509301,240, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,가사도,금은,전남 진도 조도,,,,2001,GRS80,112031,207565,80, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,가사도,금은,전남 진도 조도,,,,2002,GRS80,112031,207565,120, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,가사도,금은,전남 진도 조도,,,,2003,GRS80,112080,207703,90, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,가사도,금은,전남 진도 조도,,,,2004,GRS80,112080,207703,110, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,가사도,금은,전남 진도 조도,,,,2005,GRS80,112149,207789,140, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,가사도,금은,전남 진도 조도,,,,2006,GRS80,112149,207789,180, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,가사도,금은,전남 진도 조도,,,,2007,GRS80,112347,208302,250, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,가사도,금은,전남 진도 조도,,,,2008,GRS80,112751,208461,90, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,가사도,금은,전남 진도 조도,,,,2009,GRS80,112781,208449,130, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,은산,금은,전남 해남 황산,,,,2001,GRS80,143509,219592,90, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,은산,금은,전남 해남 황산,,,,2002,GRS80,143509,219592,90, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,은산,금은,전남 해남 황산,,,,2003,GRS80,143079,217920,170, NQ ,,,,,,,,,Slabbed Core
2020,센터자체,정밀조사,2020,비금속,석병산,석회석,강원 강릉 옥계,,,,2001,GRS80,194776,550191,480, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,태경화암,석회석,강원 정선 화암,,,,2001,GRS80,181100,530279,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,태경화암,석회석,강원 정선 화암,,,,2002,GRS80,181321,530295,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,태경화암,석회석,강원 정선 화암,,,,2003,GRS80,181579,530224,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,대성동해,석회석,강원 삼척 도계,,,,2001,GRS80,208791,521871,300, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,대성동해,석회석,강원 삼척 도계,,,,2002,GRS80,209273,521862,300, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,대성동해,석회석,강원 삼척 도계,,,,2003,GRS80,208828,521573,250, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,장성,석회석,전남 장성 황룡,,,,2001,GRS80,178819,297705,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,장성,석회석,전남 장성 황룡,,,,2002,GRS80,178964,298025,180, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,장성,석회석,전남 장성 황룡,,,,2003,GRS80,178971,298021,220, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,장성,석회석,전남 장성 황룡,,,,2004,GRS80,178809,297837,120, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,장성,석회석,전남 장성 황룡,,,,2005,GRS80,178808,297704,180, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,장성,석회석,전남 장성 황룡,,,,2006,GRS80,178814,297700,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,우룡,석회석,강원 영월 북,,,,2001,GRS80,154314,518203,250, NQ ,,,,,,,,, Whole Core
