입고연도,구분,사업명,시공연도,분류,광산명,광종,소재지,광구,번호,광업권자,시추공,시추공 좌표기준,시추공 좌표(X),시추공 좌표(Y), 심추공 심도 ,심추공 규격,암추 보고서,암추 주상도,암추 도면,암추 분석결과,암추 이미지스캔,암추 다기능스캔,암추 물성시험,암추 현미경사진,암추 보관형태
2020,국고보조,탐광시추,2020,비금속,우룡,석회석,강원 영월 북,,,,2002,GRS80,154366,518525,205, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,우룡,석회석,강원 영월 북,,,,2003,GRS80,154239,519117,230, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,우룡,석회석,강원 영월 북,,,,2004,GRS80,154487,519269,170, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,태영삼도,석회석,강원 삼척 도계,,,,2001,GRS80,207758,519294,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,태영삼도,석회석,강원 삼척 도계,,,,2002,GRS80,208516,520574,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,태영삼도,석회석,강원 삼척 도계,,,,2003,GRS80,207713,520583,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,디에프씨,석회석,충북 단양 어상천,,,,2001,GRS80,138026,501765,250, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,디에프씨,석회석,충북 단양 어상천,,,,2002,GRS80,138189,501305,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2020,비금속,디에프씨,석회석,충북 단양 어상천,,,,2003,GRS80,138438,501071,250, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2019,금속,관인,티탄철,경기 관인 포천,,,,1907,GRS80,220523,613153,150, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2019,금속,관인,티탄철,경기 관인 포천,,,,1908,GRS80,220509,613143,150, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,관인,티탄철,경기 관인 포천,,,,2001,GRS80,220622,613240,90, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,관인,티탄철,경기 관인 포천,,,,2002,GRS80,220521,613150,160, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,관인,티탄철,경기 관인 포천,,,,2003,GRS80,220521,613150,120, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,관인,티탄철,경기 관인 포천,,,,2004,GRS80,220492,613148,180, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,관인,티탄철,경기 관인 포천,,,,2005,GRS80,220492,613148,120, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,관인,티탄철,경기 관인 포천,,,,2006,GRS80,220459,613175,160, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2020,금속,관인,티탄철,경기 관인 포천,,,,2007,GRS80,220459,613175,120, NQ ,,,,,,,,,Slabbed Core
2020,국고보조,탐광시추,2017,비금속,태경영천,석회석,충북 단양 매포,,,,1701,GRS80,138202,397803,110, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2017,비금속,태경영천,석회석,충북 단양 매포,,,,1702,GRS80,137991,397605,120, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2017,비금속,태경영천,석회석,충북 단양 매포,,,,1703,GRS80,138340,397640,210, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2017,비금속,태경영천,석회석,충북 단양 매포,,,,1704,GRS80,138249,397522,180, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2017,비금속,태경영천,석회석,충북 단양 매포,,,,1705,GRS80,138174,397431,120, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2018,비금속,태경영천,석회석,충북 단양 매포,,,,1801,GRS80,138206,397799,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2018,비금속,태경영천,석회석,충북 단양 매포,,,,1802,GRS80,137994,397608,200, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2018,비금속,태경영천,석회석,충북 단양 매포,,,,1803,GRS80,139332,397016,70, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2018,비금속,태경영천,석회석,충북 단양 매포,,,,1804,GRS80,139320,397008,80, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2018,비금속,태경영천,석회석,충북 단양 매포,,,,1805,GRS80,139407,396921,150, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2018,비금속,태경영천,석회석,충북 단양 매포,,,,1806,GRS80,139388,396907,70, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2018,비금속,태경영천,석회석,충북 단양 매포,,,,1807,GRS80,138218,498265,300, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2018,비금속,태경영천,석회석,충북 단양 매포,,,,1808,GRS80,138353,498120,300, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2018,비금속,태경영천,석회석,충북 단양 매포,,,,1809,GRS80,138300,498094,300, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2019,비금속,태경영천,석회석,충북 단양 매포,,,,1901,GRS80,138158,498215,350, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2019,비금속,태경영천,석회석,충북 단양 매포,,,,1902,GRS80,138099,497902,120, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2019,비금속,태경영천,석회석,충북 단양 매포,,,,1903,GRS80,138574,497793,300, NQ ,,,,,,,,, Whole Core
2020,국고보조,탐광시추,2019,비금속,태경영천,석회석,충북 단양 매포,,,,1904,GRS80,138014,497952,200, NQ ,,,,,,,,, Whole Core
2020,기타,광해공단,2019,금속,문명,금은,경북 영덕 지품,,,,BH-1,GRS80,229258,425779,4.6,NX,,,,,,,,, Whole Core
2020,기타,광해공단,2019,금속,문명,금은,경북 영덕 지품,,,,BH-2,GRS80,229272,425800,7.7,NX,,,,,,,,, Whole Core
2020,기타,광해공단,2019,금속,문명,금은,경북 영덕 지품,,,,BH-3,GRS80,229275,425798,31.9,NX,,,,,,,,, Whole Core
2020,기타,광해공단,2019,금속,문명,금은,경북 영덕 지품,,,,BH-4,GRS80,228753,426140,40,NX,,,,,,,,, Whole Core
2020,기타,광해공단,2020,금속,문명,금은,경북 영덕 지품,,,,MH-1,GRS80,228782,426119,28,NX,,,,,,,,, Whole Core
2020,기타,광해공단,2020,금속,문명,금은,경북 영덕 지품,,,,MH-2,GRS80,228729,426141,19.2,NX,,,,,,,,, Whole Core
2020,기타,광해공단,2020,금속,문명,금은,경북 영덕 지품,,,,MH-3,GRS80,228730,426136,40,NX,,,,,,,,, Whole Core
2020,기타,광해공단,2020,금속,문명,금은,경북 영덕 지품,,,,MH-4,GRS80,228730,426138,10,NX,,,,,,,,, Whole Core
2020,기타,광해공단,2020,금속,문명,금은,경북 영덕 지품,,,,MH-5,GRS80,228776,426116,10,NX,,,,,,,,, Whole Core
2020,기타,광해공단,2020,금속,문명,금은,경북 영덕 지품,,,,MH-6,GRS80,229266,425782,33.3,NX,,,,,,,,, Whole Core
2020,기타,광해공단,2020,금속,문명,금은,경북 영덕 지품,,,,MH-7,GRS80,229252,425763,26.7,NX,,,,,,,,, Whole Core
2020,기타,광해공단,2020,금속,문명,금은,경북 영덕 지품,,,,MH-8,GRS80,229255,425772,4.3,NX,,,,,,,,, Whole Core
