작성연도,보고서명,광산명,광종,소재지,광업지적,보고서번호
2024,"24_충주지구(백운석,규석) 정밀조사보고서",충주지구,"규석,백운석",충청북도 충주시 살미면 ,"충주_025,충주_035",24정-007
2024,24_장성Ⅲ지구(석회석) 정밀조사보고서,장성Ⅲ지구,석회석,강원도 태백시 철암동 ,장성_104,24정-006
2024,24_임계Ⅱ지구(석회석) 정밀조사보고서,임계Ⅱ지구,규석,강원도 정선군 임계면 ,"임계_073,임계_083",24정-005
2024,24_임계Ｉ지구(석회석) 정밀조사보고서,임계Ⅰ지구,석회석,강원도 정선군 임계면 ,"임계_105,임계_106,임계_115,임계_116",24정-004
2024,"24_영월지구(석회석,백운석) 정밀조사보고서",영월지구,"백운석,석회석",강원도 영월군 한반도면 ,"영월_119,영월_120",24정-003
2024,24_산청지구(고령토) 정밀조사보고서,산청지구,고령토,"경상남도 산청군 금서면 ,경상남도 산청군 생초면 ","산청_093,산청_094,산청_103,산청_104",24정-002
2024,24_고사리지구(석회석) 정밀조사보고서,고사리지구,석회석,강원도 삼척시 도계읍 ,"고사리_100,고사리_109",24정-001
2023,해남Ⅰ지구(규석) 정밀조사보고서,해남Ⅰ지구,규석,"전라남도 강진군 도암면 ,전라남도 해남군 옥천면 ","해남_028,해남_029",23정-009
2023,설천지구(운모) 정밀조사보고서,설천지구,운모,충청북도 영동군 양강면 ,"설천_132,설천_133,설천_143,설천_144",23정-008
2023,해남Ⅱ지구(규석) 정밀조사보고서,해남Ⅱ지구,규석,전라남도 강진군 도암면 ,"해남_006,해남_016,해남_017",23정-007
2023,임계지구(석회석) 정밀조사보고서,임계지구,석회석,"강원도 정선군 임계면 ,강원도 정선군 화암면 ","임계_109,임계_117,임계_118,임계_119",23정-006
2023,문산지구(규석) 정밀조사보고서,문산지구,규석,경기도 파주시 적성면 ,"문산_002,문산_012,문산_022",23정-003
2023,청평지구(백운석) 정밀조사보고서,청평지구,백운석,경기도 가평군 청평면 ,"청평_033,청평_034",23정-002
2023,석병산Ⅱ지구(석회석) 정밀조사보고서,석병산Ⅱ지구,석회석,강원도 강릉시 옥계면 ,"석병산_003,석병산_014,석병산_015",23정-005
2023,석병산Ⅰ지구(석회석) 정밀조사보고서,석병산Ⅰ지구,석회석,강원도 정선군 임계면 ,"석병산_050,석병산_060",23정-004
2023,장성Ⅱ지구(티탄철) 정밀조사보고서,장성Ⅱ지구,티탄철,"강원도 삼척시 가곡면 ,강원도 태백시 동점동 ,경상북도 봉화군 석포면 ","장성_085,장성_095",23정-001
2022,2022_정선2지구(석회석) 정밀조사보고서,정선2지구,석회석,"강원도 정선군 정선읍 광하리,강원도 정선군 정선읍 용탄리,강원도 평창군 미탄면 평안리","정선_118,정선_119",22정-009
2022,2022_정선1지구(석회석) 정밀조사보고서,정선1지구,석회석,"강원도 정선군 북평면 문곡리,강원도 정선군 여량면 고양리,강원도 정선군 정선읍 여탄리","정선_005,정선_006,정선_015,정선_016,정선_017",22정-08
2022,2022_장성지구(티탄철) 정밀조사보고서,장성지구,티탄철,강원도 삼척시 가곡면 풍곡리,"장성_074,장성_084",22정-007
2022,2022_장성지구(석회석) 정밀조사보고서,장성지구,석회석,강원도 태백시 동점동 ,장성_126,22정-006
2022,2022_영춘지구(석회석) 정밀조사보고서,영춘지구,석회석,"충청북도 단양군 가곡면 ,충청북도 단양군 매포읍 ","영춘_089,영춘_090",22정-005
2022,22년 설천지구(운모) 정밀조사 보고서,설천지구,운모,"충청북도 영동군 영동읍 산익리,충청북도 영동군 영동읍 주곡리,충청북도 영동군 영동읍 화신리","설천_101,설천_111,설천_112,설천_122",22정-004
2022,2022_도평지구(납석) 정밀조사보고서,도평지구,납석,경상북도 청송군 부남면 ,"도평_063,도평_064",22정-003
2022,2022_남양지구(규석) 정밀조사보고서,남양지구,규석,"경기도 화성시 봉담읍 상기리,경기도 화성시 봉담읍 세곡리","남양_049,남양_050",22정-002
2022,2022_감포지구((불석)) 정밀조사보고서,감포지구,불석,경상북도 경주시 감포읍 ,"감포_031,감포_041",22정-001
2022,2022_현동지구(텅스텐) 정밀조사보고서,현동지구,텅스텐,경상북도 울진군 금강송면 쌍전리,"현동_052,현동_062",22정-010
2021,부여지구(장석) 정밀조사보고서,부여지구,장석,충청남도 부여군 장암면 ,"부여_056,부여_066,부여_067",21정-008
2021,단양지구(석회석) 정밀조사보고서,단양지구,석회석,충청북도 단양군 가곡면 ,"단양_041,단양_042,단양_052,영춘_040,영춘_050",21정-007
2021,정선지구(석회석) 정밀조사보고서,정선지구,석회석,강원도 정선군 정선읍 ,"정선_098,정선_099,정선_100,정선_108,정선_109",21정-006
2021,옥동지구(석회석) 정밀조사보고서,옥동지구,석회석,강원도 영월군 김삿갓면 ,"옥동_093,옥동_094",21정-005
2021,고사리지구(석회석) 정밀조사보고서,고사리지구,석회석,강원도 삼척시 신기면 ,"고사리_131,고사리_141,고사리_142",21정-004
2021,제천지구(몰리브덴) 정밀조사보고서,제천지구,몰리브덴,충청북도 제천시 금성면 ,"제천_016,제천_026",21정-003
2021,"청양지구(금,은) 정밀조사보고서",청양지구,"금,은",충청남도 청양군 남양면 ,"청양_137,청양_138",21정-002
2021,"임계지구(금,은,동) 정밀조사보고서",임계지구,"금,동,은",강원도 정선군 임계면 ,"임계_089,임계_099",21정-001
2020,정선-예미지구(석회석) 기획정밀조사보고서,정선-예미지구,석회석,"강원도 정선군 남면 ,강원도 정선군 화암면 ","예미_001,예미_002",20정-007
2020,영동지구(장석) 정밀조사보고서,영동지구,장석,"충청북도 영동군 용산면 ,충청북도 옥천군 청산면 ","영동_111,영동_112,영동_121,영동_122",20정-006
2020,석병산지구(석회석) 정밀조사보고서,석병산지구,석회석,"강원도 강릉시 옥계면 ,강원도 정선군 임계면 ","석병산_048,석병산_058",20정-005
2020,정선지구(석회석) 정밀조사보고서,정선지구,석회석,"강원도 정선군 정선읍 봉양리,강원도 정선군 정선읍 용탄리","정선_075,정선_076,정선_085",20정-004
2020,삼척지구(규석) 정밀조사보고서,삼척,규석,"강원도 삼척시 근산동 ,강원도 삼척시 노곡면 ,강원도 삼척시 미로면 ,강원도 삼척시 조비동 ","삼척_066,삼척_067,삼척_076",20정-003
2020,단양지구(석회석) 정밀조사보고서,단양지구,석회석,"충청북도 단양군 단양읍 마조리,충청북도 단양군 단양읍 수촌리,충청북도 단양군 단양읍 천동리","단양_043,단양_053,단양_054",20정-002
2020,제천Ⅱ지구(석회석) 정밀조사보고서,제천Ⅱ지구,석회석,"충청북도 제천시 금성면 월굴리,충청북도 제천시 금성면 적덕리","제천_057,제천_058",20정-001
2020,"대흥지구(금,은) 정밀조사보고서",대흥지구,"금,은","충청남도 공주시 신풍면 ,충청남도 청양군 운곡면 ","대흥_059,대흥_069",20정-002
2020,호명지구(금·은) 정밀조사보고서,호명지구,"금,은","강원도 정선군 화암면 몰운리,강원도 정선군 화암면 화암리","호명_111,호명_112",20정-001
2019,영춘Ⅰ지구(석회석) 기획정밀조사보고서,영춘1지구,석회석,"충청북도 단양군 매포읍 ,충청북도 단양군 어상천면 ","영춘_106,영춘_116",19정-006
2019,감포지구(벤토나이트) 정밀조사보고서,감포지구,벤토나이트,"경상북도 경주시 감포읍 전동리,경상북도 경주시 감포읍 팔조리","감포_012,감포_013",19정-005
2019,석병산지구(석회석) 정밀조사보고서,석병산지구,석회석,"강원도 강릉시 옥계면 ,강원도 정선군 임계면 ","석병산_017,석병산_028",19정-004
2019,"영춘II지구(석회석, 백운석) 정밀조사보고서",영춘II지구,"백운석,석회석","강원도 영월군 남면 ,충청북도 단양군 어상천면 ,충청북도 단양군 영춘면 ","영춘_053,영춘_063,영춘_064,영춘_066,영춘_075,영춘_076",19정-003
2019,정선지구(석회석) 정밀조사보고서,정선지구,석회석,"강원도 정선군 정선읍 용탄리,강원도 정선군 정선읍 회동리","전주_106,정선_107,정선_117",19정-002
2019,"영월지구(백운석, 석회석) 정밀조사보고서",영월지구,"백운석,석회석","강원도 영월군 북면 덕상리,강원도 영월군 한반도면 광전리","영월_066,영월_076",19정-001
2019,대율지구(금·은·동·연·아연) 정밀조사보고서,대율지구,"금,동,아연,연,은","경상북도 칠곡군 가산면 금화리,경상북도 칠곡군 동명면 남원리,경상북도 칠곡군 동명면 학명리","대율_107,대율_108,대율_109,대율_117,대율_118,대율_119",19정-002
2019,청송(금·은·동·연·아연)지구 정밀조사보고서,청송지구,"금,동,아연,연,은","경상북도 청송군 안덕면 근곡리,경상북도 청송군 안덕면 노래리,경상북도 청송군 안덕면 신성리,경상북도 청송군 안덕면 지소리","도평_141,청송_150",19정-001
2018,미원Ι지구(석회석) 정밀조사보고서,미원Ι지구,석회석,"충청북도 청주시 상당구  ,충청북도 청주시 상당구  ","미원_096,미원_097,미원_107",18정-008
2018,석병산지구(석회석) 정밀조사보고서,석병산지구,석회석,강원도 강릉시 구정면 ,"석병산_032,석병산_033,석병산_042,석병산_043",18정-007
2018,호명지구(석회석) 정밀조사보고서,호명지구,석회석,"강원도 정선군 고한읍 고한리,강원도 정선군 사북읍 사북리","호명_087,호명_097",18정-006
2018,"영춘II지구(석회석,백운석) 정밀조사보고서",영춘II지구,"백운석,석회석","충청북도 단양군 매포읍 ,충청북도 단양군 적성면 ","영춘_110,영춘_119,영춘_120,영춘_129,영춘_130,영춘_139",18정-005
2018,장성지구(석회석)정밀조사보고서,장성지구,석회석,"강원도 삼척시 가곡면 풍곡리,경상북도 봉화군 석포면 석포리","장성_045,장성_046,장성_056",18정-004
2018,삼척지구(석회석) 정밀조사 보고서,삼척지구,석회석,"강원도 삼척시 미로면 동산리,강원도 삼척시 미로면 상거노리,강원도 삼척시 미로면 상정리,강원도 삼척시 미로면 천기리,강원도 삼척시 미로면 하사전리,강원도 삼척시 미로면 활기리","삼척_097,삼척_098,삼척_107,삼척_108",18정-003
2018,감포지구(벤토나이트) 정밀조사보고서,감포지구,벤토나이트,경상북도 경주시 감포읍 ,"감포_024,감포_034",18정-002
2018,미원II지구(석회석) 정밀조사보고서,미원II지구,석회석,충청북도 청주시 상당구  ,미원_130,18정-001
2018,갑천-풍암지구 정밀조사보고서,갑천-풍암지구,"금,은","강원도 홍천군 서석면 어론리,강원도 횡성군 갑천면 병지방리","갑천_094,갑천_104,갑천_114,풍암_089",18정-002
2018,"안의지구(금,은) 정밀조사보고서",안의지구,"금,은","경상남도 거창군 남하면 대야리,경상남도 거창군 남하면 무릉리,경상남도 거창군 남하면 지산리","안의_011,안의_012,안의_022",18정-001
2017,석병산지구(석회석) 정밀조사보고서,석병산지구,석회석,"강원도 정선군 임계면 가목리,강원도 정선군 임계면 직원리","석병산_038,석병산_039,석병산_049",17정-009
2017,"영춘Ι지구(석회석, 백운석) 정밀조사보고서",영춘II지구,"백운석,석회석","충청북도 단양군 어상천면 ,충청북도 단양군 영춘면 ","영춘_073,영춘_074,영춘_083,영춘_084",17정-008
2017,구정지구(고령토) 정밀조사보고서,구정지구,고령토,"경상남도 합천군 가야면 구미리,경상남도 합천군 가야면 야천리,경상남도 합천군 야로면 하림리,경상북도 성주군 수륜면 백운리","구정_054,구정_055,구정_086",17정-007
2017,모량지구(납석) 정밀조사보고서,모량,납석,"울산광역시 울주군 두서면 내와리,울산광역시 울주군 상북면 소호리","모량_089,모량_099",17정-006
2017,"영춘II지구(석회석, 백운석) 정밀조사보고서",영춘II지구,"백운석,석회석","충청북도 단양군 어상천면 ,충청북도 단양군 적성면 ","단양_131,영춘_085,영춘_086,영춘_087,영춘_096,영춘_140",17정-005
2017,장성II지구(석회석) 정밀조사보고서,장성지구,석회석,"강원도 삼척시 가곡면 풍곡리,강원도 태백시 철암동 ","장성_093,장성_094,장성_094,장성_103",17정-004
2017,예미지구(석회석) 정밀조사보고서,예미지구,석회석,"강원도 정선군 신동읍 ,강원도 정선군 정선읍 가수리","예미_082,예미_083,예미_092,예미_093",17정-003
2017,영월II지구(석회석) 정밀조사보고서,영월2지구,석회석,"강원도 영월군 주천면 ,강원도 영월군 한반도면 ","영월_114,영월_124",17정-002
2017,영월I지구(백운석) 정밀조사보고서,영월지구,백운석,"강원도 영월군 북면 ,강원도 영월군 영월읍 ","영월_027,영월_028,영월_038",17정-001
2017,황강리지구(금·은·동·연·아연·텅스텐) 정밀조사보고서,황강리지구,"금,동,아연,연,은,텅스텐","충청북도 제천시 수산면 지곡리,충청북도 제천시 청풍면 도화리","황강리_023,황강리_031,황강리_033,황강리_041",17정-004
2017,장성지구(티탄철) 정밀조사보고서,장성1지구,티탄철,"강원도 태백시 동점동 ,경상북도 봉화군 석포면 ","장성_115,장성_116",17정-003
2017,영산지구(동) 정밀조사보고서,영산지구,동,"경상남도 창녕군 길곡면 ,경상남도 창녕군 도천면 ","영산_114,영산_114,영산_115,영산_116,영산_117,영산_126,영산_127,영산_127",17정-002
2017,설천지구(금·은) 정밀조사보고서,설천지구,"금,은","충청북도 영동군 상촌면 대해리,충청북도 영동군 상촌면 흥덕리","설천_036,설천_046",17정-001
2016,삼척2지구(석회석) 정밀조사보고서,삼척2지구,석회석,"강원도 삼척시 근덕면 ,강원도 삼척시 노곡면 ","삼척_039,삼척_049,삼척_060",16정-008
2016,안동지구(장석) 정밀조사보고서,안동지구,장석,"경상북도 안동시 북후면 ,경상북도 안동시 서후면 ","안동_051,안동_061,안동_062,안동_071,안동_072",16정-007
2016,삼척1지구(석회석) 정밀조사보고서,삼척1지구,석회석,"강원도 동해시 삼화동 ,강원도 동해시 이기동 ","삼척_131,삼척_141,삼척_142",16정-006
2016,감포지구(벤토나이트) 정밀조사보고서,감포지구,벤토나이트,경상북도 경주시 양남면 하서리,"감포_030,감포_040",16정-005
2016,영월지구(백운석) 정밀조사보고서,영월지구,백운석,강원도 영월군 북면 ,"영월_054,영월_055,영월_056,영월_064,영월_065",16정-004
2016,고사리지구(석회석) 정밀조사보고서,고사리지구,석회석,"강원도 삼척시 노곡면 상마읍리,강원도 삼척시 노곡면 주지리","고사리_064,고사리_065,고사리_066",16정-003
2016,정선지구(석회석) 정밀조사보고서,정선지구,석회석,"강원도 정선군 정선읍 ,강원도 평창군 미탄면 ","정선_127,정선_128,정선_138,정선_139,정선_149",16정-002
2016,영춘지구(백운석) 정밀조사보고서,영춘지구,백운석,"강원도 영월군 남면 ,충청북도 단양군 영춘면 ","영춘_061,영춘_062,영춘_071,영춘_072",16정-001
2016,의령지구(동) 정밀조사보고서,의령지구,동,"경상남도 진주시 사봉면 ,경상남도 진주시 지수면 ,경상남도 함안군 군북면 ","의령_117,의령_127",16정-010
2016,서벽2지구(주석) 정밀조사보고서,서벽2지구,주석,강원도 영월군 상동읍 내덕리,"서벽_123,서벽_133",16정-009
2016,서벅1지구(철) 정밀조보사보고서,서벽1지구,철,"강원도 영월군 상동읍 구래리,강원도 태백시 소도동 ","서벽_072,서벽_073",16정-008
2016,삼천포지구(동) 정밀조사보고서,삼천포,동,"경상남도 고성군 삼산면 ,경상남도 고성군 하일면 ","삼천포_003,삼천포_013",16정-007
2016,"도계동지구(동,연,아연) 정밀조사보고서",도계동,"동,아연,연",경상북도 영양군 일월면 용화리,"도계동_072,도계동_082",16정-006
2016,영산지구(동) 정밀조사보고서,영산지구,동,경상남도 창녕군 길곡면 ,"영산_105,영산_106",16정-005
2016,"춘천지구(금,은) 정밀조사보고서",춘천지구,"금,은",강원도 춘천시 서면 덕두원리,"춘천_077,춘천_078",16정-004
2016,"호명지구(철,망간) 정밀조사보고서",호명지구,"망간,철",강원도 정선군 남면 무릉리,"호명_124,호명_125",16정-003
2016,"청평지구(금,은) 정밀조사보고서",청평지구,"금,은","경기도 가평군 가평읍 ,경기도 가평군 청평면 ","청평_052,청평_053,청평_062",16정-002
2016,"목계지구(금,은) 정밀조사보고서",(목계지구),"금,은","충청북도 충주시 노은면 ,충청북도 충주시 앙성면 ","목계_136,목계_137,목계_147",16정-001
2015,포천(규석)지구 정밀조사보고서,포천지구,규석,"경기도 연천군 청산면 대전리,경기도 포천시 신북면 덕둔리","포천_072,포천_082,포천_083",15정-009
2015,평창II(석회석)지구 정밀조사보고서,평창지구,석회석,강원도 평창군 미탄면 ,"영월_011,평창_019,평창_020",15정-008
2015,평창(I)(석회석)지구 정밀조사보고서,평창지구,석회석,"강원도 평창군 방림면 ,강원도 평창군 평창읍 ","평창_015,평창_024,평창_025,평창_026",15정-007
2015,"제천(규석,백운석)지구 정밀조사보고서",제천지구,"규석,백운석","충청북도 제천시 청풍면 ,충청북도 충주시 산척면 ","제천_097,제천_107,제천_117",15정-006
2015,예미(석회석)지구 정밀조사보고서,예미지구,석회석,"강원도 정선군 정선읍 귤암리,강원도 평창군 미탄면 ","예미_081,예미_091,예미_111,예미_121,예미_122",15정-005
2015,영춘(백운석)지구 정밀조사보고서,영춘지구,백운석,"강원도 영월군 남면 ,강원도 영월군 영월읍 ","영춘_031,영춘_032,영춘_041,영춘_042",15정-004
2015,영월(백운석)지구 정밀조사보고서,영월지구,백운석,강원도 영월군 북면 ,"영월_024,영월_025,영월_034",15정-003
2015,"신림(백운석,규석)지구 정밀조사보고서",신림지구,"규석,백운석",강원도 원주시 신림면 ,"신림_117,신림_118",15정-002
2015,부여(장석)지구 정밀조사보고서,부여지구,장석,"충청남도 부여군 세도면 ,충청남도 부여군 장암면 ","부여_028,부여_038,부여_048",15정-001
2015,현동(동)지구 정밀조사보고서,현동지구,동,경상북도 울진군 서면 왕피리,"울진_146,현동_006",15정-009
2015,충무(동)지구 정밀조사보고서,충무지구,동,"경상남도 고성군 삼산면 두포리,경상남도 고성군 삼산면 미룡리,경상남도 고성군 삼산면 병산리","충무_123,충무_124,충무_125,충무_126,충무_133,충무_134",15정-008
2015,창촌(철)지구 정밀조사보고서,창촌지구,철,"강원도 홍천군 내면 율전리,강원도 홍천군 서석면 검산리,강원도 홍천군 서석면 생곡리","창촌_126,창촌_136",15정-007
2015,진안(동)지구 정밀조사보고서,진안지구,동,"전라북도 진안군 마령면 ,전라북도 진안군 성수면 ","진안_079,진안_089",15정-006
2015,"정읍(금,은)지구 정밀조사보고서",정읍지구,"금,은","전라북도 정읍시 고부면 남복리,전라북도 정읍시 고부면 입석리,전라북도 정읍시 덕천면 상학리","정읍_114,정읍_124",15정-005
2015,"부여(I)(금,은)지구 정밀조사보고서",부여지구,"금,은","충청남도 부여군 임천면 ,충청남도 부여군 장암면 ","부여_057,부여_067,부여_068",15정-004
2015,"무주(금,은)지구 정밀조사보고서",무주,"금,은",충청북도 영동군 학산면 ,"무주_016,무주_026,무주_036",15정-003
2015,"괴산(동,텅스텐)지구 정밀조사보고서",괴산,"동,텅스텐","충청북도 괴산군 연풍면 갈금리,충청북도 괴산군 연풍면 유상리,충청북도 괴산군 연풍면 유하리,충청북도 괴산군 장연면 송덕리","괴산_012,괴산_013,괴산_023",15정-002
2015,감포(동)지구 정밀조사보고서(자체수행),감포,동,경상북도 경주시 양남면 ,"감포_048,감포_058",15정-001
2014,황강리(석회석)지구 정밀조사보고서,황강리지구,석회석,"충청북도 제천시 덕산면 ,충청북도 제천시 수산면 ","황강리_037,황강리_045,황강리_047,황강리_055",14정-012
2014,호명III(석회석)지구 정밀조사보고서,호명III지구,석회석,강원도 삼척시 하장면 판문리,"호명_045,호명_055",14정-011
2014,호명II(석회석)지구 정밀조사보고서,호명II지구,석회석,"강원도 삼척시 하장면 어리,강원도 삼척시 하장면 용연리","호명_042,호명_044",14정-010
2014,장성(석회석)지구 정밀조사보고서,장성지구,석회석,"강원도 태백시 동점동 ,경상북도 봉화군 석포면 ","장성_105,장성_115",14정-009
2014,임계(석회석)지구 정밀조사보고서,임계지구,석회석,강원도 정선군 화암면 ,"임계_120,임계_130",14정-008
2014,영춘(백운석)지구 정밀조사보고서,영춘지구,백운석,충청북도 단양군 어상천면 ,"영춘_067,영춘_077",14정-007
2014,삼척(석회석)지구 정밀조사보고서,삼척지구,석회석,"강원도 동해시 쇄운동 ,강원도 삼척시 미로면 ","삼척_102,삼척_103,삼척_112,삼척_113",14정-005
2014,복내(규석)지구 정밀조사보고서,복내지구,규석,"전라남도 화순군 춘양면 우봉리,전라남도 화순군 한천면 ","능주_003,복내_132,복내_143",14정-004
2014,모항(규석)지구 정밀조사보고서,모항지구,규석,충청남도 태안군 근흥면 정죽리,"모항_058,모항_059",14정-003
2014,단양II(규석)지구 정밀조사보고서,단양II지구,규석,"충청북도 단양군 적성면 각기리,충청북도 단양군 적성면 기동리,충청북도 단양군 적성면 상리,충청북도 단양군 적성면 소야리,충청북도 제천시 금성면 ,충청북도 제천시 청풍면 ","단양_141,단양_142,영춘_150",14정-002
2014,가평(규석)지구 정밀조사보고서,가평지구,규석,"강원도 춘천시 남면 가정리,강원도 홍천군 서면 마곡리,경기도 가평군 설악면 미사리","가평_116,가평_117",14정-001
2014,"호명I(금,은)지구 정밀조사보고서",호명I지구,"금,은","강원도 삼척시 하장면 대전리,강원도 삼척시 하장면 둔전리,강원도 삼척시 하장면 역둔리","호명_072,호명_073",14정-011
2014,풍도(텅스텐)지구 정밀조사보고서,풍도지구,텅스텐,인천광역시 옹진군 자월면 승봉리,"풍도_112,풍도_113",14정-010
2014,"포천(금,은)지구 정밀조사보고서",포천지구,"금,은",경기도 포천시 신북면 금동리,"포천_066,포천_076,포천_086",14정-009
2014,유천(몰리브덴)지구 정밀조사보고서,유천지구,몰리브덴,경상남도 밀양시 산내면 ,"유천_015,유천_024,유천_025",14정-008
2014,울진(중석)지구 정밀조사보고서,울진지구,텅스텐,"경상북도 울진군 근남면 ,경상북도 울진군 울진읍 ","울진_092,울진_102",14정-007
2014,"예미(연,아연)지구 정밀조사보고서",예미지구,"아연,연",강원도 영월군 중동면 이목리,"예미_050,예미_060",14정-006
2014,영해(동)지구 정밀조사보고서,영해지구,동,"경상북도 영덕군 창수면 삼계리,경상북도 영덕군 창수면 오촌리","영해_102,영해_103",14정-005
2014,"영월I(연,아연)지구 정밀조사보고서",영월I지구,"아연,연","강원도 영월군 수주면 도원리,강원도 영월군 수주면 무릉리","신림_002,영월_142",14정-004
2014,"연천(연,아연)지구 정밀조사보고서",연천지구,"아연,연",강원도 철원군 동송읍 상노리,"연천_011,연천_021",14정-003
2014,"석병산(금,은)지구 정밀조사보고서",석병산지구,"금,은",강원도 강릉시 옥계면 산계리,"석병산_016,석병산_026",14정-002
2014,단성(티탄철)지구 정밀조사보고서,단성지구,티탄철,"경상남도 하동군 옥종면 양구리,경상남도 하동군 옥종면 월횡리,경상남도 하동군 옥종면 청룡리","단성_080,단성_089,단성_090",14정-001
2013,대전(우라늄)지구 정밀조사보고서,대전지구,우라늄,"대전광역시 동구 구도동 ,대전광역시 동구 삼괴동 ,대전광역시 동구 소호동 ,대전광역시 동구 장척동 ","대전_025,대전_026,대전_035,대전_036",13정-001
2013,증평(규석)지구 정밀조사보고서,증평지구,규석,"충청북도 괴산군 청안면 ,충청북도 증평군 증평읍 ,충청북도 청원군 미원면 ","증평_037,증평_037,증평_038,증평_038,증평_047,증평_047,증평_048,증평_048,증평_057,증평_058",13정-005
2013,울진(석회석)지구 정밀조사보고서,울진지구,석회석,경상북도 울진군 원남면 ,"울진_076,울진_077,울진_078,울진_086,울진_087",13정-004
2013,영춘(백운석)지구 정밀조사보고서,영춘지구,백운석,"충청북도 단양군 영춘면 ,충청북도 단양군 영춘면 만종리,충청북도 단양군 영춘면 사이곡리,충청북도 단양군 영춘면 사지원리,충청북도 단양군 영춘면 장발리","영춘_044,영춘_045,영춘_046,영춘_054,영춘_055,영춘_056,영춘_057,영춘_065",13정-003
2013,영월(백운석)지구 정밀조사보고서,영월지구,백운석,강원도 영월군 북면 ,"영월_033,영월_042,영월_043,영월_052,영월_053",13정-002
2013,단양(석회석)지구 정밀조사보고서,단양지구,석회석,"충청북도 단양군 단양읍 ,충청북도 단양군 대강면 ","단양_075,단양_076,단양_077,단양_078",13정-001
2013,호명(아연)지구 정밀조사보고서,호명지구,"금,동,몰리브덴,아연,연,은,철","강원도 정선군 남면 무릉리,강원도 정선군 화암면 몰운리","호명_113,호명_123",13정-007
2013,"합천(금,은)지구 정밀조사보고서",합천지구,"금,은","경상남도 합천군 율곡면 노양리,경상남도 합천군 율곡면 와리","합천_033,합천_042",13정-006
2013,"창동(금,은)지구 정밀조사보고서",창동지구,"금,은","강원도 평창군 대화면 개수리,강원도 평창군 봉평면 유포리","창동_089,창동_090",13정-005
2013,"죽변(연,아연)지구 정밀조사보고서",죽변지구,"금,동,아연,연,은","강원도 삼척시 원덕읍 사곡리,경상북도 울진군 북면 덕구리","죽변_125,죽변_135,죽변_145,죽변_146",13정-004
2013,유천(아연)지구 정밀조사보고서,유천지구,"동,아연,연","경상남도 밀양시 단장면 고례리,경상남도 밀양시 단장면 범도리","밀양_031,유천_040,유천_050,유천_060",13정-003
2013,서벽2(중석)지구 정밀조사보고서,서벽2지구,텅스텐,강원도 영월군 상동읍 구래리,"서벽_092,서벽_101,서벽_102,서벽_111,서벽_121",13정-002
2013,서벽1(주석)지구 정밀조사보고서,"서벽 103,서벽 113","금,몰리브덴,은,주석,텅스텐","강원도 영월군 상동읍 내덕리,강원도 영월군 상동읍 천평리","서벽_103,서벽_113",13정-001
2012,대전-옥천(우라늄)지구 정밀조사보고서,(대전-옥천지구),우라늄,"대전광역시 동구 삼괴동 ,충청남도 금산군 추부면 성당리,충청남도 금산군 추부면 신평리,충청남도 금산군 추부면 요광리","대전_007,대전_015,대전_016,옥천_136,옥천_146,옥천_147",12정-001
2012,영월-중동(규석)지구 정밀조사보고서,(영월-중동지구),규석,강원도 영월군 김삿갓면 ,"옥동_063,옥동_073,옥동_083",12정-006
2012,"단양-매포(석회석,백운석)지구 정밀조사보고서",(단양-매포지구),석회석,충청북도 단양군 매포면 ,"영춘_134,영춘_144,영춘_145,영춘_146,영춘_147,영춘_148,영춘_149",12정-005
2012,원주-신림(규석)지구 정밀조사보고서,(원주-신림지구),규석,"강원도 원주시 신림면 구학리,충청북도 제천시 백운면 평동리","신림_109,신림_119,신림_121,신림_129,신림_130,신림_131,신림_140",12정-004
2012,단양-영춘(석회석)지구 정밀조사보고서,(단양-영춘지구),석회석,"충청북도 단양군 영춘면 남천리,충청북도 단양군 영춘면 동대리","옥동_127,옥동_137,옥동_138",12정-003
2012,영월-서(석회석)지구 정밀조사보고서,(영월-서지구),석회석,충청북도 단양군 어상천면 ,"영춘_081,영춘_082,영춘_091,영춘_111,영춘_112",12정-002
2012,정선-동(석회석)지구 정밀조사보고서,(정선-동지구),석회석,"강원도 정선군 남면 ,강원도 정선군 화암면 ","호명_112,호명_113,호명_123,호명_132,호명_133",12정-001
2012,"예미(금,은)지구 정밀조사보고서",(예미지구),"금,동,은",강원도 정선군 남면 ,"예미_067,예미_077",12정-009
2012,"원동(몰리브덴,텅스텐)지구 정밀조사보고서",(원동지구),"몰리브덴,텅스텐",강원도 태백시 원동 ,"호명_024,호명_025",12정-008
2012,양양(철)지구 정밀조사보고서,(양양지구),철,강원도 양양군 서면 장승리,양양_126,12정-007
2012,"홍천(금,은)지구 정밀조사보고서",(홍천지구),"금,은","강원도 인제군 남면 어론리,강원도 홍천군 두촌면 괘석리,강원도 홍천군 두촌면 자은리","자은_088,자은_097,자은_098,자은_107",12정-006
2012,정선(동)지구 정밀조사보고서,(정선지구),"금,동,은","강원도 정선군 신동면 가사리,강원도 정선군 신동면 예미리","예미_046,예미_056",12정-005
2012,"밀양(연,아연)지구 정밀조사보고서",국전(밀양지구),"금,동,아연,연,은","경상남도 밀양시 단장면 국전리,경상남도 밀양시 단장면 무릉리","밀양_051,밀양_052",12정-004
2012,"삼척(연,아연)지구 정밀조사보고서",(삼척지구),"아연,연","강원도 삼척시 원덕읍 기곡리,강원도 삼척시 원덕읍 사곡리","장성_003,죽변_143",12정-003
