작성연도,보고서명,광산명,광종,소재지,광업지적,보고서번호
1990,"천보(금,은)광산 정밀조사보고서",천보,"금,은","충청남도 천안시 서북구 성거읍 ,충청남도 천안시 서북구 입장면 ",,90정-023
1990,"용화(금,은)광산 정밀조사보고서",용화,"금,은",충청북도 영동군 용화면 ,"설천_139,설천_149",90정-022
1990,"삼가리(금,은)광산 정밀조사보고서",삼가리,"금,은",전라북도 무주군 적상면 삼가리,"장기리_055,장기리_056,장기리_065,장기리_066",90정-021
1990,"설화(금,은)광산 정밀조사보고서",설화,"금,동,은",충청남도 아산시 송악면 외암리,천안_136,90정-020
1990,"은적(금,은)광산 정밀조사보고서",은적,"금,아연,연,은",전라남도 영암군 서호면 ,영암_123,90정-019
1990,"태창(금,은)광산 정밀조서보고서",태창,"금,몰리브덴,은,텅스텐",충청북도 중원군 노은면 연하리,"목계_126,목계_136,목계_137",90정-018
1990,"제일(금,은)광산 정밀조사보고서",제일,"금,은",충청남도 공주시 계룡면 내흥리,"공주_035,공주_036,공주_045,공주_046",90정-017
1990,"청운(금,은)광산 정밀조사보고서",청운,"금,은",경기도 양평군 청운면 갈운리,양덕원_149,90정-016
1990,"신림(금,은)광산 정밀 조사보고서",신림,"금,아연,연,은",강원도 원주시 신림면 성남리,신림_096,90정-015
1990,"주덕(금,은)광산 정밀조사보고서",주덕,"금,동,아연,연,은","충청북도 중원군 가금면 ,충청북도 중원군 이류면 ,충청북도 중원군 주덕면 ",목계_110,90정-014
1990,"대금산(금,은)광산 정밀조사보고서",대금산,"금,은",강원도 홍천군 화촌면 ,,90정-013
1990,"광신유봉(금,은)광산 조사 조사보고서",광신유봉,"금,동,연,은",경상북도 영천시 금호읍 ,영천_054,90정-012
1990,"거창(금,은)광산 정밀조사보고서",거창,"금,은",경상남도 거창군 남하면 ,안의_012,90정-011
1990,"야시대(금,은)광산 정밀조사보고서",야시대,"금,은",강원도 홍천군 화촌면 ,,90정-010
1990,"대해미(금,은)광산 정밀조사보고서",대해미,금,충청남도 서산시 해미면 산수리,"해미_118,해미_119",90정-009
1990,"장흥(금,은)광산 정밀조사보고서",장흥,"금,동,아연,연,은",전라북도 장수군 번암면 사암리,,90정-008
1990,"황금산(금,은)광산 정밀조사보고서",황금산,"금,동,사금,아연,연,은","경상북도 상주시 중동면 ,경상북도 예천군 풍양면 ","낙동_122,낙동_123",90정-007
1990,"청주(금,은)광산 정밀조사보고서",청주,"금,은",충청북도 청주시 상당구 용정동 ,,90정-006
1990,"은치(금,은)(금,은)광산 정밀조사보고서",은치,"금,동,아연,연,은","강원도 삼척시 하장면 토산리,강원도 정선군 임계면 골지리",,90정-005
1990,"황우(금,은)광산 정밀조사보고서",황우,"금,은",강원도 화천군 상서면 ,,90정-004
1990,"금수찰비(금,은)광산 정밀조사보고서",금수찰비,"금,동,유화철,은","경상남도 의령군 궁유면 벽계리,경상남도 의령군 궁유면 운계리","삼가_016,삼가_026",90정-003
1990,"금봉(금,은)광산 정밀조사보고서",금봉,"금,은",충청북도 음성군 금왕면 봉곡리,음성_103,90정-002
1990,"대봉(구.구봉,금,은)광산 정밀조사보고서",대봉,"금,동,연,은","충청남도 청양군 남양면 ,충청남도 청양군 청양면 ",,90정-001
1989,"신오(금,은,연)광산 정밀조사보고서",신오,"금,연,은",경상북도 상주시 낙동면 ,옥산동_012,89정-020
1989,"월유(금,은)광산 정밀조사보고서",월유,"금,은",충청북도 영동군 황간면 ,,89정-019
1989,"유량(금,은)광산 정밀조사보고서",유량,"금,은",충청남도 천안시 동남구 유량동 ,천안_032,89정-018
1989,"번암(금,은)광산 정밀조사보고서",번암,"금,은",전라북도 장수군 번암면 ,함양_129,89정-017
1989,"전주(금,은)광산 정밀조사보고서",전주,"금,은",전라북도 완주군 운주면 ,,89정-016
1989,"무극(금,은)광산 정밀조사보고서",무극,"금,은",충청북도 음성군 금왕면 용계리,,89정-015
1989,"풍산(금,은)광산 정밀조사보고서",풍산금산,"금,은",충청남도 예산군 신양면 ,"대흥_034,대흥_044",89정-014
1989,"금왕(금,은)광산 정밀조사보고서",금왕,"금,은",충청북도 음성군 금왕면 봉곡리,,89정-013
1989,"광양(금,은)광산 정밀조사보고서",광양,"금,동,연,은",전라남도 광양시 광양읍 ,,89정-012
1989,"삼기(금,은)광산 정밀조사보고서",삼기,"금,동,아연,은",강원도 영월군 수주면 도원리,,89정-011
1989,"양덕(구.전의,금,은)광산 정밀조사보고서",양덕,"금,은",충청남도 연기군 전의면 양곡리,,89정-010
1989,"둔전(금,은)광산 정밀조사보고서",둔전,"금,은",강원도 삼척시 하장면 둔전리,"호명_042,호명_052,호명_053,호명_062,호명_063,호명_072,호명_082",89정-009
1989,"팔봉(금,은)광산 정밀조사보고서",팔봉,"금,동,연,은","전라북도 정읍시 고부면 ,전라북도 정읍시 덕천면 ,전라북도 정읍시 영원면 ,전라북도 정주시 망제동 ,전라북도 정주시 흑암동 ","정읍_104,정읍_113,정읍_114,정읍_124,정읍_142",89정-008
1989,"금덕(금,은,연,아연)광산 정밀조사보고서",금덕,"금,아연,연,은",경상북도 성주군 수륜면 ,,89정-007
1989,"금구(구.풍전,금,은)광산 정밀조사보고서",풍전,"금,동,은",전라북도 김제시 금산면 ,,89정-006
1989,"가족(금,은)광산 정밀조사보고서",가족,"금,연,은",강원도 홍천군 내촌면 도관리,,89정-005
1989,"용석(구.동현,금,은)광산 정밀조사보고서",용석,"금,은","경기도 포천시 영중면 ,경기도 포천시 창수면 ",연천_028,89정-004
1989,"모악(금,은)광산 정밀조사보고서",모악,"금,은","전라북도 김제시 금산면 ,전라북도 완주군 구이면 ",,89정-003
1989,"덕음(금,은)광산 정밀조사보고서",덕음,"금,은",전라남도 나주시 공산면 신곡리,,89정-002
1989,"대현(금,은)광산 정밀조사보고서",대현,"금,동,연,은",충청남도 홍성군 장곡면 ,,89정-001
