시료일련번호,조사지역일련번호,시추일련번호,골재종류,위도,경도,주소,시료지점명
1,1,1,하천,34.8302583,126.5821056,전라남도 무안군 일로읍 청호리,무안하천-001
2,1,2,하천,34.8460583,126.6044444,전라남도 무안군 일로읍 의산리,무안하천-002
3,1,3,하천,34.9410889,126.6750861,전라남도 무안군 청계면 복룡리,무안하천-003
4,1,4,하천,34.9214861,126.6677583,전라남도 무안군 몽탄면 당호리,무안하천-004
5,1,5,하천,34.9463,126.5919833,전라남도 무안군 몽탄면 몽강리,무안하천-005
6,1,6,하천,34.9565472,126.5830556,전라남도 무안군 몽탄면 이산리,무안하천-006
7,1,7,하천,34.9932806,126.6246306,전라남도 무안군 몽탄면 사창리,무안하천-007
14,2,8,육상,34.9237583,126.4919194,전라남도 무안군 일로읍 죽산리,무안육상-001
15,2,9,육상,34.8849917,126.5321111,전라남도 무안군 삼향면 용포리,무안육상-002
16,2,10,육상,34.8636528,126.5362361,전라남도 무안군 일로읍 월암리,무안육상-003
17,2,11,육상,34.9305944,126.6532833,전라남도 무안군 일로읍 구정리,무안육상-004
18,2,12,육상,34.9761444,126.6245833,전라남도 무안군 일로읍 월암리,무안육상-005
19,2,13,육상,34.8806278,126.5969639,전라남도 무안군 일로읍 용산리,무안육상-006
20,2,14,육상,34.8793556,126.5461222,전라남도 무안군 일로읍 산정리,무안육상-007
21,2,15,육상,34.9365583,126.6029028,전라남도 무안군 몽탄면 당호리,무안육상-008
22,2,16,육상,35.0093833,126.5434889,전라남도 무안군 몽탄면 당호리,무안육상-009
23,2,17,육상,35.0749056,126.5611139,전라남도 무안군 몽탄면 구산리,무안육상-010
24,2,18,육상,35.0657083,126.5665028,전라남도 무안군 몽탄면 학산리,무안육상-011
25,2,19,육상,34.9297944,126.5551639,전라남도 무안군 청계면 청계리,무안육상-012
26,2,20,육상,35.0391139,126.4692694,전라남도 무안군 무안읍 평용리,무안육상-013
27,2,21,육상,35.0439139,126.4917694,전라남도 무안군 현경면 동산리,무안육상-014
28,2,22,육상,35.0475944,126.4330361,전라남도 무안군 망운면 목동리,무안육상-015
29,2,23,육상,35.1090944,126.5124444,전라남도 무안군 현경면 수양리,무안육상-016
30,2,24,육상,35.1216556,126.6305694,전라남도 무안군 무안읍 고절리,무안육상-017
31,2,25,육상,34.9650528,126.3645278,전라남도 무안군 운남면 연리,무안육상-018
32,2,26,육상,35.0558111,126.4173056,전라남도 무안군 운남면 내리,무안육상-019
33,2,27,육상,35.2090444,126.4021389,전라남도 무안군 해제면 양월리,무안육상-020
34,2,28,육상,35.1185361,126.3018694,전라남도 무안군 해제면 천장리,무안육상-021
35,2,29,육상,35.1329111,126.4121833,전라남도 무안군 해제면 양간리,무안육상-022
36,2,30,육상,35.2485528,126.4329889,전라남도 무안군 해제면 양매리,무안육상-023
37,2,31,육상,35.2074806,126.3228694,전라남도 무안군 해제면 석룡리,무안육상-024
46,5,34,하천,35.9627778,127.1891667,전라북도 완주군 삼례읍 해전리,완주하천-001
47,5,35,하천,35.9925,127.1372222,전라북도 완주군 삼례읍 하리,완주하천-002
48,5,36,하천,36.0291667,127.2391667,전라북도 완주군 삼례읍 ,완주하천-003
49,5,37,하천,35.9744444,127.2344444,전라북도 완주군 삼례읍 ,완주하천-004
50,5,38,하천,36.0255556,127.2044444,전라북도 완주군 삼례읍 ,완주하천-005
51,5,39,하천,35.9394444,127.2730556,전라북도 완주군 용진면 ,완주하천-006
52,5,40,하천,35.9883333,127.3005833,전라북도 완주군 고산면 읍내리,완주하천-007
53,5,41,하천,36.0352778,127.2152778,전라북도 완주군 용진면 ,완주하천-008
54,5,42,하천,35.99,127.2963889,전라북도 완주군 용진면 ,완주하천-009
55,5,43,하천,35.8625,127.2555556,전라북도 완주군 용진면 ,완주하천-010
56,6,44,육상,35.9913889,127.2219444,전라북도 완주군 삼례읍 어전리,완주육상-001
57,6,45,육상,36.0336111,127.0430556,전라북도 완주군 삼례읍 해전리,완주육상-002
58,6,46,육상,35.9719444,127.0863889,전라북도 완주군 삼례읍 하리,완주육상-003
59,6,47,육상,35.9347222,127.2138889,전라북도 완주군 삼례읍 하리,완주육상-004
60,6,48,육상,35.9508333,127.2341667,전라북도 완주군 삼례읍 ,완주육상-005
61,6,49,육상,36.0513889,127.2405556,전라북도 완주군 삼례읍 ,완주육상-006
62,6,50,육상,36.0561111,127.1488889,전라북도 완주군 삼례읍 ,완주육상-007
63,6,51,육상,36.0230556,127.1297222,전라북도 완주군 삼례읍 ,완주육상-008
64,6,52,육상,35.9265556,127.2288889,전라북도 완주군 삼례읍 ,완주육상-009
65,6,53,육상,35.9297222,127.1561111,전라북도 완주군 삼례읍 ,완주육상-010
66,6,54,육상,35.9994444,127.2133333,전라북도 완주군 봉동읍 고천리,완주육상-011
67,6,55,육상,35.9425,127.1469444,전라북도 완주군 봉동읍 고천리,완주육상-012
68,6,56,육상,36.0355556,127.2219444,전라북도 완주군 봉동읍 성덕리,완주육상-013
70,6,58,육상,35.9747222,127.2222222,전라북도 완주군 봉동읍 ,완주육상-015
71,6,59,육상,35.9580556,127.27,전라북도 완주군 봉동읍 구미리,완주육상-016
72,6,60,육상,36.0486111,127.1836111,전라북도 완주군 봉동읍 ,완주육상-017
73,6,61,육상,36.0458333,127.2763889,전라북도 완주군 봉동읍 ,완주육상-018
74,6,62,육상,36.0808333,127.1705556,전라북도 완주군 봉동읍 율소리,완주육상-019
75,6,63,육상,36.0836111,127.3211111,전라북도 완주군 고산면 ,완주육상-020
76,6,64,육상,35.9975,127.3044444,전라북도 완주군 고산면 남봉리,완주육상-021
77,6,65,육상,35.9975,127.3044444,전라북도 완주군 고산면 ,완주육상-022
78,6,66,육상,36.1169444,127.2502778,전라북도 완주군 고산면 오산리,완주육상-023
79,6,67,육상,36.0705556,127.2211111,전라북도 완주군 고산면 삼기리,완주육상-024
80,6,68,육상,36.0041667,127.3552778,전라북도 완주군 고산면 ,완주육상-025
81,6,69,육상,35.9475,127.2727778,전라북도 완주군 용진면 ,완주육상-026
82,6,70,육상,35.8641667,127.2286111,전라북도 완주군 용진면 ,완주육상-027
83,6,71,육상,36.0141667,127.2180556,전라북도 완주군 고산면 ,완주육상-028
84,6,72,육상,36.0227778,127.2461111,전라북도 완주군 고산면 오산리,완주육상-029
85,6,73,육상,35.8591667,127.1475,전라북도 완주군 이서면 ,완주육상-030
86,6,74,육상,35.8894444,127.0566667,전라북도 완주군 이서면 갈산리,완주육상-031
98,7,75,산림,36.0493,127.4874972,전라북도 완주군 운주면 고당리,CS-013
117,10,92,육상,36.4366667,127.2916667,충청남도 연기군 금남면 감성리,연기육상-002
118,10,93,육상,36.4491667,127.2833333,충청남도 연기군 금남면 도암리,연기육상-003
119,10,94,육상,36.4647222,127.2730556,충청남도 연기군 금남면 대평리,연기육상-004
120,10,95,육상,36.4808333,127.2641667,충청남도 연기군 남면 나성리,연기육상-005
121,10,96,육상,36.4761111,127.2858333,충청남도 연기군 금남면 호탄리,연기육상-006
122,10,97,육상,36.4983333,127.3147222,충청남도 연기군 금남면 반곡리,연기육상-007
123,10,98,육상,36.4825,127.2766667,충청남도 연기군 남면 송담리,연기육상-008
124,10,99,육상,36.4963889,127.2966667,충청남도 연기군 남면 양화리,연기육상-009
125,10,100,육상,36.5513889,127.2975,충청남도 연기군 서면 봉암리,연기육상-010
126,10,101,육상,36.5602778,127.3,충청남도 연기군 서면 월하리,연기육상-011
127,10,102,육상,36.5572222,127.3177778,충청남도 연기군 동면 송용리,연기육상-012
128,10,103,육상,36.4052778,127.3163889,충청남도 연기군 동면 예양리,연기육상-013
129,10,104,육상,36.5705556,127.2763889,충청남도 연기군 서면 쌍전리,연기육상-014
130,10,105,육상,36.6344444,127.2438889,충청남도 연기군 전동면 석곡리,연기육상-015
131,10,106,육상,36.6605556,127.2172222,충청남도 연기군 전동면 미곡리,연기육상-016
132,10,107,육상,36.7141667,127.155,충청남도 연기군 소정면 소정리,연기육상-017
133,9,77,하천,36.4608333,127.2694444,충청남도 연기군 금남면 성덕리,연기하천-001
134,9,78,하천,36.4641667,127.2633333,충청남도 연기군 금남면 대평리,연기하천-002
135,9,79,하천,36.4741667,127.2672222,충청남도 연기군 남면 나성리,연기하천-003
136,9,80,하천,36.4758333,127.2822222,충청남도 연기군 금남면 대평리,연기하천-004
137,9,81,하천,36.4988889,127.3069444,충청남도 연기군 금남면 반곡리,연기하천-005
138,9,82,하천,36.5141667,127.3602778,충청남도 연기군 금남면 부용리,연기하천-006
139,9,83,하천,36.4844444,127.2877778,충청남도 연기군 남면 진의리,연기하천-007
140,9,84,하천,36.5130556,127.3219444,충청남도 연기군 금남면 봉기리,연기하천-008
141,9,85,하천,36.5127778,127.3313889,충청남도 연기군 금남면 봉기리,연기하천-009
142,9,86,하천,36.5161111,127.3227778,충청남도 연기군 남면 월산리,연기하천-010
143,9,87,하천,36.54,127.2972222,충청남도 연기군 남면 보통리,연기하천-011
144,9,88,하천,36.5483333,127.5483333,충청남도 연기군 동면 문주리,연기하천-012
145,9,89,하천,36.565,127.3097222,충청남도 연기군 동면 송용리,연기하천-013
146,9,90,하천,36.5777778,127.3061111,충청남도 연기군 동면 예양리,연기하천-014
163,13,110,하천,36.4748056,127.1193889,충청남도 공주시 쌍신동 ,공주하천-001
164,13,111,하천,36.4682778,127.1043611,충청남도 공주시 우성면 옥성리,공주하천-002
165,13,112,하천,36.4530556,127.087,충청남도 공주시 웅진동 ,공주하천-003
166,13,113,하천,36.4386944,127.0637222,충청남도 공주시 검상동 ,공주하천-004
167,13,114,하천,36.39175,127.02275,충청남도 공주시 사곡면 운암리,공주하천-005
168,13,115,하천,36.3509722,127.02275,충청남도 공주시 탄천면 견동리,공주하천-006
170,14,117,육상,36.4773611,127.1293333,충청남도 공주시 쌍신동 ,공주육상-001
171,14,118,육상,36.5793333,126.9684444,충청남도 공주시 사곡면 신영리,공주육상-002
172,14,119,육상,36.5675278,126.9653611,충청남도 공주시 사곡면 신영리,공주육상-003
173,14,120,육상,36.5321667,126.9522778,충청남도 공주시 유구읍 만천리,공주육상-004
174,14,121,육상,36.5235278,126.9557778,충청남도 공주시 신풍면 동원리,공주육상-005
175,14,122,육상,36.5133611,126.9688889,충청남도 공주시 신풍면 백룡리,공주육상-006
176,14,123,육상,36.506,126.9859556,충청남도 공주시 신풍면 영정리,공주육상-007
177,14,124,육상,36.3012222,127.0781389,충청남도 공주시 탄천면 장선리,공주육상-008
179,14,126,육상,36.3480278,127.0108611,충청남도 공주시 계룡면 유평리,공주육상-010
180,14,127,육상,36.3382778,128.1441944,충청남도 공주시 계룡면 금대리,공주육상-011
181,14,128,육상,36.3308333,127.1450556,충청남도 공주시 계룡면 상성리,공주육상-012
182,14,129,육상,36.32175,127.1436667,충청남도 공주시 계룡면 경천리,공주육상-013
183,14,130,육상,36.3159167,127.1430833,충청남도 공주시 계룡면 월곡리,공주육상-014
184,14,131,육상,36.3167222,127.1348056,충청남도 공주시 계룡면 화헌리,공주육상-015
185,14,132,육상,36.41025,127.26625,충청남도 공주시 탄천면 송학리,공주육상-016
186,14,133,육상,36.5089444,127.1936111,충청남도 공주시 장기면 도계리,공주육상-017
187,14,134,육상,36.5031944,127.1332222,충청남도 공주시 의당면 수촌리,공주육상-018
188,14,135,육상,36.5183333,127.1276944,충청남도 공주시 의당면 수촌리,공주육상-019
189,14,136,육상,36.52475,127.1257778,충청남도 공주시 의당면 오인리,공주육상-020
190,14,137,육상,36.5404167,127.1225,충청남도 공주시 정안면 북계리,공주육상-021
191,14,138,육상,36.5413889,127.1189167,충청남도 공주시 정안면 북계리,공주육상-022
192,14,139,육상,36.417,127.1223889,충청남도 공주시 정안면 북계리,공주육상-023
193,14,140,육상,36.3930556,127.1171944,충청남도 공주시 쌍신동 ,공주육상-024
194,14,141,육상,36.49275,127.0914444,충청남도 공주시 우성면 도천리,공주육상-025
195,14,142,육상,36.4634167,127.08825,충청남도 공주시 우성면 옥성리,공주육상-026
196,14,143,육상,36.4742778,127.0789167,충청남도 공주시 우성면 상서리,공주육상-027
197,14,144,육상,36.4707778,127.0709167,충청남도 공주시 우성면 상서리,공주육상-028
198,14,145,육상,36.4676389,127.0684722,충청남도 공주시 우성면 상서리,공주육상-029
199,14,146,육상,36.4653333,127.0630556,충청남도 공주시 우성면 상서리,공주육상-030
200,14,147,육상,36.4869167,127.0339444,충청남도 공주시 사곡면 부곡리,공주육상-031
201,14,148,육상,36.4350556,127.0209722,충청남도 공주시 우성면 용봉리,공주육상-032
202,14,149,육상,36.4110556,127.0404167,충청남도 공주시 우성면 어천리,공주육상-033
203,14,150,육상,36.3810556,127.0806667,충청남도 공주시 이인면 용성리,공주육상-034
204,14,151,육상,36.5085556,127.1433889,충청남도 공주시 의당면 율정리,공주육상-035
404,26,328,산림,37.3218889,127.7706667,강원도 원주시 문막읍 취병리,JM-1
405,26,328,산림,37.3218889,127.7706667,강원도 원주시 문막읍 취병리,JM-2
406,26,328,산림,37.3218889,127.7706667,강원도 원주시 문막읍 취병리,JM-3
407,26,328,산림,37.3218889,127.7706667,강원도 원주시 문막읍 취병리,W-1-1
408,26,328,산림,37.3218889,127.7706667,강원도 원주시 문막읍 취병리,W-1-2
409,26,329,산림,37.1803889,127.7991667,강원도 원주시 문막읍 반계리,W-2
410,26,330,산림,37.3421111,127.7878611,강원도 원주시 부론면 정산리,W-3
411,26,331,산림,37.1969167,127.7993889,강원도 원주시 부론면 정산리,W-4
412,27,332,하천,36.8819444,127.4736111,충청북도 진천군 이월면 삼용리,JCR-1
413,27,333,하천,36.8783333,127.475,충청북도 진천군 덕산면 산수리,JCR-2
414,27,334,하천,36.8358333,127.4969444,충청북도 진천군 초평면 중석리,JCR-3
415,27,335,하천,36.7822222,127.4866667,충청북도 진천군 문백면 은탄리,JCR-4
416,27,336,하천,36.7763889,127.5063889,충청북도 진천군 초평면 연담리,JCR-5
417,27,337,하천,36.7652778,127.5105556,충청북도 진천군 초평면 진암리,JCR-6
424,28,338,육상,36.9261111,127.4452778,충청북도 진천군 이월면 장양리,JCA-1
425,28,339,육상,36.8861111,127.4675,충청북도 진천군 진천읍 가산리,JCA-2
426,28,340,육상,36.8916667,127.47,충청북도 진천군 이월면 삼용리,JCA-3
427,28,341,육상,36.8511111,127.5013889,충청북도 진천군 초평면 중석리,JCA-4
428,28,342,육상,36.84,127.5011111,충청북도 진천군 초평면 중석리,JCA-5
429,28,343,육상,36.8986111,127.5072222,충청북도 진천군 덕산면 한천리,JCA-6
430,28,344,육상,36.8905556,127.5058333,충청북도 진천군 덕산면 옥동리,JCA-7
431,28,345,육상,36.87,127.5091667,충청북도 진천군 초평면 오갑리,JCA-8
432,28,346,육상,36.8630556,127.4427778,충청북도 진천군 진천읍 장관리,JCA-9
433,28,347,육상,36.8527778,127.4663889,충청북도 진천군 진천읍 삼덕리,JCA-10
434,28,348,육상,36.8447222,127.4694444,충청북도 진천군 진천읍 신정리,JCA-11
435,28,349,육상,36.8372222,127.485,충청북도 진천군 문백면 장월리,JCA-12
436,28,350,육상,36.8605556,127.5522222,충청북도 진천군 초평면 영구리,JCA-13
437,28,351,육상,36.7780556,127.5608333,충청북도 진천군 초평면 용기리,JCA-14
438,28,352,육상,36.7725,127.5408333,충청북도 진천군 초평면 용산리,JCA-15
439,28,354,육상,36.775,127.4391667,충청북도 진천군 문백면 봉죽리,JCA-17
440,29,355,산림,36.8030556,127.4227778,충청북도 진천군 문백면 태락리,JCM-1
441,29,356,산림,36.8597222,127.3219444,충청북도 진천군 백곡면 대문리,JCM-20
442,29,356,산림,36.8597222,127.3219444,충청북도 진천군 백곡면 대문리,JCM-21
443,29,356,산림,36.8597222,127.3219444,충청북도 진천군 백곡면 대문리,JCM-2
444,29,357,산림,36.9197222,127.3088889,충청북도 진천군 백곡면 양백리,JCM-3
445,29,358,산림,36.8972222,127.3916667,충청북도 진천군 백곡면 명암리,JCM-4
446,51,359,하천,36.3252778,126.9652778,충청남도 부여군 부여읍 저석리,BYR-1
447,51,360,하천,36.3255556,126.9638889,충청남도 부여군 부여읍 저석리,BYR-2
448,51,361,하천,36.2583333,126.8988889,충청남도 부여군 부여읍 군수리,BYR-3
450,51,362,하천,36.2469444,126.9486111,충청남도 부여군 부여읍 현북리,BYR-4
451,51,363,하천,36.2452778,126.9536111,충청남도 부여군 부여읍 현북리,BYR-5
452,51,364,하천,36.2547222,126.9091667,충청남도 부여군 부여읍 왕포리,BYR-6
453,51,365,하천,36.2516667,126.9233333,충청남도 부여군 부여읍 중정리,BYR-7
454,51,366,하천,36.2527778,126.9325,충청남도 부여군 부여읍 중정리,BYR-8
455,51,367,하천,36.2011111,126.9758333,충청남도 부여군 석성면 봉정리,BYR-9
461,52,368,육상,36.32,126.9644444,충청남도 부여군 부여읍 저석리,BYL-1
462,52,370,육상,36.2547222,126.9172222,충청남도 부여군 부여읍 왕포리,BYL-3
463,52,374,육상,36.2366667,127.0238889,충청남도 부여군 석성면 증산리,BYL-7
464,53,380,산림,36.3713889,126.8225,충청남도 부여군 은산면 거전리,BYM-1
465,53,381,산림,36.2794444,127.0008333,충청남도 부여군 초촌면 신암리,BYM-2
466,53,382,산림,36.2247222,126.9180556,충청남도 부여군 장암면 북고리,BYM-3
467,53,383,산림,36.1994444,126.8202778,충청남도 부여군 장암면 점상리,BYM-4
562,17,154,육상,38.4327778,128.4452778,강원도 고성군 거진읍 자산리,KSA-1
563,17,155,육상,38.2580556,128.5458333,강원도 고성군 토성면 용암리,KSA-2
564,17,156,육상,38.2947222,128.5416667,강원도 고성군 죽왕면 야촌리,KSA-3
565,17,157,육상,38.4405556,128.4125,강원도 고성군 거진읍 송강리,KSA-4
566,17,158,육상,38.0913889,127.9941667,강원도 양구군 양구읍 송청리,YGA-1
567,17,159,육상,38.0811111,128.02,강원도 양구군 남면 도촌리,YGA-2
568,17,160,육상,38.1177778,128.0372222,강원도 양구군 남면 야촌리,YGA-3
569,17,161,육상,38.1475,128.0469444,강원도 양구군 남면 가오작리,YGA-4
570,17,162,육상,38.1925,127.9255556,강원도 양구군 방산면 금악리,YGA-5
571,17,163,육상,38.19,128.0444444,강원도 양구군 동면 원당리,YGA-7
572,17,164,육상,38.1544444,128.5725,강원도 양양군 강현면 강선리,YYA-1
573,17,172,육상,37.7275,127.7063889,강원도 춘천시 남산면 광판리,CCA-1
574,17,165,육상,38.1338889,128.2397222,강원도 인제군 북면 원통리,IJA-1
575,17,166,육상,38.1813889,128.2155556,강원도 인제군 서화면 서흥리,IJA-2
576,17,173,육상,37.6177778,127.7658333,강원도 홍천군 남면 양덕원리,HCA-1
577,17,175,육상,37.7066667,127.9225,강원도 홍천군 홍천읍 와동리,HCA-3
578,17,176,육상,37.7111111,128.1772222,강원도 홍천군 서석면 풍암리,HCA-4
579,17,177,육상,37.6230556,127.7661111,강원도 홍천군 남면 명동리,HCA-6
580,17,178,육상,38.1161111,127.6866667,강원도 화천군 상서면 신풍리,HWCA-1
581,17,167,육상,38.2422222,127.3677778,강원도 철원군 김화읍 청양리,CWA-1
582,17,168,육상,38.2658333,127.4605556,강원도 철원군 근남면 사곡리,CWA-2
583,17,169,육상,38.2463889,127.3808333,강원도 철원군 김화읍 청양리,CWA-3
584,17,170,육상,38.2511111,127.4383333,강원도 철원군 서면 와수리,CWA-4
585,17,171,육상,38.2730556,127.3547222,강원도 철원군 김화읍 도창리,CWA-5
599,31,181,육상,37.3991667,127.9344444,강원도 원주시 호저면 주산리,WJA-1
600,31,182,육상,37.4072222,127.8955556,강원도 원주시 호저면 무장리,WJA-2
601,31,183,육상,37.3058333,127.915,강원도 원주시 흥업면 흥업리,WJA-3
602,31,184,육상,37.2058333,128.095,강원도 원주시 신림면 용암리,WJA-4
603,31,185,육상,37.2680556,127.8275,강원도 원주시 문막읍 궁촌리,WJA-5
604,31,186,육상,37.4330556,127.8902778,강원도 원주시 호저면 산현리,WJA-6
605,31,187,육상,37.7766667,128.9275,강원도 강릉시 송정동 ,KRA-1
606,31,188,육상,37.7433333,128.9483333,강원도 강릉시 월호평동 ,KRA-2
607,31,190,육상,37.7316667,128.9838889,강원도 강릉시 강동면 안인리,KRA-4
608,31,191,육상,37.8316667,128.865,강원도 강릉시  ,KRA-5
609,31,192,육상,37.6838889,129.035,강원도 강릉시 강동면 정동진리,KRA-6
610,31,193,육상,37.5825,129.1005556,강원도 동해시 망상동 ,DHA-1
611,31,194,육상,37.3561111,129.2372222,강원도 삼척시 근덕면 부남리,SCHA-1
612,31,195,육상,37.2977778,129.2752778,강원도 삼척시 근덕면 매원리,SCHA-2
613,31,196,육상,37.1777778,129.3294444,강원도 삼척시 원덕읍 옥원리,SCHA-3
614,31,197,육상,37.1447222,129.3119444,강원도 삼척시 원덕읍 노경리,SCHA-4
615,31,199,육상,37.4272222,128.6536111,강원도 정선군 북평면 남평리,JSA-1
616,31,200,육상,37.4902778,128.8602778,강원도 정선군 임계면 임계리,JSA-2
617,31,203,육상,37.5936111,128.3819444,강원도 평창군 봉평면 평촌리,PCHA-1
618,31,204,육상,37.6083333,128.3766667,강원도 평창군 봉평면 창동리,PCHA-2
619,31,205,육상,37.5294444,128.4566667,강원도 평창군 대화면 신리,PCHA-3
620,31,201,육상,37.2847222,128.2475,강원도 영월군 수주면 도원리,YWA-1
621,31,202,육상,37.2869444,128.2755556,강원도 영월군 수주면 무릉리,YWA-2
649,34,206,육상,36.0061761,129.235399,경상북도 경주시 안강읍 안강리,KB02
650,34,207,육상,35.6615943,128.6995137,경상북도 청도군 화양읍 토평리,KB03
651,34,208,육상,35.7122607,128.2735639,경상북도 고령군 고령읍 고아리,KB04
652,34,209,육상,35.6874189,128.427188,대구광역시 달성군 현풍면 원교리,KB05
653,34,210,육상,35.7240837,129.3039333,경상북도 경주시 외동읍 연안리,KB06(3-6)
654,34,210,육상,35.7240837,129.3039333,경상북도 경주시 외동읍 연안리,KB06(6-9)
655,34,212,육상,35.9979894,129.3316835,경상북도 포항시 남구 연일읍 중단리,KB09
656,34,213,육상,35.9776167,129.4069659,경상북도 포항시 남구 일월동 ,KB10
657,34,215,육상,35.8058385,129.2525604,경상북도 경주시 남산동 ,KB12
658,34,216,육상,35.6366001,128.3917691,경상북도 고령군 우곡면 봉산리,KB13
659,34,217,육상,35.7891131,129.1983664,경상북도 경주시 탑동 ,KB14
660,34,218,육상,35.8736415,129.0731785,경상북도 경주시 서면 운대리,KB15
661,34,219,육상,35.9207821,128.9117064,경상북도 영천시 금호읍 황정리,KB16
662,34,222,육상,35.8562066,128.3675812,경상북도 성주군 용암면 기산리,KB19
663,34,223,육상,35.7972672,128.4195426,대구광역시 달성군 옥포면 신당리,KB20
664,34,224,육상,35.950057,128.3037082,경상북도 성주군 월항면 안포리,KB21
665,34,225,육상,36.1159792,129.3608852,경상북도 포항시 북구 흥해읍 학성리,KB22
666,34,226,육상,35.74132,129.4797062,경상북도 경주시 양북면 구길리,KB23(5-9)
667,34,226,육상,35.74132,129.4797062,경상북도 경주시 양북면 구길리,KB23(9-15)
668,34,227,육상,36.0280398,128.9779175,경상북도 영천시 임고면 양평리,KB24
669,34,228,육상,36.2210179,128.563675,경상북도 군위군 군위읍 금구리,KB25
670,34,229,육상,36.2248707,128.3029551,경상북도 구미시 선산읍 이문리,KB26
671,34,230,육상,36.1539934,128.366031,경상북도 구미시 고아읍 괴평리,KB27
672,34,231,육상,36.0272506,128.3886673,경상북도 칠곡군 약목면 덕산리,KB28
673,34,232,육상,36.1658535,128.2073612,경상북도 김천시 개령면 양천리,KB29
674,34,233,육상,36.0778585,128.1144977,경상북도 김천시 조마면 신안리,KB30
675,34,234,육상,36.1365008,128.0552082,경상북도 김천시 대항면 대룡리,KB31
676,34,235,육상,36.3213886,128.2882648,경상북도 구미시 도개면 가산리,KB37
987,81,561,육상,37.045,126.9961111,경기도 평택시 고덕면 문곡리,KG98-1
988,81,562,육상,36.9711111,127.0055556,경기도 평택시 팽성읍 대추리,KG98-2
989,81,563,육상,37.4347222,127.3136111,경기도 광주시 초월읍 서하리,KG98-3
990,81,564,육상,37.0094444,127.0144444,경기도 평택시 오성면 신리,KG98-4
991,81,565,육상,37.3566667,127.2386111,경기도 용인시 처인구 모현면 일산리,KG98-5
992,81,566,육상,36.0922222,127.0166667,경기도 평택시 서탄면 회화리,KG98-6
993,81,567,육상,36.9658333,127.095,경기도 평택시 팽성읍 평궁리,KG98-7
994,81,568,육상,36.9686111,127.1686111,경기도 안성시 공도읍 ,KG98-8
995,81,569,육상,37.9669444,127.1888889,경기도 안성시 미양면 진촌리,KG98-9
996,81,570,육상,36.9769444,127.1941667,경기도 안성시 공도읍 웅교리,KG98-10
997,81,571,육상,36.9811111,127.2111111,경기도 안성시 미양면 후평리,KG98-11
998,81,572,육상,37.0341667,127.2080556,경기도 안성시 양성면 덕봉리,KG98-12
999,81,573,육상,37.0036111,127.3077778,경기도 안성시 보개면 동신리,KG98-13
1000,81,574,육상,36.99,127.2933333,경기도 안성시 금광면 ,KG98-14
1001,81,575,육상,37.1133333,126.8927778,경기도 화성시 향남읍 상신리,KG98-15
1002,81,576,육상,37.1566667,127.0013889,경기도 화성시 정남면 금복리,KG98-16
1003,81,577,육상,37.3536111,127.5855556,경기도 여주군 대신면 당산리,KG98-17
1004,81,578,육상,37.3094444,127.6811111,경기도 여주군 북내면 지내리,KG98-18
1005,81,579,육상,37.0997222,127.5238889,경기도 이천시 설성면 행죽리,KG98-19
1006,81,580,육상,37.0936111,127.5838889,경기도 이천시 장호원읍 어석리,KG98-20
1007,81,581,육상,37.1347222,127.6338889,경기도 이천시 장호원읍 노탑리,KG98-21
1008,81,582,육상,37.1697222,127.665,경기도 여주군 점동면 성신리,KG98-22
1009,81,583,육상,37.185,127.6827778,경기도 여주군 점동면 당진리,KG98-23
1010,81,584,육상,37.3166667,127.5222222,경기도 이천시 백사면 상용리,KG98-24
1011,81,585,육상,37.2966667,127.4880556,경기도 이천시 백사면 모전리,KG98-25
1012,81,586,육상,37.3305556,127.5336111,경기도 여주군 흥천면 다대리,KG98-26
1013,81,587,육상,37.2225,127.5269444,경기도 이천시 부발읍 응암리,KG98-27
1014,81,588,육상,37.2888889,127.5658333,경기도 여주군 능서면 신지리,KG98-28
1015,81,589,육상,37.3313889,127.5772222,경기도 여주군 능서면 내양리,KG98-29
1016,81,590,육상,37.1491667,127.2033333,경기도 용인시 처인구 이동면 시미리,KG98-30
1017,81,591,육상,37.1,127.4677778,경기도 안성시 일죽면 화곡리,KG98-31
1018,81,592,육상,37.3502778,127.575,경기도 여주군 능서면 내양리,KG98-32
1019,81,593,육상,37.2708333,127.5536111,경기도 여주군 능서면 마래리,KG98-33
1020,81,594,육상,37.3080556,127.5088889,경기도 이천시 백사면 우곡리,KG98-34
1032,84,595,하천,34.8008333,126.4691667,전라남도 무안군 일로읍 망월리,CL1 S32
1033,84,595,하천,34.8008333,126.4691667,전라남도 무안군 일로읍 망월리,CL1 S34
1034,84,595,하천,34.8008333,126.4691667,전라남도 무안군 일로읍 망월리,CL1 S35
1035,84,595,하천,34.8008333,126.4691667,전라남도 무안군 일로읍 망월리,CL1 S36
1036,84,595,하천,34.8008333,126.4691667,전라남도 무안군 일로읍 망월리,CL1 S37
1037,84,595,하천,34.8008333,126.4691667,전라남도 무안군 일로읍 망월리,CL1 S38
1038,84,596,하천,34.8416667,126.5530556,전라남도 영암군 시종면 신학리,CL2 S48
1039,84,596,하천,34.8416667,126.5530556,전라남도 영암군 시종면 신학리,CL2 S52
1040,84,596,하천,34.8416667,126.5530556,전라남도 영암군 시종면 신학리,CL2 S53
1041,84,596,하천,34.8416667,126.5530556,전라남도 영암군 시종면 신학리,CL2 S56
1042,84,596,하천,34.8416667,126.5530556,전라남도 영암군 시종면 신학리,CL2 S59
