기관코드,대분류,중분류,소분류,세분류,속명,종명,명칭,이명,자료수집번호(통합),자료세부분류번호,수량,사진분류,규격,상태,수집방법,현 상태,데이터기준일자
JFNM,지질,암석,화성암,현무암,해당없음,해당없음,현무암,해당없음,JFNM-22750,JFNM-RO-270,1,암석,90×50 / 28×20,중,자체,전시,2016-09-30
JFNM,지질,암석,화성암,현무암,해당없음,해당없음,현무암,해당없음,JFNM-22751,JFNM-RO-271,1,암석,90×50 / 28×20,중,자체,전시,2016-09-30
JFNM,지질,암석,화성암,현무암,해당없음,해당없음,용암수형석,해당없음,JFNM-23406,JFNM-RO-926,1,암석,90×60,상,구입,중정,2016-09-30
JFNM,지질,화석,식물,해당없음,해당없음,해당없음,우도 식물화석,해당없음,JFNM-23999,JFNM-SO-555,1,화석,90×60,상,자체,광식물수장고,2016-09-30
JFNM,지질,암석,화성암,현무암,해당없음,해당없음,화산쇄설물,해당없음,JFNM-22835,JFNM-RO-355,1,암석,90×90,중,자체,전시,2016-09-30
JFNM,지질,암석,화성암,현무암,해당없음,해당없음,용암류,해당없음,JFNM-23355,JFNM-RO-875,1,암석,93×53,상,구입,광식물수장고,2016-09-30
JFNM,지질,암석,화성암,현무암,해당없음,해당없음,용암류,해당없음,JFNM-23352,JFNM-RO-872,1,암석,93×54,상,구입,전시,2016-09-30
JFNM,지질,암석,화성암,현무암,해당없음,해당없음,희귀용암석,해당없음,JFNM-23366,JFNM-RO-886,1,암석,95×50,상,구입,광식물수장고,2016-09-30
JFNM,지질,화석,식물,해당없음,해당없음,해당없음,스트로마톨라이트,해당없음,JFNM-24002,JFNM-SO-558,1,기타암석,97*44, 해당없음 ,기증,상설전시,2016-09-30
JFNM,지질,암석,화성암,현무암,해당없음,해당없음,주상절리,해당없음,JFNM-23360,JFNM-RO-880,1,암석,97×62,상,자체,전시,2016-09-30
JFNM,지질,암석,화성암,현무암,해당없음,해당없음,조면암,한라산조면암,JFNM-23339,JFNM-RO-859,1,암석,해당없음,상,기증,전시,2016-09-30
JFNM,지질,암석,화성암,현무암,해당없음,해당없음,조면암,한라산조면암,JFNM-23340,JFNM-RO-860,1,암석,해당없음,상,기증,전시,2016-09-30
JFNM,식물,관속식물,국화목,국화과,Taraxacum,officinale,서양민들레,해당없음,JFNM-16974,JFNM-VP-1,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,참나무목,자작나무과,Carpinus,laxiflora,서어나무,해당없음,JFNM-16975,JFNM-VP-2,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,국화목,국화과,Cirsium,vlassovianum,흰잎엉겅퀴,해당없음,JFNM-16976,JFNM-VP-3,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,쐐기풀목,쐐기풀과,Urtica,angustifolia,가는잎쐐기풀,해당없음,JFNM-16977,JFNM-VP-4,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,국화목,국화과,Ligularia,fischeri,곰취,해당없음,JFNM-16978,JFNM-VP-5,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,석죽,해당없음,해당없음,양장구채,해당없음,JFNM-16979,JFNM-VP-6,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,석죽,해당없음,해당없음,양장구채,해당없음,JFNM-16980,JFNM-VP-7,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,석죽,해당없음,해당없음,양장구채,해당없음,JFNM-16981,JFNM-VP-8,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,석죽,해당없음,해당없음,유럽점나도나물,해당없음,JFNM-16982,JFNM-VP-9,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,석죽,해당없음,해당없음,유럽점나도나물,해당없음,JFNM-16983,JFNM-VP-10,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,쐐기풀목,쐐기풀과,Boehmeria,spicata,좀깨잎나무,해당없음,JFNM-16984,JFNM-VP-11,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,장미목,돌나물과,Rhodiola,angusta,좁은잎돌꽃,해당없음,JFNM-16985,JFNM-VP-12,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,백합목,백합과,Tofieldia,coccinea,숙은꿏창포,숙은돌참포,JFNM-16986,JFNM-VP-13,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,장미목,장미과,Pourthiaea,villosa,윤노리나무,해당없음,JFNM-16987,JFNM-VP-14,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,콩목,콩과,Trifolium,repens,토끼풀,해당없음,JFNM-16988,JFNM-VP-15,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,콩목,콩과,Trifolium,repens,토끼풀,해당없음,JFNM-16989,JFNM-VP-16,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,콩목,콩과,Trifolium,repens,토끼풀,해당없음,JFNM-16990,JFNM-VP-17,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,아욱목,아욱과,Malva,neglecta,난쟁이아욱,해당없음,JFNM-16991,JFNM-VP-18,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,아욱목,아욱과,Malva,neglecta,난쟁이아욱,해당없음,JFNM-16992,JFNM-VP-19,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,장미목,범의귀과,Hydrangea, serrata ,산수국,0,JFNM-16993,JFNM-VP-20,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,마디풀과,해당없음,해당없음,시범꼬리,해당없음,JFNM-16994,JFNM-VP-21,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,마디풀과,해당없음,해당없음,시범꼬리,해당없음,JFNM-16995,JFNM-VP-22,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,닭의장풀목,닭의장풀과,Commelina,communis,닭의장풀 ,해당없음,JFNM-16996,JFNM-VP-23,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,마디풀목,마디풀과,Rumex,obtusifolius,돌소리쟁이,해당없음,JFNM-16997,JFNM-VP-24,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,마디풀목,마디풀과,Rumex,obtusifolius,돌소리쟁이,해당없음,JFNM-16998,JFNM-VP-25,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,석송목,석송과,Lycopodium,obscurum,만년석송,해당없음,JFNM-16999,JFNM-VP-26,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,용담목,용담과,Halenia,corniculata,닻꽃,해당없음,JFNM-17000,JFNM-VP-27,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,석죽목,명아주과,Chenopodium , album,명아주,0,JFNM-17001,JFNM-VP-28,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,벼목,화본과,Paspalum,dilatatum,큰참새피,해당없음,JFNM-17002,JFNM-VP-29,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,가지목,가지과,Solanum,nigrum,까마중,해당없음,JFNM-17003,JFNM-VP-30,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,가지목,가지과,Solanum,nigrum,까마중,해당없음,JFNM-17004,JFNM-VP-31,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,가지목,가지과,Solanum,nigrum,까마중,해당없음,JFNM-17005,JFNM-VP-32,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,소귀나무목,소귀나무과,Myrica,rubra,소귀나무,해당없음,JFNM-17006,JFNM-VP-33,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,산토끼목,산토끼꽃과,Scabiosa,tschiliensis,솔체꽃,해당없음,JFNM-17007,JFNM-VP-34,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,백합목,마과,Dioscorea,oppositifolia,마 ,해당없음,JFNM-17008,JFNM-VP-35,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,통화식물목,현삼과,Melampyrum , setaceum,새며느리밥풀,0,JFNM-17009,JFNM-VP-36,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,석죽목,선인장과,Opuntia,ficusindica,선인장,해당없음,JFNM-17010,JFNM-VP-37,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,석죽목,선인장과,Opuntia,ficusindica,선인장,해당없음,JFNM-17011,JFNM-VP-38,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,마디풀목,마디풀과,Rumex,crispus,소리쟁이       ,해당없음,JFNM-17012,JFNM-VP-39,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,마디풀목,마디풀과,Rumex,crispus,소리쟁이       ,해당없음,JFNM-17013,JFNM-VP-40,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,마디풀목,마디풀과,Rumex,crispus,소리쟁이       ,해당없음,JFNM-17014,JFNM-VP-41,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,쐐기풀목,쐐기풀과,Boehmeria,spicata,좀깨잎나무,해당없음,JFNM-17015,JFNM-VP-42,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,소나무과,해당없음,해당없음,좀잎갈나무,해당없음,JFNM-17016,JFNM-VP-43,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,소나무과,해당없음,해당없음,좀잎갈나무,해당없음,JFNM-17017,JFNM-VP-44,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,너도밤나무목,자작나무과,Alnus , fruticosa,덤불오리나무,0,JFNM-17018,JFNM-VP-45,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,감나무목,때죽나무과,Styrax,japonicus,때죽나무,해당없음,JFNM-17019,JFNM-VP-46,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,콩목,콩과,Trifolium,dubium,애기노랑토끼풀,해당없음,JFNM-17020,JFNM-VP-47,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,철쭉목,진달래과,Rhododendron,aureum,노란만병초,해당없음,JFNM-17021,JFNM-VP-48,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,철쭉목,진달래과,Rhododendron,aureum,노란만병초,해당없음,JFNM-17022,JFNM-VP-49,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,꿀풀목,마편초과,Vitex,rotundifolia,순비기나무,해당없음,JFNM-17023,JFNM-VP-50,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,대극목,대극과,Euphorbia,supina,애기땅빈대      ,해당없음,JFNM-17024,JFNM-VP-51,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,대극목,대극과,Euphorbia,supina,애기땅빈대      ,해당없음,JFNM-17025,JFNM-VP-52,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,참나무목,참나무과,Castanopsis,sieboldii,구실잣밤나무,해당없음,JFNM-17026,JFNM-VP-53,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,국화목,국화과,Saussurea,tomentosa,두메분취,해당없음,JFNM-17027,JFNM-VP-54,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,국화목,국화과,Saussurea,tomentosa,두메분취,해당없음,JFNM-17028,JFNM-VP-55,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,콩목,콩과,Melilotus,albus,흰동전싸리,해당없음,JFNM-17029,JFNM-VP-56,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,콩목,콩과,Melilotus,albus,흰동전싸리,해당없음,JFNM-17030,JFNM-VP-57,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,아욱목,아욱과,Sida,rhombifolia,나도공단풀,해당없음,JFNM-17031,JFNM-VP-58,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,참나무목,자작나무과,Betula,dahurica,물박달나무,해당없음,JFNM-17032,JFNM-VP-59,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,조록나무목,조록나무과,Distylium,racemosum,조록나무,해당없음,JFNM-17033,JFNM-VP-60,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,석죽과,해당없음,해당없음,가는나리잠구체,해당없음,JFNM-17034,JFNM-VP-61,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,석죽과,해당없음,해당없음,가는나리잠구체,해당없음,JFNM-17035,JFNM-VP-62,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,참나무목,참나무과,Quercus,acutissima,상수리나무 ,해당없음,JFNM-17036,JFNM-VP-63,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,석죽목,명아주과,Chenopodium,ambrosioides,양명아주,해당없음,JFNM-17037,JFNM-VP-64,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,석죽목,명아주과,Chenopodium,ambrosioides,양명아주,해당없음,JFNM-17038,JFNM-VP-65,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,석죽목,명아주과,Chenopodium,ambrosioides,양명아주,해당없음,JFNM-17039,JFNM-VP-66,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,콩목,콩과,Lespedeza,cuneata,비수리,해당없음,JFNM-17040,JFNM-VP-67,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,석죽과,해당없음,해당없음,장백점나도나물,해당없음,JFNM-17041,JFNM-VP-68,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,국화목,국화과,Conyza,sumatrensis,큰망초 ,해당없음,JFNM-17042,JFNM-VP-69,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,국화목,국화과,Conyza,sumatrensis,큰망초 ,해당없음,JFNM-17043,JFNM-VP-70,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,국화목,국화과,Conyza,sumatrensis,큰망초 ,해당없음,JFNM-17044,JFNM-VP-71,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,산형목,산형과,Hydrocotyle,maritima,선피막이풀,0,JFNM-17045,JFNM-VP-72,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,석죽목,석죽과,Silene,repens,오랑케장구채,해당없음,JFNM-17046,JFNM-VP-73,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,석죽목,비름과,Amaranthus,viridis,청비름,해당없음,JFNM-17047,JFNM-VP-74,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,바늘곷,해당없음,해당없음,겹달맞이꽃,해당없음,JFNM-17048,JFNM-VP-75,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,바늘곷,해당없음,해당없음,겹달맞이꽃,해당없음,JFNM-17049,JFNM-VP-76,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,백합목,마과,Dioscorea,oppositifolia,마 ,해당없음,JFNM-17050,JFNM-VP-77,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,국화목,국화과,Adenocaulon,himalaicum,멸가치,해당없음,JFNM-17051,JFNM-VP-78,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,꿀풀목,꿀풀과,Ajuga,decumbens,금창초,해당없음,JFNM-17052,JFNM-VP-79,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,석죽목,석죽과,Spergula,arvensis,들개미자리,해당없음,JFNM-17053,JFNM-VP-80,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,석죽목,석죽과,Spergula,arvensis,들개미자리,해당없음,JFNM-17054,JFNM-VP-81,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,용담목,용담과,Gentiana,algida,산용담,해당없음,JFNM-17055,JFNM-VP-82,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,석죽목,자리공과,Phytolacca,americana,미국자리공,해당없음,JFNM-17056,JFNM-VP-83,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,벼목,화본과,Phleum,alpinum,산조아재비,해당없음,JFNM-17057,JFNM-VP-84,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,벼목,화본과,Phleum,alpinum,산조아재비,해당없음,JFNM-17058,JFNM-VP-85,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,백합목,청미래덩굴과,Smilax,china,청미래덩굴 ,해당없음,JFNM-17059,JFNM-VP-86,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,석죽목,명아주과,Chenopodium,pumilio,냄새명아주,해당없음,JFNM-17060,JFNM-VP-87,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,장미목,장미과,Filipendula,palmata,단풍터리풀,단풍터풀,JFNM-17061,JFNM-VP-88,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,장미목,장미과,Duchesnea,chrysantha,뱀딸기,해당없음,JFNM-17062,JFNM-VP-89,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,장미목,범의귀과,Mitella,nuda,나도범위귀,해당없음,JFNM-17063,JFNM-VP-90,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,석죽목,명아주과,Chenopodium , album,명아주,0,JFNM-17064,JFNM-VP-91,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,가지목,메꽃과,Calystegia,hederacea,애기메꽃,해당없음,JFNM-17065,JFNM-VP-92,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,비름,해당없음,해당없음,가는털비름,해당없음,JFNM-17066,JFNM-VP-93,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,쥐손이풀목,괭이밥과,Oxalis,corniculata,괭이밥,해당없음,JFNM-17067,JFNM-VP-94,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,석죽목,석죽과,Lychnis,fulgens,털동자꽃,해당없음,JFNM-17068,JFNM-VP-95,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,석죽목,석죽과,Lychnis,fulgens,털동자꽃,해당없음,JFNM-17069,JFNM-VP-96,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,아욱목,아욱과,Sida,spinosa,공단풀,해당없음,JFNM-17070,JFNM-VP-97,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,별이끼목,질경이과,Plantago,asiatica,질경이,해당없음,JFNM-17071,JFNM-VP-98,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,장미과,해당없음,해당없음,찔레꽃  ,해당없음,JFNM-17072,JFNM-VP-99,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,메곷,해당없음,해당없음,둥근잎미국나팔꽃,해당없음,JFNM-17073,JFNM-VP-100,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,마디풀목,마디풀과,Polygonum,aviculare,마디풀,해당없음,JFNM-17074,JFNM-VP-101,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,가지목,메꽃과,Cuscuta,japonica,새삼,해당없음,JFNM-17075,JFNM-VP-102,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,벼목,화본과,Paspalum, distichum,물참새피,벼과 화본과,JFNM-17076,JFNM-VP-103,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,산토끼꽃목 ,인동과,Viburnum,awabuki,아왜나무,0,JFNM-17077,JFNM-VP-104,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,백합목,백합과,Streptopus,koreanus,죽대아재비,해당없음,JFNM-17078,JFNM-VP-105,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,용담목,협죽도과,Trachelospermum,asiaticum,마삭줄,해당없음,JFNM-17079,JFNM-VP-106,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,초롱꽃목 ,국화과,Solidago , serotina ,미국미역취,0,JFNM-17080,JFNM-VP-107,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,쥐손이풀목,쥐손이풀과,Geranium,sibiricum,쥐손이풀,해당없음,JFNM-17081,JFNM-VP-108,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,쥐손이풀목,쥐손이풀과,Geranium,sibiricum,쥐손이풀,해당없음,JFNM-17082,JFNM-VP-109,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,쥐손이풀목,쥐손이풀과,Geranium,sibiricum,쥐손이풀,해당없음,JFNM-17083,JFNM-VP-110,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,쥐손이풀목,쥐손이풀과,Geranium,sibiricum,쥐손이풀,해당없음,JFNM-17084,JFNM-VP-111,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,국화과,해당없음,해당없음,고산미역취,해당없음,JFNM-17085,JFNM-VP-112,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,미나리목,두릅나무과,Aralia,elata,두릅나무,해당없음,JFNM-17086,JFNM-VP-113,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,국화목,국화과,Crassocephalum,crepidioides,주홍서나물,해당없음,JFNM-17087,JFNM-VP-114,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,참나무목,참나무과,Castanopsis,sieboldii,구실잣밤나무,해당없음,JFNM-17088,JFNM-VP-115,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,콩목,콩과,Trifolium,lupinaster,달구지풀,해당없음,JFNM-17089,JFNM-VP-116,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,콩목,콩과,Trifolium,lupinaster,달구지풀,해당없음,JFNM-17090,JFNM-VP-117,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,국화목,국화과,Conyza,canadensis,망초,해당없음,JFNM-17091,JFNM-VP-118,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,마디풀목,마디풀과,Rumex,crispus,소리쟁이,해당없음,JFNM-17092,JFNM-VP-119,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,해당없음,국화과,해당없음,해당없음,좀미역취,해당없음,JFNM-17093,JFNM-VP-120,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,콩목,콩과,Trifolium,repens,토끼풀,해당없음,JFNM-17094,JFNM-VP-121,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,산토끼꽃목 ,인동과,Viburnum , sargentii ,백당나무,백담나무,JFNM-17095,JFNM-VP-122,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,산토끼꽃목 ,인동과,Viburnum , sargentii ,백당나무,백담나무,JFNM-17096,JFNM-VP-123,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,장미목,장미과,Duchesnea,chrysantha,뱀딸기,해당없음,JFNM-17097,JFNM-VP-124,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,국화목,국화과,Conyza,bonariensis,실망초       ,해당없음,JFNM-17098,JFNM-VP-125,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,장미목,까치밥나무과,Ribes,maximowiczianum,명자순,해당없음,JFNM-17099,JFNM-VP-126,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,대극목,대극과,Mallotus,japonicus,예덕나무,해당없음,JFNM-17100,JFNM-VP-127,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,벼목,화본과,Festuca,arundinacea,큰김의털,해당없음,JFNM-17101,JFNM-VP-128,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,참나무목,참나무과,Quercus,salicina,참가시나무 ,해당없음,JFNM-17102,JFNM-VP-129,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,벼목,화본과,Phleum,pratense,큰조아재비,해당없음,JFNM-17103,JFNM-VP-130,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,콩목,콩과,Melilotus,albus,흰전동싸리,해당없음,JFNM-17104,JFNM-VP-131,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,참나무목,자작나무과,Carpinus,tschonoskii,개서어나무,해당없음,JFNM-17105,JFNM-VP-132,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,벼목,화본과,Eragrostis,curvula,능수참새그령,해당없음,JFNM-17106,JFNM-VP-133,1,식물(외래),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,꿀풀목,꿀풀과,Galeopsis,bifida,털향유,해당없음,JFNM-17107,JFNM-VP-134,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
JFNM,식물,관속식물,장미목,장미과,Pourthiaea,villosa,윤노리나무,해당없음,JFNM-17108,JFNM-VP-135,1,식물,표본,건조,구입,광식물수장고,2016-09-30
JFNM,식물,관속식물,아욱목,피나무과,Tilia,mandshurica,찰피나무,해당없음,JFNM-17109,JFNM-VP-136,1,식물(중국산),표본,건조,자체,광식물수장고,2016-09-30
